node_id,osm_id,lon,lat,odbc,od_eff_loss,lscc_loss,td_loss,reachable_demand_share,odbc_rank,odbc_pct,od_eff_rank,od_eff_pct,lscc_rank,lscc_pct,td_rank,td_pct
66,289294087,114.1523072,22.3325094,0.00020243869975523085,0.00014186237388874516,0.0,0.0006235285125061516,0.9997975613002446,1593,0.08136180034622043,1438,0.17080207732256203,1545,0.054818234275822275,1358,0.21696480092325446
67,289294146,114.1522158,22.3323988,0.001065042524304501,0.0004169838436083062,0.0,0.003280422082034268,0.9989349574756953,1466,0.15464512406231967,1228,0.2919792267743797,1545,0.054818234275822275,851,0.5095210617426428
68,289329905,114.1554973,22.3324124,0.007264218948814886,0.005644543203783587,0.0012953367875647315,0.02221869255683842,0.9927885647232988,1076,0.37968840161569534,238,0.8632429313329486,577,0.5744373918061165,210,0.879399884593191
69,289329943,114.1547755,22.3329575,0.005812086575470766,0.0046572152897987,0.0,0.017901723837101802,0.9941879134245293,1138,0.3439122908251587,315,0.8188113098672821,1545,0.054818234275822275,262,0.8493941142527409
70,289337013,114.1537149,22.3264895,0.001083977003556694,0.00047862049752802325,0.0,0.003338741897847468,0.9989160229964431,1463,0.15637622619734565,1197,0.309867282169648,1545,0.054818234275822275,840,0.515868436237738
71,289337297,114.1556568,22.3247578,0.004953004991605839,0.0005294024552539338,0.0012953367875647315,0.003419379439058348,0.9989160229964431,1208,0.30323139065204846,1160,0.33092902481246395,577,0.5744373918061165,831,0.5207732256203116
72,289337299,114.1567064,22.3235546,0.004953004991605839,0.0005294024552539338,0.0012953367875647315,0.003419379439058348,0.9989160229964431,1208,0.30323139065204846,1160,0.33092902481246395,577,0.5744373918061165,831,0.5207732256203116
73,289337490,114.1584933,22.3216284,0.009058726753534304,0.00064232227766193,0.0019430051813470973,0.0014226646531957101,1.0,985,0.4319099826889786,1108,0.36093479515291405,372,0.727062896710906,1145,0.33958453548759376
74,297910474,114.1462178,22.2897959,0.009320534466484466,0.002964902093621762,0.0,0.028708043465384626,0.9906794655335152,972,0.4396999422965955,482,0.7224466243508367,1545,0.054818234275822275,149,0.914598961338719
75,308473171,114.1680169,22.3149736,0.00026248912252871816,3.8960385410566884e-05,0.0006476683937823658,0.0002749905408072869,0.9999163243126803,1581,0.0882862088863243,1538,0.11309867282169649,901,0.2951529140219273,1459,0.15868436237738026
76,308473172,114.1685012,22.3150669,0.007369829497301872,3.900064291947614e-05,0.003886010362694319,5.6375623167854546e-05,1.0,1069,0.3837276399307559,1537,0.11367570686670514,123,0.9163300634737449,1567,0.09636468551644548
77,308473173,114.1689561,22.315141,0.012421741736344381,0.000685940080333335,0.0019430051813470973,0.0009621872878897178,0.9998202813914748,834,0.51933064050779,1081,0.376803231390652,372,0.727062896710906,1248,0.2804385458742066
78,308473175,114.1695449,22.3152511,0.0048190947384574075,0.0008827297052573096,0.0012953367875647315,0.0020812367756482607,0.9993584235697981,1214,0.3000577034045009,998,0.42469705712637046,577,0.5744373918061165,1017,0.413733410271206
79,308473176,114.1683196,22.3135053,6.83335315873449e-05,2.5414769380245986e-05,0.0019430051813470973,0.00021047312276005576,0.9999316664684127,1613,0.06982111944604731,1561,0.0998268897864974,372,0.727062896710906,1498,0.1361800346220427
80,308473177,114.1688045,22.313588,0.00728308377998435,3.790122382971207e-05,0.0032383419689119533,5.183944367142658e-05,1.0,1075,0.380265435660704,1539,0.11252163877668782,170,0.8814195037507213,1574,0.09232544720138489
81,308473178,114.1692614,22.3136721,0.005959288986470169,0.001230966760459767,0.0006476683937823658,0.003025760135152377,0.9990981220523166,1126,0.35083669936526257,861,0.5037507212925563,901,0.2951529140219273,883,0.49105597230236586
82,308473179,114.1698428,22.3137803,0.0005102938815188906,0.00012597064962680272,0.0012953367875647315,0.0002455551357198987,0.9999290480845715,1529,0.11829197922677438,1454,0.16156953260242354,577,0.5744373918061165,1476,0.1488747836122331
83,308473180,114.1694498,22.3127358,0.038459499930113814,0.0021212081541606698,0.0019430051813470973,0.005179916713640119,0.9987884065598122,183,0.8949798038084247,628,0.638199653779573,372,0.727062896710906,691,0.6018465089440277
84,308473181,114.1675907,22.3171141,0.005408384237760003,0.00134919720840659,0.003886010362694319,0.005751862322268561,0.9981551407578718,1176,0.32198499711482975,828,0.5227928447778419,123,0.9163300634737449,645,0.6283900750144259
85,308473182,114.1680551,22.3172,0.006871505556625115,0.00032778395956545986,0.0006476683937823658,0.0004731321661824488,1.0,1101,0.36526255049047895,1290,0.25620311598384304,901,0.2951529140219273,1413,0.1852279284477784
86,308473183,114.1685003,22.3172869,0.010920948954310629,0.0008355377910321804,0.0012953367875647315,0.0008861020053580129,1.0,905,0.4783612233121754,1018,0.41315637622619733,577,0.5744373918061165,1274,0.26543566070398156
87,308473185,114.1690783,22.3173955,0.007630085271982029,0.0010547200364101723,0.0012953367875647315,0.004546365551966045,0.9987011860964339,1052,0.3935372186959031,928,0.46508944027697635,577,0.5744373918061165,746,0.5701096364685516
