component,strategy,target_fraction,fraction,n_removed,runs,edge_fraction_lost,node_fraction_lost,od_eff_norm,od_eff_norm_std,od_eff_norm_p025,od_eff_norm_p975,od_eff_loss,od_eff_loss_std,od_eff_loss_p025,od_eff_loss_p975,lscc_norm,lscc_norm_std,lscc_norm_p025,lscc_norm_p975,td_loss,td_loss_std,td_loss_p025,td_loss_p975,reachable_demand_share,reachable_demand_share_std,reachable_demand_share_p025,reachable_demand_share_p975
link,lscc,0.4,0.40014040014040014,1140,1,0.40014040014040014,0.0,0.231714399854135,0.0,0.231714399854135,0.231714399854135,0.768285600145865,0.0,0.768285600145865,0.768285600145865,0.022020725388601035,0.0,0.022020725388601035,0.022020725388601035,3.026686937776633,0.0,3.026686937776633,3.026686937776633,0.017384718648778556,0.0,0.017384718648778556,0.017384718648778556
link,od_eff,0.0,0.0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
link,od_eff,0.02,0.020007020007020006,57,1,0.020007020007020006,0.0,0.4720641074320059,0.0,0.4720641074320059,0.4720641074320059,0.5279358925679941,0.0,0.5279358925679941,0.5279358925679941,0.9158031088082902,0.0,0.9158031088082902,0.9158031088082902,0.9458715508234876,0.0,0.9458715508234876,0.9458715508234876,0.707833238701756,0.0,0.707833238701756,0.707833238701756
link,od_eff,0.04,0.04001404001404001,114,1,0.04001404001404001,0.0,0.32828346627411487,0.0,0.32828346627411487,0.32828346627411487,0.6717165337258851,0.0,0.6717165337258851,0.6717165337258851,0.8348445595854922,0.0,0.8348445595854922,0.8348445595854922,1.5427077645080618,0.0,1.5427077645080618,1.5427077645080618,0.5258452604960888,0.0,0.5258452604960888,0.5258452604960888
link,od_eff,0.06,0.06002106002106002,171,1,0.06002106002106002,0.0,0.23366759756785638,0.0,0.23366759756785638,0.23366759756785638,0.7663324024321436,0.0,0.7663324024321436,0.7663324024321436,0.7409326424870466,0.0,0.7409326424870466,0.7409326424870466,1.988968835143368,0.0,1.988968835143368,1.988968835143368,0.37844715234122817,0.0,0.37844715234122817,0.37844715234122817
link,od_eff,0.08,0.08002808002808003,228,1,0.08002808002808003,0.0,0.20362993094767018,0.0,0.20362993094767018,0.20362993094767018,0.7963700690523299,0.0,0.7963700690523299,0.7963700690523299,0.7189119170984457,0.0,0.7189119170984457,0.7189119170984457,2.101726182415264,0.0,2.101726182415264,2.101726182415264,0.34599362699115654,0.0,0.34599362699115654,0.34599362699115654
link,od_eff,0.1,0.10003510003510004,285,1,0.10003510003510004,0.0,0.15964159161515415,0.0,0.15964159161515415,0.15964159161515415,0.8403584083848459,0.0,0.8403584083848459,0.8403584083848459,0.6787564766839379,0.0,0.6787564766839379,0.6787564766839379,2.317550993730197,0.0,2.317550993730197,2.317550993730197,0.2799615522055372,0.0,0.2799615522055372,0.2799615522055372
link,od_eff,0.12,0.12004212004212005,342,1,0.12004212004212005,0.0,0.12934426534678198,0.0,0.12934426534678198,0.12934426534678198,0.870655734653218,0.0,0.870655734653218,0.870655734653218,0.5822538860103628,0.0,0.5822538860103628,0.5822538860103628,2.4892126175947316,0.0,2.4892126175947316,2.4892126175947316,0.2248942351931106,0.0,0.2248942351931106,0.2248942351931106
link,od_eff,0.14,0.14004914004914004,399,1,0.14004914004914004,0.0,0.09136928202208563,0.0,0.09136928202208563,0.09136928202208563,0.9086307179779144,0.0,0.9086307179779144,0.9086307179779144,0.43911917098445596,0.0,0.43911917098445596,0.43911917098445596,2.697100392858612,0.0,2.697100392858612,2.697100392858612,0.14381766964541046,0.0,0.14381766964541046,0.14381766964541046
link,od_eff,0.16,0.16005616005616005,456,1,0.16005616005616005,0.0,0.05478030722774046,0.0,0.05478030722774046,0.05478030722774046,0.9452196927722596,0.0,0.9452196927722596,0.9452196927722596,0.3490932642487047,0.0,0.3490932642487047,0.3490932642487047,2.8870885505614625,0.0,2.8870885505614625,2.8870885505614625,0.067958150965507,0.0,0.067958150965507,0.067958150965507
