component,strategy,run,seed,target_fraction,fraction,n_removed,edge_fraction_lost,node_fraction_lost,od_eff,od_eff_norm,od_eff_loss,lscc,lscc_norm,penalized_total_distance,td_loss,reachable_demand_share
link,lscc,0,20260905,0.32,0.3201123201123201,912,0.3201123201123201,0.0,0.00017766914043433924,0.26445633834448434,0.7355436616555157,0.020196191575302943,0.02266839378238342,6309929065.915343,3.0079940578946034,0.023470814683362432
link,lscc,0,20260905,0.34,0.34011934011934014,969,0.34011934011934014,0.0,0.00016629363275276251,0.24752416261084242,0.7524758373891576,0.020196191575302943,0.02266839378238342,6324649786.082649,3.0173444893086736,0.02043477726939857
link,lscc,0,20260905,0.36,0.3601263601263601,1026,0.3601263601263601,0.0,0.00016469647234605423,0.24514682689641115,0.7548531731035888,0.019619157530294286,0.022020725388601035,6330846355.183524,3.0212804784261738,0.019149506639178526
link,lscc,0,20260905,0.38,0.38013338013338016,1083,0.38013338013338016,0.0,0.00015567219339895842,0.231714399854135,0.768285600145865,0.019619157530294286,0.022020725388601035,6339357938.411038,3.026686937776633,0.017384718648778556
link,lscc,0,20260905,0.4,0.40014040014040014,1140,0.40014040014040014,0.0,0.00015567219339895842,0.231714399854135,0.768285600145865,0.019619157530294286,0.022020725388601035,6339357938.411038,3.026686937776633,0.017384718648778556
link,od_eff,0,20260905,0.0,0.0,0,0.0,0.0,0.0006718278773220594,1.0,0.0,0.8909405654933641,1.0,1574335933.3296878,0.0,1.0
link,od_eff,0,20260905,0.02,0.020007020007020006,57,0.020007020007020006,0.0,0.0003171458272559771,0.4720641074320059,0.5279358925679941,0.8159261396422389,0.9158031088082902,3063455504.1053824,0.9458715508234876,0.707833238701756
link,od_eff,0,20260905,0.04,0.04001404001404001,114,0.04001404001404001,0.0,0.00022054998430686643,0.32828346627411487,0.6717165337258851,0.743796884016157,0.8348445595854922,4003076201.6214433,1.5427077645080618,0.5258452604960888
link,od_eff,0,20260905,0.06,0.06002106002106002,171,0.06002106002106002,0.0,0.00015698440607295815,0.23366759756785638,0.7663324024321436,0.6601269474899019,0.7409326424870466,4705641040.7687845,1.988968835143368,0.37844715234122817
link,od_eff,0,20260905,0.08,0.08002808002808003,228,0.08002808002808003,0.0,0.0001368042642678108,0.20362993094767018,0.7963700690523299,0.6405077899596077,0.7189119170984457,4883158984.325865,2.101726182415264,0.34599362699115654
link,od_eff,0,20260905,0.1,0.10003510003510004,285,0.10003510003510004,0.0,0.00010725167162712408,0.15964159161515415,0.8403584083848459,0.604731679169071,0.6787564766839379,5222939740.083063,2.317550993730197,0.2799615522055372
link,od_eff,0,20260905,0.12,0.12004212004212005,342,0.12004212004212005,0.0,8.689708323170974e-05,0.12934426534678198,0.870655734653218,0.5187536064627813,0.5822538860103628,5493192802.906725,2.4892126175947316,0.2248942351931106
link,od_eff,0,20260905,0.14,0.14004914004914004,399,0.14004914004914004,0.0,6.138443079333839e-05,0.09136928202208563,0.9086307179779144,0.3912290825158684,0.43911917098445596,5820477997.604619,2.697100392858612,0.14381766964541046
link,od_eff,0,20260905,0.16,0.16005616005616005,456,0.16005616005616005,0.0,3.680293752386314e-05,0.05478030722774046,0.9452196927722596,0.3110213502596653,0.3490932642487047,6119583181.183324,2.8870885505614625,0.067958150965507
link,od_eff,0,20260905,0.18,0.18006318006318006,513,0.18006318006318006,0.0,3.191341818669305e-05,0.047502372652206075,0.952497627347794,0.2937103289094057,0.3296632124352332,6163922483.922301,2.9152523635065184,0.05886538066772564
link,od_eff,0,20260905,0.2,0.20007020007020007,570,0.20007020007020007,0.0,2.8315346384141546e-05,0.04214672736863492,0.9578532726313651,0.2867859203693018,0.32189119170984454,6195764151.037139,2.9354778226609017,0.05137860738654278
link,od_eff,0,20260905,0.22,0.22007722007722008,627,0.22007722007722008,0.0,2.392312550702424e-05,0.035609009858868994,0.964390990141131,0.2256203115983843,0.25323834196891193,6238813849.394913,2.962822493798989,0.041464195106130725
link,od_eff,0,20260905,0.24,0.2400842400842401,684,0.2400842400842401,0.0,1.8365166777384896e-05,0.027336118963371094,0.9726638810366289,0.19792267743796885,0.22215025906735753,6292538892.175888,2.9969480204058474,0.02890484723036086
link,od_eff,0,20260905,0.26,0.2600912600912601,741,0.2600912600912601,0.0,1.435010957148394e-05,0.02135980071068831,0.9786401992893117,0.14598961338718985,0.16386010362694303,6337291891.126853,3.0253746084062327,0.019033006581825624
link,od_eff,0,20260905,0.28,0.2800982800982801,798,0.2800982800982801,0.0,1.0936965977241447e-05,0.01627941671732462,0.9837205832826754,0.0363531448355453,0.040803108808290155,6370255452.6233,3.046312681913028,0.011555076213207869
link,od_eff,0,20260905,0.3,0.3001053001053001,855,0.3001053001053001,0.0,9.894743147141112e-06,0.01472809253849672,0.9852719074615033,0.0363531448355453,0.040803108808290155,6378725743.753261,3.0516929130000787,0.009629721881393122
link,od_eff,0,20260905,0.32,0.3201123201123201,912,0.3201123201123201,0.0,8.173032160390485e-06,0.012165366213990128,0.9878346337860099,0.02192729371032891,0.02461139896373057,6392412419.699531,3.0603865314689926,0.0066319372749399095
link,od_eff,0,20260905,0.34,0.34011934011934014,969,0.34011934011934014,0.0,4.362301293732997e-06,0.00649318291333988,0.9935068170866601,0.013848817080207732,0.015544041450777202,6407214868.400219,3.0697888759034373,0.0034476333252823044
link,od_eff,0,20260905,0.36,0.3601263601263601,1026,0.3601263601263601,0.0,3.2026037835774617e-06,0.004767000435205526,0.9952329995647945,0.013848817080207732,0.015544041450777202,6411601925.77155,3.072575484071652,0.0025241508707261402
link,od_eff,0,20260905,0.38,0.38013338013338016,1083,0.38013338013338016,0.0,1.6438682820415406e-06,0.002446859288712586,0.9975531407112874,0.013848817080207732,0.015544041450777202,6418032861.183303,3.076660339962702,0.001151530941202118
link,od_eff,0,20260905,0.4,0.40014040014040014,1140,0.40014040014040014,0.0,9.984028734915902e-07,0.0014860992036699573,0.9985139007963301,0.009809578765147143,0.011010362694300517,6421599545.910222,3.078925856903153,0.0004035794754217895
link,odbc,0,20260905,0.0,0.0,0,0.0,0.0,0.0006718278773220594,1.0,0.0,0.8909405654933641,1.0,1574335933.3296878,0.0,1.0
link,odbc,0,20260905,0.02,0.020007020007020006,57,0.020007020007020006,0.0,0.0005863739103587917,0.8728037792895829,0.12719622071041714,0.8234275822273515,0.9242227979274612,2241800887.150561,0.42396602890794627,0.9009197865118284
link,odbc,0,20260905,0.04,0.04001404001404001,114,0.04001404001404001,0.0,0.0005130714482679095,0.7636947878868005,0.23630521211319955,0.7651471436814772,0.8588082901554404,2835028735.157267,0.8007775057012388,0.8283528401381217
link,odbc,0,20260905,0.06,0.06002106002106002,171,0.06002106002106002,0.0,0.0004882796575318415,0.726792790257751,0.273207209742249,0.7339873052510099,0.8238341968911918,3087750939.7540708,0.9613037309156386,0.7629194021176074
link,odbc,0,20260905,0.08,0.08002808002808003,228,0.08002808002808003,0.0,0.00038311226272511804,0.5702535956861798,0.42974640431382016,0.47951529140219273,0.5382124352331606,4310022183.089279,1.7376763064625422,0.510608429164309
link,odbc,0,20260905,0.1,0.10003510003510004,285,0.10003510003510004,0.0,0.00030317356355776014,0.4512667214201138,0.5487332785798862,0.4408540103866128,0.49481865284974097,4760303288.145834,2.0236896632841828,0.40250846216058955
