component,strategy,run,target_fraction,fraction,n_removed,reachable_share,reach_loss,mean_m,median_m,p90_m,p95_m
link,random,5,0.12,0.12004212004212005,342,0.6810225062517365,0.19033064740205619,2086.205784169727,2043.513,3965.1949999999997,4378.666
link,random,5,0.14,0.14004914004914004,399,0.6690747429841623,0.20227841066963048,2144.0682890365447,2195.3309999999997,4024.0209999999997,4386.581
link,random,5,0.16,0.16005616005616005,456,0.6337871631008614,0.23756599055293137,2201.412960982025,2440.5240000000003,4067.136,4405.303
link,random,5,0.18,0.18006318006318006,513,0.5290358432898027,0.34231731036399005,2000.6738975840335,2111.585,3720.5319999999997,4372.297649999999
link,random,5,0.2,0.20007020007020007,570,0.4726312864684635,0.39872186718532926,1923.7361687242799,2043.513,3543.2870000000003,3880.8099999999995
link,random,5,0.22,0.22007722007722008,627,0.2817449291469853,0.5896082245068075,1125.9108007889547,654.6714999999999,3123.331,4614.861
link,random,5,0.24,0.2400842400842401,684,0.24895804390108364,0.6223951097527091,1204.518853794643,139.901,3828.3900000000003,4439.412
link,random,5,0.26,0.2600912600912601,741,0.1811614337315921,0.6901917199222006,697.6437975460124,0.0,2885.574,3829.498
link,random,5,0.28,0.2800982800982801,798,0.17282578494026118,0.6985273687135316,625.2826463022508,0.0,2885.574,3829.498
link,random,5,0.3,0.3001053001053001,855,0.16421228118921924,0.7071408724645735,464.9461167512691,0.0,2043.513,2885.574
link,random,5,0.32,0.3201123201123201,912,0.1631008613503751,0.7082522923034176,463.9833645655877,0.0,2043.513,2885.574
link,random,5,0.34,0.34011934011934014,969,0.15226451792164492,0.7190886357321478,327.08651094890513,0.0,2043.513,2885.574
link,random,5,0.36,0.3601263601263601,1026,0.1494859683245346,0.7218671853292582,322.1381672862453,0.0,2043.513,2885.574
link,random,5,0.38,0.38013338013338016,1083,0.1494859683245346,0.7218671853292582,322.1381672862453,0.0,2043.513,2885.574
link,random,5,0.4,0.40014040014040014,1140,0.1430953042511809,0.7282578494026118,305.27392621359223,0.0,2043.513,2885.574
link,random,6,0.0,0.0,0,0.8713531536537927,0.0,1678.3658804209185,1813.3350000000003,2515.206,3245.7529999999997
link,random,6,0.02,0.020007020007020006,57,0.8444012225618227,0.026951931091970027,1671.702772622573,1869.605,2606.742600000002,3039.279
link,random,6,0.04,0.04001404001404001,114,0.8191164212281189,0.05223673242567384,1791.7001339891451,1911.8535000000002,3033.6009999999997,3248.388999999999
