component,strategy,target_fraction,fraction,n_removed,runs,reachable_share,reachable_share_std,reachable_share_p025,reachable_share_p975,reach_loss,reach_loss_std,reach_loss_p025,reach_loss_p975,mean_m,mean_m_std,mean_m_p025,mean_m_p975,median_m,median_m_std,median_m_p025,median_m_p975,p90_m,p90_m_std,p90_m_p025,p90_m_p975,p95_m,p95_m_std,p95_m_p025,p95_m_p975
link,random,0.16,0.16005616005616005,456,30,0.4913309252570159,0.12435066064620469,0.154987496526813,0.6356140594609614,0.38002222839677685,0.12435066064620469,0.23573909419283134,0.7163656571269797,2480.881115908756,885.4954925221006,203.66614812888199,4261.009445682081,2386.4523499999996,971.9422469700868,0.0,3932.1890999999973,5410.262906666669,1943.6499049720185,855.2232850000006,9036.97106,6048.376031666666,1909.600916072856,1393.1407999999976,9134.90635
link,random,0.18,0.18006318006318006,513,30,0.41493007316847275,0.11574098367846739,0.1526396221172548,0.593150875243123,0.45642308048531993,0.11574098367846737,0.27820227841066963,0.7187135315365379,2296.307632334346,965.9069533378648,173.91695664896184,4409.568767668714,2108.2085333333334,1118.7332004819184,0.0,4097.636324999998,5103.5115633333335,2164.174867782483,791.2352200000007,9916.45625,5888.632758333333,2315.4803125882686,1100.9486199999997,10913.609604999998
link,random,0.2,0.20007020007020007,570,30,0.35709919422061687,0.09521526644208676,0.1517782717421506,0.5166574048346763,0.514253959433176,0.09521526644208676,0.3546957488191165,0.7195748819116421,2101.317986242763,820.4602699255956,164.9082531067618,3613.50904212198,1688.1198833333335,1099.0683299386496,0.0,3709.0052624999994,5195.912649999999,2126.9766967251053,740.2995299999999,8794.076074999997,5941.587893333332,2226.105555194721,1057.3943025000015,10168.333608749997
link,random,0.22,0.22007722007722008,627,30,0.2947022321015097,0.08195850782955953,0.1467629897193665,0.427132536815782,0.5766509215522831,0.08195850782955952,0.4442206168380106,0.7245901639344262,1766.464975514834,1004.2791145331505,152.39200936131257,3846.1845123332123,1108.9340166666666,890.9792937173746,0.0,2677.7565624999997,4781.427123333334,2596.0152614599474,710.4723875000004,11298.6836375,5603.255786666667,2706.9501554215813,1019.1867500000001,11568.560318749998
link,random,0.24,0.2400842400842401,684,30,0.2557469667500232,0.05876215876270058,0.1444637399277577,0.34894415115309807,0.6156061869037696,0.05876215876270059,0.5224090025006947,0.726889413726035,1460.3549731345645,810.9681362289932,136.84645174782,3336.7346080978928,638.5260666666668,687.0031218518103,0.0,1867.9144499999984,4064.569413333334,2142.1598691985455,592.0144374999999,8702.368124999995,4922.014726666666,2342.4007944767013,1019.1867500000001,10487.245607499997
link,random,0.26,0.2600912600912601,741,30,0.213475965545985,0.05057834870941546,0.1418588496804668,0.31551819949986104,0.6578771881078077,0.05057834870941545,0.5558349541539316,0.7294943039733259,1016.8971719569039,740.2216023239679,128.52782043484143,2644.5885003227177,236.08871666666667,527.6228133701667,0.0,1654.622949999999,3190.0634799999993,1946.8236067806426,454.4423250000001,6820.625399999998,4009.71984,2198.1248931835503,972.9397749999999,8384.460324999996
link,random,0.28,0.2800982800982801,798,30,0.1894507733629712,0.03606819435889568,0.1339747151986663,0.268338427340928,0.6819023802908216,0.03606819435889568,0.6030147263128647,0.7373784384551264,743.3231377058968,549.5120999051938,91.13278520865687,2058.6154329486785,65.94436666666668,248.8453678200212,0.0,603.1138499999988,2650.458573333334,1662.5342703247393,0.0,6038.835875,3441.1614500000005,2017.7296026631593,778.6871874999998,7897.856624999999
link,random,0.3,0.3001053001053001,855,30,0.17324256737982774,0.02461279385593742,0.13321061405946094,0.2234370658516254,0.698110586273965,0.024612793855937412,0.6479160878021673,0.7381425395943317,535.7335575746496,408.73094978397944,93.6981763004934,1455.0124940063365,8.150633333333333,44.64285734620191,0.0,67.24272499999965,2065.8830833333336,1365.891375504742,0.0,4928.5766749999975,2856.8216316666662,1837.2706387846108,661.0125749999999,6695.708024999997
link,random,0.32,0.3201123201123201,912,30,0.16448087431693986,0.021982292476315227,0.13321061405946094,0.2070019449847179,0.7068722793368529,0.02198229247631523,0.6643512086690747,0.7381425395943317,455.7153211336263,405.40219778096446,61.664805024445016,1462.539218568636,0.22516666666666665,1.2332886253157993,0.0,1.8576249999999903,1789.4988966666665,1347.0369281954145,0.0,4928.5766749999975,2650.128824999994,1911.7022298702452,471.96592499999974,7062.783499999875
link,random,0.34,0.34011934011934014,969,30,0.15525608965453366,0.01427321684983116,0.13061267018616282,0.17619477632675742,0.716097063999259,0.014273216849831153,0.6951583773270353,0.7407404834676299,312.5130511936471,226.381962560484,50.3953608953596,759.0297908305643,0.0,0.0,0.0,0.0,1261.7221700000002,966.507350670924,0.0,3046.807975,2169.607726666666,1672.5502402500172,344.37935000000004,6014.020249999996
link,random,0.36,0.3601263601263601,1026,30,0.1505510790034269,0.014000612839049558,0.1261183662128369,0.17270075020839123,0.720802074650366,0.014000612839049556,0.6986524034454015,0.7452347874409558,275.7278142973174,226.24653137950082,13.391550294217978,754.4531314775081,0.0,0.0,0.0,0.0,1122.5998233333332,981.6955171934217,0.0,3046.807975,2007.0363883333328,1732.716393374397,0.0,6138.661524999996
link,random,0.38,0.38013338013338016,1083,30,0.14558673705658984,0.011938843475013235,0.1261183662128369,0.16767852181161433,0.7257664165972028,0.01193884347501324,0.7036746318421784,0.7452347874409558,207.807112040554,187.3597040469355,13.391550294217978,679.3389310893006,0.0,0.0,0.0,0.0,830.774716666667,868.0468248055855,0.0,2896.0459199999996,1614.435254999999,1605.874520022191,0.0,5494.630974999995
link,random,0.4,0.40014040014040014,1140,30,0.14275261646753729,0.010727252354838736,0.1261183662128369,0.16510836343428728,0.7286005371862554,0.01072725235483873,0.7062447902195055,0.7452347874409558,182.08793360100023,171.38588434378016,13.391550294217978,498.702857768728,0.0,0.0,0.0,0.0,698.8815166666668,789.5577711212077,0.0,2349.105759999999,1467.4005033333326,1526.1613209662166,0.0,4368.455124999992
link,td,0.0,0.0,0,1,0.8713531536537927,0.0,0.8713531536537927,0.8713531536537927,0.0,0.0,0.0,0.0,1678.3658804209185,0.0,1678.3658804209185,1678.3658804209185,1813.3350000000003,0.0,1813.3350000000003,1813.3350000000003,2515.206,0.0,2515.206,2515.206,3245.7529999999997,0.0,3245.7529999999997,3245.7529999999997
link,td,0.02,0.020007020007020006,57,1,0.7124201166990831,0.0,0.7124201166990831,0.7124201166990831,0.15893303695470962,0.0,0.15893303695470962,0.15893303695470962,1598.5432827613104,0.0,1598.5432827613104,1598.5432827613104,1652.431,0.0,1652.431,1652.431,2789.609000000001,0.0,2789.609000000001,2789.609000000001,3162.347,0.0,3162.347,3162.347
link,td,0.04,0.04001404001404001,114,1,0.6662961933870519,0.0,0.6662961933870519,0.6662961933870519,0.2050569602667408,0.0,0.2050569602667408,0.2050569602667408,1661.913537114262,0.0,1661.913537114262,1661.913537114262,1760.588,0.0,1760.588,1760.588,2890.768000000001,0.0,2890.768000000001,2890.768000000001,4026.017,0.0,4026.017,4026.017
link,td,0.06,0.06002106002106002,171,1,0.6479577660461239,0.0,0.6479577660461239,0.6479577660461239,0.22339538760766886,0.0,0.22339538760766886,0.22339538760766886,1834.108972555746,0.0,1834.108972555746,1834.108972555746,2074.8305,0.0,2074.8305,2074.8305,3038.7331000000017,0.0,3038.7331000000017,3038.7331000000017,4210.656899999986,0.0,4210.656899999986,4210.656899999986
link,td,0.08,0.08002808002808003,228,1,0.6185051403167546,0.0,0.6185051403167546,0.6185051403167546,0.2528480133370381,0.0,0.2528480133370381,0.2528480133370381,1876.3695943396226,0.0,1876.3695943396226,1876.3695943396226,2083.0805,0.0,2083.0805,2083.0805,3390.97,0.0,3390.97,3390.97,3585.364999999999,0.0,3585.364999999999,3585.364999999999
link,td,0.1,0.10003510003510004,285,1,0.585440400111142,0.0,0.585440400111142,0.585440400111142,0.2859127535426508,0.0,0.2859127535426508,0.2859127535426508,1920.403790223066,0.0,1920.403790223066,1920.403790223066,2080.6800000000003,0.0,2080.6800000000003,2080.6800000000003,3390.97,0.0,3390.97,3390.97,4196.616799999958,0.0,4196.616799999958,4196.616799999958
link,td,0.12,0.12004212004212005,342,1,0.5651569880522367,0.0,0.5651569880522367,0.5651569880522367,0.30619616560155605,0.0,0.30619616560155605,0.30619616560155605,2007.540760078663,0.0,2007.540760078663,2007.540760078663,2175.9305,0.0,2175.9305,2175.9305,3888.361,0.0,3888.361,3888.361,4266.533,0.0,4266.533,4266.533
link,td,0.14,0.14004914004914004,399,1,0.5457071408724645,0.0,0.5457071408724645,0.5457071408724645,0.3256460127813282,0.0,0.3256460127813282,0.3256460127813282,2041.9641262729126,0.0,2041.9641262729126,2041.9641262729126,2421.7015,0.0,2421.7015,2421.7015,3888.361,0.0,3888.361,3888.361,4266.533,0.0,4266.533,4266.533
link,td,0.16,0.16005616005616005,456,1,0.5212559044178938,0.0,0.5212559044178938,0.5212559044178938,0.3500972492358989,0.0,0.3500972492358989,0.3500972492358989,2051.7538155650323,0.0,2051.7538155650323,2051.7538155650323,2510.893,0.0,2510.893,2510.893,3888.361,0.0,3888.361,3888.361,4266.533,0.0,4266.533,4266.533
link,td,0.18,0.18006318006318006,513,1,0.4918032786885246,0.0,0.4918032786885246,0.4918032786885246,0.37954987496526815,0.0,0.37954987496526815,0.37954987496526815,2186.1640350282487,0.0,2186.1640350282487,2186.1640350282487,2510.893,0.0,2510.893,2510.893,4266.533,0.0,4266.533,4266.533,4836.281,0.0,4836.281,4836.281
link,td,0.2,0.20007020007020007,570,1,0.45929424840233396,0.0,0.45929424840233396,0.45929424840233396,0.4120589052514588,0.0,0.4120589052514588,0.4120589052514588,2231.6816696914702,0.0,2231.6816696914702,2231.6816696914702,2521.549,0.0,2521.549,2521.549,4406.299000000001,0.0,4406.299000000001,4406.299000000001,4836.281,0.0,4836.281,4836.281
link,td,0.22,0.22007722007722008,627,1,0.4259516532370103,0.0,0.4259516532370103,0.4259516532370103,0.44540150041678245,0.0,0.44540150041678245,0.44540150041678245,2392.829523809524,0.0,2392.829523809524,2392.829523809524,2521.549,0.0,2521.549,2521.549,5131.6896,0.0,5131.6896,5131.6896,5750.987999999999,0.0,5750.987999999999,5750.987999999999
link,td,0.24,0.2400842400842401,684,1,0.3442622950819672,0.0,0.3442622950819672,0.3442622950819672,0.5270908585718255,0.0,0.5270908585718255,0.5270908585718255,2069.9301549636807,0.0,2069.9301549636807,2069.9301549636807,2481.9240000000004,0.0,2481.9240000000004,2481.9240000000004,4739.865,0.0,4739.865,4739.865,5403.679,0.0,5403.679,5403.679
link,td,0.26,0.2600912600912601,741,1,0.12586829674909697,0.0,0.12586829674909697,0.12586829674909697,0.7454848569046958,0.0,0.7454848569046958,0.7454848569046958,2.817205298013245,0.0,2.817205298013245,2.817205298013245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,td,0.28,0.2800982800982801,798,1,0.12586829674909697,0.0,0.12586829674909697,0.12586829674909697,0.7454848569046958,0.0,0.7454848569046958,0.7454848569046958,2.817205298013245,0.0,2.817205298013245,2.817205298013245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,td,0.3,0.3001053001053001,855,1,0.12586829674909697,0.0,0.12586829674909697,0.12586829674909697,0.7454848569046958,0.0,0.7454848569046958,0.7454848569046958,2.817205298013245,0.0,2.817205298013245,2.817205298013245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,td,0.32,0.3201123201123201,912,1,0.12586829674909697,0.0,0.12586829674909697,0.12586829674909697,0.7454848569046958,0.0,0.7454848569046958,0.7454848569046958,2.817205298013245,0.0,2.817205298013245,2.817205298013245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,td,0.34,0.34011934011934014,969,1,0.12586829674909697,0.0,0.12586829674909697,0.12586829674909697,0.7454848569046958,0.0,0.7454848569046958,0.7454848569046958,2.817205298013245,0.0,2.817205298013245,2.817205298013245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,td,0.36,0.3601263601263601,1026,1,0.12586829674909697,0.0,0.12586829674909697,0.12586829674909697,0.7454848569046958,0.0,0.7454848569046958,0.7454848569046958,2.817205298013245,0.0,2.817205298013245,2.817205298013245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,td,0.38,0.38013338013338016,1083,1,0.12586829674909697,0.0,0.12586829674909697,0.12586829674909697,0.7454848569046958,0.0,0.7454848569046958,0.7454848569046958,2.817205298013245,0.0,2.817205298013245,2.817205298013245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,td,0.4,0.40014040014040014,1140,1,0.12586829674909697,0.0,0.12586829674909697,0.12586829674909697,0.7454848569046958,0.0,0.7454848569046958,0.7454848569046958,2.817205298013245,0.0,2.817205298013245,2.817205298013245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,lscc,0.0,0.0,0,1,0.8713531536537927,0.0,0.8713531536537927,0.8713531536537927,0.0,0.0,0.0,0.0,1678.3658804209185,0.0,1678.3658804209185,1678.3658804209185,1813.3350000000003,0.0,1813.3350000000003,1813.3350000000003,2515.206,0.0,2515.206,2515.206,3245.7529999999997,0.0,3245.7529999999997,3245.7529999999997
node,lscc,0.02,0.020196191575302943,35,1,0.8041122534037233,0.0,0.8041122534037233,0.8041122534037233,0.06724090025006946,0.0,0.06724090025006946,0.06724090025006946,1702.8736644782307,0.0,1702.8736644782307,1702.8736644782307,1853.1324999999997,0.0,1853.1324999999997,1853.1324999999997,2614.638,0.0,2614.638,2614.638,3515.656,0.0,3515.656,3515.656
node,lscc,0.04,0.03981534910559723,69,1,0.7521533759377604,0.0,0.7521533759377604,0.7521533759377604,0.1191997777160323,0.0,0.1191997777160323,0.1191997777160323,2017.912991134097,0.0,2017.912991134097,2017.912991134097,2026.1979999999999,0.0,2026.1979999999999,2026.1979999999999,4079.0319999999997,0.0,4079.0319999999997,4079.0319999999997,4323.497,0.0,4323.497,4323.497
node,lscc,0.06,0.06001154068090017,104,1,0.6465684912475688,0.0,0.6465684912475688,0.6465684912475688,0.22478466240622397,0.0,0.22478466240622397,0.22478466240622397,2070.4203360550064,0.0,2070.4203360550064,2070.4203360550064,1985.205,0.0,1985.205,1985.205,5051.7338,0.0,5051.7338,5051.7338,5387.753999999998,0.0,5387.753999999998,5387.753999999998
node,lscc,0.08,0.08020773225620312,139,1,0.567379827729925,0.0,0.567379827729925,0.567379827729925,0.3039733259238677,0.0,0.3039733259238677,0.3039733259238677,2179.6619588638587,0.0,2179.6619588638587,2179.6619588638587,1969.9999999999998,0.0,1969.9999999999998,1969.9999999999998,5513.310200000009,0.0,5513.310200000009,5513.310200000009,5720.7559999999985,0.0,5720.7559999999985,5720.7559999999985
node,lscc,0.1,0.0998268897864974,173,1,0.5337593776048902,0.0,0.5337593776048902,0.5337593776048902,0.3375937760489025,0.0,0.3375937760489025,0.3375937760489025,2220.7250635085893,0.0,2220.7250635085893,2220.7250635085893,1993.1190000000001,0.0,1993.1190000000001,1993.1190000000001,5720.7559999999985,0.0,5720.7559999999985,5720.7559999999985,5720.7559999999985,0.0,5720.7559999999985,5720.7559999999985
node,lscc,0.12,0.12002308136180034,208,1,0.5204223395387607,0.0,0.5204223395387607,0.5204223395387607,0.350930814115032,0.0,0.350930814115032,0.350930814115032,2630.428310731447,0.0,2630.428310731447,2630.428310731447,2073.4930000000004,0.0,2073.4930000000004,2073.4930000000004,7034.494,0.0,7034.494,7034.494,7034.494,0.0,7034.494,7034.494
node,lscc,0.14,0.1402192729371033,243,1,0.40205612670186164,0.0,0.40205612670186164,0.40205612670186164,0.4692970269519311,0.0,0.4692970269519311,0.4692970269519311,1673.813765031099,0.0,1673.813765031099,1673.813765031099,1749.3839999999998,0.0,1749.3839999999998,1749.3839999999998,3382.6130000000003,0.0,3382.6130000000003,3382.6130000000003,3844.725500000001,0.0,3844.725500000001,3844.725500000001
node,lscc,0.16,0.15983843046739757,277,1,0.3453737149208113,0.0,0.3453737149208113,0.3453737149208113,0.5259794387329815,0.0,0.5259794387329815,0.5259794387329815,1618.7909782783588,0.0,1618.7909782783588,1618.7909782783588,1407.782,0.0,1407.782,1407.782,3489.5170000000003,0.0,3489.5170000000003,3489.5170000000003,3971.3126999999945,0.0,3971.3126999999945,3971.3126999999945
node,lscc,0.18,0.18003462204270052,312,1,0.28230063906640734,0.0,0.28230063906640734,0.28230063906640734,0.5890525145873854,0.0,0.5890525145873854,0.5890525145873854,1339.54693996063,0.0,1339.54693996063,1339.54693996063,873.2739999999999,0.0,873.2739999999999,873.2739999999999,3382.6130000000003,0.0,3382.6130000000003,3382.6130000000003,5118.303,0.0,5118.303,5118.303
node,lscc,0.2,0.20023081361800346,347,1,0.21228118921922756,0.0,0.21228118921922756,0.21228118921922756,0.6590719644345652,0.0,0.6590719644345652,0.6590719644345652,1210.3864803664922,0.0,1210.3864803664922,1210.3864803664922,0.0,0.0,0.0,0.0,3634.3372000000013,0.0,3634.3372000000013,3634.3372000000013,6913.029550000048,0.0,6913.029550000048,6913.029550000048
node,lscc,0.22,0.21984997114829774,381,1,0.20894692970269518,0.0,0.20894692970269518,0.20894692970269518,0.6624062239510975,0.0,0.6624062239510975,0.6624062239510975,1193.3160172872342,0.0,1193.3160172872342,1193.3160172872342,0.0,0.0,0.0,0.0,3963.387699999998,0.0,3963.387699999998,3963.387699999998,7229.746,0.0,7229.746,7229.746
node,lscc,0.24,0.2400461627236007,416,1,0.18671853292581272,0.0,0.18671853292581272,0.18671853292581272,0.68463462072798,0.0,0.68463462072798,0.68463462072798,921.3745654761905,0.0,921.3745654761905,921.3745654761905,0.0,0.0,0.0,0.0,2336.498,0.0,2336.498,2336.498,7229.746,0.0,7229.746,7229.746
node,lscc,0.26,0.26024235429890363,451,1,0.18393998332870243,0.0,0.18393998332870243,0.18393998332870243,0.6874131703250903,0.0,0.6874131703250903,0.6874131703250903,919.8184244712992,0.0,919.8184244712992,919.8184244712992,0.0,0.0,0.0,0.0,2410.886,0.0,2410.886,2410.886,7229.746,0.0,7229.746,7229.746
node,lscc,0.28,0.27986151182919794,485,1,0.18310641844956932,0.0,0.18310641844956932,0.18310641844956932,0.6882467352042234,0.0,0.6882467352042234,0.6882467352042234,918.4127374810317,0.0,918.4127374810317,918.4127374810317,0.0,0.0,0.0,0.0,2412.5840000000003,0.0,2412.5840000000003,2412.5840000000003,7229.746,0.0,7229.746,7229.746
node,lscc,0.3,0.3000577034045009,520,1,0.17977215893303697,0.0,0.17977215893303697,0.17977215893303697,0.6915809947207557,0.0,0.6915809947207557,0.6915809947207557,915.3069922720247,0.0,915.3069922720247,915.3069922720247,0.0,0.0,0.0,0.0,2412.5840000000003,0.0,2412.5840000000003,2412.5840000000003,7229.746,0.0,7229.746,7229.746
node,lscc,0.32,0.32025389497980383,555,1,0.15337593776048902,0.0,0.15337593776048902,0.15337593776048902,0.7179772158933038,0.0,0.7179772158933038,0.7179772158933038,775.036579710145,0.0,775.036579710145,775.036579710145,0.0,0.0,0.0,0.0,2781.376600000006,0.0,2781.376600000006,2781.376600000006,7229.746,0.0,7229.746,7229.746
node,lscc,0.34,0.3398730525100981,589,1,0.15337593776048902,0.0,0.15337593776048902,0.15337593776048902,0.7179772158933038,0.0,0.7179772158933038,0.7179772158933038,775.036579710145,0.0,775.036579710145,775.036579710145,0.0,0.0,0.0,0.0,2781.376600000006,0.0,2781.376600000006,2781.376600000006,7229.746,0.0,7229.746,7229.746
node,lscc,0.36,0.36006924408540103,624,1,0.15337593776048902,0.0,0.15337593776048902,0.15337593776048902,0.7179772158933038,0.0,0.7179772158933038,0.7179772158933038,775.036579710145,0.0,775.036579710145,775.036579710145,0.0,0.0,0.0,0.0,2781.376600000006,0.0,2781.376600000006,2781.376600000006,7229.746,0.0,7229.746,7229.746
node,lscc,0.38,0.380265435660704,659,1,0.14837454848569048,0.0,0.14837454848569048,0.14837454848569048,0.7229786051681022,0.0,0.7229786051681022,0.7229786051681022,786.5398539325842,0.0,786.5398539325842,786.5398539325842,0.0,0.0,0.0,0.0,2933.7165999999975,0.0,2933.7165999999975,2933.7165999999975,7229.746,0.0,7229.746,7229.746
node,lscc,0.4,0.3998845931909983,693,1,0.14809669352597943,0.0,0.14809669352597943,0.14809669352597943,0.7232564601278133,0.0,0.7232564601278133,0.7232564601278133,785.970951219512,0.0,785.970951219512,785.970951219512,0.0,0.0,0.0,0.0,2952.8194000000017,0.0,2952.8194000000017,2952.8194000000017,7229.746,0.0,7229.746,7229.746
node,od_eff,0.0,0.0,0,1,0.8713531536537927,0.0,0.8713531536537927,0.8713531536537927,0.0,0.0,0.0,0.0,1678.3658804209185,0.0,1678.3658804209185,1678.3658804209185,1813.3350000000003,0.0,1813.3350000000003,1813.3350000000003,2515.206,0.0,2515.206,2515.206,3245.7529999999997,0.0,3245.7529999999997,3245.7529999999997
node,od_eff,0.02,0.020196191575302943,35,1,0.7768824673520422,0.0,0.7768824673520422,0.7768824673520422,0.09447068630175048,0.0,0.09447068630175048,0.09447068630175048,1631.4889202432046,0.0,1631.4889202432046,1631.4889202432046,1695.814,0.0,1695.814,1695.814,2593.051000000001,0.0,2593.051000000001,2593.051000000001,3515.656,0.0,3515.656,3515.656
node,od_eff,0.04,0.03981534910559723,69,1,0.6765768268963601,0.0,0.6765768268963601,0.6765768268963601,0.19477632675743262,0.0,0.19477632675743262,0.19477632675743262,1592.9014562628336,0.0,1592.9014562628336,1592.9014562628336,1634.0829999999996,0.0,1634.0829999999996,1634.0829999999996,2800.7254,0.0,2800.7254,2800.7254,3565.044,0.0,3565.044,3565.044
node,od_eff,0.06,0.06001154068090017,104,1,0.6446235065295916,0.0,0.6446235065295916,0.6446235065295916,0.22672964712420118,0.0,0.22672964712420118,0.22672964712420118,1587.2511775862067,0.0,1587.2511775862067,1587.2511775862067,1643.8345,0.0,1643.8345,1643.8345,2890.768000000001,0.0,2890.768000000001,2890.768000000001,3565.044,0.0,3565.044,3565.044
node,od_eff,0.08,0.08020773225620312,139,1,0.6137816060016671,0.0,0.6137816060016671,0.6137816060016671,0.25757154765212564,0.0,0.25757154765212564,0.25757154765212564,1683.0568515165232,0.0,1683.0568515165232,1683.0568515165232,1775.263,0.0,1775.263,1775.263,2998.365600000002,0.0,2998.365600000002,2998.365600000002,4025.324000000001,0.0,4025.324000000001,4025.324000000001
node,od_eff,0.1,0.0998268897864974,173,1,0.5771047513198111,0.0,0.5771047513198111,0.5771047513198111,0.29424840233398164,0.0,0.29424840233398164,0.29424840233398164,1722.714364467983,0.0,1722.714364467983,1722.714364467983,1786.171,0.0,1786.171,1786.171,3453.377800000002,0.0,3453.377800000002,3453.377800000002,4026.017,0.0,4026.017,4026.017
node,od_eff,0.12,0.12002308136180034,208,1,0.4667963323145318,0.0,0.4667963323145318,0.4667963323145318,0.4045568213392609,0.0,0.4045568213392609,0.4045568213392609,1821.4550089285715,0.0,1821.4550089285715,1821.4550089285715,1970.7515,0.0,1970.7515,1970.7515,3929.7860000000023,0.0,3929.7860000000023,3929.7860000000023,4128.325,0.0,4128.325,4128.325
node,od_eff,0.14,0.1402192729371033,243,1,0.4492914698527369,0.0,0.4492914698527369,0.4492914698527369,0.42206168380105585,0.0,0.42206168380105585,0.42206168380105585,2967.7754273345704,0.0,2967.7754273345704,2967.7754273345704,3712.474,0.0,3712.474,3712.474,5304.331800000001,0.0,5304.331800000001,5304.331800000001,5781.128000000001,0.0,5781.128000000001,5781.128000000001
node,od_eff,0.16,0.15983843046739757,277,1,0.441511530980828,0.0,0.441511530980828,0.441511530980828,0.4298416226729647,0.0,0.4298416226729647,0.4298416226729647,3029.411926998112,0.0,3029.411926998112,3029.411926998112,3867.3559999999998,0.0,3867.3559999999998,3867.3559999999998,5568.568000000001,0.0,5568.568000000001,5568.568000000001,6062.674599999997,0.0,6062.674599999997,6062.674599999997
node,od_eff,0.18,0.18003462204270052,312,1,0.3178660739094193,0.0,0.3178660739094193,0.3178660739094193,0.5534870797443734,0.0,0.5534870797443734,0.5534870797443734,3196.0993225524476,0.0,3196.0993225524476,3196.0993225524476,3764.170999999999,0.0,3764.170999999999,3764.170999999999,5492.1503,0.0,5492.1503,5492.1503,6406.150000000001,0.0,6406.150000000001,6406.150000000001
node,od_eff,0.2,0.20023081361800346,347,1,0.30591831064184494,0.0,0.30591831064184494,0.30591831064184494,0.5654348430119478,0.0,0.5654348430119478,0.5654348430119478,3111.322871934605,0.0,3111.322871934605,3111.322871934605,3712.474,0.0,3712.474,3712.474,5303.531000000001,0.0,5303.531000000001,5303.531000000001,6325.543000000001,0.0,6325.543000000001,6325.543000000001
node,od_eff,0.22,0.21984997114829774,381,1,0.29174770769658237,0.0,0.29174770769658237,0.29174770769658237,0.5796054459572104,0.0,0.5796054459572104,0.5796054459572104,4637.95554952381,0.0,4637.95554952381,4637.95554952381,4523.9299999999985,0.0,4523.9299999999985,4523.9299999999985,8332.661000000002,0.0,8332.661000000002,8332.661000000002,9477.355299999996,0.0,9477.355299999996,9477.355299999996
node,od_eff,0.24,0.2400461627236007,416,1,0.26090580716865797,0.0,0.26090580716865797,0.26090580716865797,0.6104473464851348,0.0,0.6104473464851348,0.6104473464851348,4361.067851970181,0.0,4361.067851970181,4361.067851970181,4168.478999999998,0.0,4168.478999999998,4168.478999999998,8332.661000000002,0.0,8332.661000000002,8332.661000000002,9773.804000000002,0.0,9773.804000000002,9773.804000000002
node,od_eff,0.26,0.26024235429890363,451,1,0.07585440400111142,0.0,0.07585440400111142,0.07585440400111142,0.7954987496526813,0.0,0.7954987496526813,0.7954987496526813,11.650051282051281,0.0,11.650051282051281,11.650051282051281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,od_eff,0.28,0.27986151182919794,485,1,0.027229786051681023,0.0,0.027229786051681023,0.027229786051681023,0.8441233676021117,0.0,0.8441233676021117,0.8441233676021117,32.453714285714284,0.0,32.453714285714284,32.453714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.559,0.0,337.559,337.559
node,od_eff,0.3,0.3000577034045009,520,1,0.024729091414281746,0.0,0.024729091414281746,0.024729091414281746,0.846624062239511,0.0,0.846624062239511,0.846624062239511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,od_eff,0.32,0.32025389497980383,555,1,0.024729091414281746,0.0,0.024729091414281746,0.024729091414281746,0.846624062239511,0.0,0.846624062239511,0.846624062239511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,od_eff,0.34,0.3398730525100981,589,1,0.021672686857460405,0.0,0.021672686857460405,0.021672686857460405,0.8496804667963324,0.0,0.8496804667963324,0.8496804667963324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,od_eff,0.36,0.36006924408540103,624,1,0.021672686857460405,0.0,0.021672686857460405,0.021672686857460405,0.8496804667963324,0.0,0.8496804667963324,0.8496804667963324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,od_eff,0.38,0.380265435660704,659,1,0.021672686857460405,0.0,0.021672686857460405,0.021672686857460405,0.8496804667963324,0.0,0.8496804667963324,0.8496804667963324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
