node_id,osm_id,lon,lat,in_degree,out_degree,undir_deg,geometry
103,308475675,114.1622577,22.3331118,1,0,1,POINT (114.162258 22.333112)
104,308475679,114.1631195,22.3324479,2,1,3,POINT (114.16312 22.332448)
105,308778508,114.1686107,22.3063771,3,1,4,POINT (114.168611 22.306377)
106,308778515,114.1689468,22.3076075,2,0,2,POINT (114.168947 22.307608)
107,308778516,114.1690993,22.3082077,1,2,3,POINT (114.169099 22.308208)
108,316731592,114.1766448,22.3276169,1,1,1,POINT (114.176645 22.327617)
109,316731595,114.1771122,22.3301488,1,0,1,POINT (114.177112 22.330149)
110,331258075,114.1604939,22.3262772,2,2,4,POINT (114.160494 22.326277)
111,331258761,114.1619004,22.3252108,2,3,5,POINT (114.1619 22.325211)
112,331269944,114.1687862,22.3224821,2,1,3,POINT (114.168786 22.322482)
113,331269982,114.1678205,22.3228573,1,2,3,POINT (114.16782 22.322857)
114,331271265,114.1620905,22.326252,1,2,3,POINT (114.16209 22.326252)
115,332227469,114.1623842,22.3194107,2,1,3,POINT (114.162384 22.319411)
116,332228049,114.1620652,22.3179532,1,2,3,POINT (114.162065 22.317953)
117,332228052,114.1611738,22.3175995,1,2,3,POINT (114.161174 22.3176)
118,332228053,114.1607523,22.3175839,1,2,3,POINT (114.160752 22.317584)
119,332228056,114.1610049,22.3178523,2,2,4,POINT (114.161005 22.317852)
120,332230895,114.1619805,22.3194603,2,2,4,POINT (114.16198 22.31946)
121,332231811,114.1632062,22.3186267,1,2,3,POINT (114.163206 22.318627)
122,332231898,114.163129,22.3183111,2,1,3,POINT (114.163129 22.318311)
123,332231899,114.1630453,22.3182686,1,2,3,POINT (114.163045 22.318269)
124,332232290,114.1619691,22.31812,2,1,3,POINT (114.161969 22.31812)
125,332232291,114.1622338,22.3184752,2,2,4,POINT (114.162234 22.318475)
126,332232293,114.1628379,22.3189594,2,1,3,POINT (114.162838 22.318959)
127,332233250,114.1637721,22.3185627,1,2,3,POINT (114.163772 22.318563)
128,332233448,114.1662221,22.3177229,1,2,3,POINT (114.166222 22.317723)
129,332235143,114.1620469,22.3199468,2,1,3,POINT (114.162047 22.319947)
130,332237262,114.1611132,22.3253922,2,1,3,POINT (114.161113 22.325392)
131,332238480,114.1655933,22.3274215,1,0,1,POINT (114.165593 22.327422)
132,332238481,114.1665192,22.3267119,1,2,3,POINT (114.166519 22.326712)
133,332239185,114.167154,22.326463,1,2,3,POINT (114.167154 22.326463)
134,332241861,114.1656026,22.3209379,1,2,3,POINT (114.165603 22.320938)
135,332241978,114.1624076,22.3247449,1,2,3,POINT (114.162408 22.324745)
136,332242333,114.1643808,22.3238588,2,2,3,POINT (114.164381 22.323859)
137,332242353,114.1644937,22.3234749,2,1,3,POINT (114.164494 22.323475)
138,332242579,114.1672864,22.3232688,2,2,4,POINT (114.167286 22.323269)
139,332242755,114.168659,22.3231134,1,2,3,POINT (114.168659 22.323113)
140,332243003,114.1661967,22.3187271,2,2,4,POINT (114.166197 22.318727)
141,332243007,114.1654564,22.3224381,2,1,3,POINT (114.165456 22.322438)
142,332243088,114.1672753,22.3122897,2,2,4,POINT (114.167275 22.31229)
143,332245888,114.1663078,22.3099839,1,1,1,POINT (114.166308 22.309984)
144,332245892,114.166445,22.30883,1,2,3,POINT (114.166445 22.30883)
145,332246178,114.1670271,22.3113756,1,2,3,POINT (114.167027 22.311376)
146,332246270,114.1673638,22.3121683,2,1,3,POINT (114.167364 22.312168)
147,332246273,114.1670556,22.311489,2,1,3,POINT (114.167056 22.311489)
148,332248700,114.1667883,22.3131619,2,1,3,POINT (114.166788 22.313162)
149,332251063,114.1658891,22.3202177,3,2,5,POINT (114.165889 22.320218)
150,332251094,114.1656889,22.3214639,1,2,3,POINT (114.165689 22.321464)
151,332251254,114.1675743,22.3218014,2,2,4,POINT (114.167574 22.321801)
152,332251255,114.168869,22.3220632,2,1,3,POINT (114.168869 22.322063)
153,332251257,114.1699647,22.3222321,2,2,4,POINT (114.169965 22.322232)
154,332251374,114.1678062,22.3206489,2,2,4,POINT (114.167806 22.320649)
155,332251375,114.1691048,22.3208406,2,2,4,POINT (114.169105 22.320841)
156,332251377,114.1701882,22.3210727,1,3,4,POINT (114.170188 22.321073)
157,332251378,114.1707938,22.3211811,2,1,3,POINT (114.170794 22.321181)
158,332251484,114.1681657,22.3219077,1,2,3,POINT (114.168166 22.321908)
159,332251500,114.1684146,22.3207275,2,1,3,POINT (114.168415 22.320728)
160,332251664,114.166611,22.3203683,2,2,3,POINT (114.166611 22.320368)
161,332251667,114.1667907,22.3188396,1,2,2,POINT (114.166791 22.31884)
162,332252247,114.16656,22.3169347,2,2,4,POINT (114.16656 22.316935)
163,332253240,114.1667412,22.3158769,1,2,3,POINT (114.166741 22.315877)
164,332253310,114.1677705,22.3161776,2,1,3,POINT (114.16777 22.316178)
165,332253312,114.1686954,22.3163435,1,2,3,POINT (114.168695 22.316344)
166,332253313,114.1692776,22.3164444,2,1,3,POINT (114.169278 22.316444)
167,332253494,114.1669044,22.3149035,1,2,3,POINT (114.166904 22.314904)
168,332253631,114.1688016,22.3158391,2,1,3,POINT (114.168802 22.315839)
169,334647674,114.1612376,22.3144406,1,2,3,POINT (114.161238 22.314441)
170,334647880,114.1572026,22.3019131,1,2,3,POINT (114.157203 22.301913)
171,334647895,114.1609698,22.3146094,2,1,3,POINT (114.16097 22.314609)
172,334647897,114.160232,22.3165049,2,1,3,POINT (114.160232 22.316505)
173,334648424,114.1609654,22.309333,1,2,3,POINT (114.160965 22.309333)
174,334648426,114.1608956,22.307781,1,2,3,POINT (114.160896 22.307781)
175,334648625,114.1669963,22.3124518,3,2,5,POINT (114.166996 22.312452)
176,334648626,114.1663581,22.3122232,2,1,3,POINT (114.166358 22.312223)
177,334648727,114.1607421,22.3110543,2,1,3,POINT (114.160742 22.311054)
178,334649071,114.1637627,22.3072176,1,2,2,POINT (114.163763 22.307218)
179,334649361,114.1614532,22.3084309,2,1,3,POINT (114.161453 22.308431)
180,334649362,114.1612583,22.3081133,2,1,3,POINT (114.161258 22.308113)
181,334649728,114.1608432,22.317115,2,1,3,POINT (114.160843 22.317115)
182,334649851,114.1615949,22.3151686,1,2,3,POINT (114.161595 22.315169)
183,334650280,114.1618073,22.3140341,1,2,3,POINT (114.161807 22.314034)
184,334650313,114.1619321,22.3117592,1,2,3,POINT (114.161932 22.311759)
185,334650573,114.1651735,22.3121564,2,1,3,POINT (114.165174 22.312156)
186,334650575,114.166525,22.3123846,2,1,3,POINT (114.166525 22.312385)
187,334650656,114.1647577,22.3119309,2,2,4,POINT (114.164758 22.311931)
188,334650908,114.159149,22.3204147,2,1,3,POINT (114.159149 22.320415)
189,334651084,114.1588696,22.3193818,1,2,3,POINT (114.15887 22.319382)
190,334651141,114.1599097,22.3168278,1,2,3,POINT (114.15991 22.316828)
191,334651193,114.1585259,22.3174739,2,2,3,POINT (114.158526 22.317474)
192,334651195,114.1582093,22.3174159,1,2,3,POINT (114.158209 22.317416)
193,334651930,114.1563353,22.3232209,2,1,3,POINT (114.156335 22.323221)
194,339050813,114.1606471,22.3104228,2,1,3,POINT (114.160647 22.310423)
195,339050894,114.1615613,22.3124765,1,2,3,POINT (114.161561 22.312476)
196,339050900,114.1629874,22.3122049,1,2,3,POINT (114.162987 22.312205)
197,339050906,114.1645241,22.3119596,1,2,3,POINT (114.164524 22.31196)
198,339051592,114.1611534,22.3113437,2,1,3,POINT (114.161153 22.311344)
199,339051594,114.1609236,22.3119364,1,2,3,POINT (114.160924 22.311936)
200,339051674,114.1635082,22.3091955,1,2,3,POINT (114.163508 22.309196)
201,339051995,114.1607061,22.313147,2,1,3,POINT (114.160706 22.313147)
202,339052061,114.1616314,22.310003,2,1,3,POINT (114.161631 22.310003)
203,339053521,114.1620267,22.3089225,1,2,3,POINT (114.162027 22.308922)
204,339053606,114.1616908,22.3135121,1,2,3,POINT (114.161691 22.313512)
205,339054158,114.1609826,22.3316735,2,2,4,POINT (114.160983 22.331674)
206,339054215,114.1635753,22.3296807,2,2,4,POINT (114.163575 22.329681)
207,339054216,114.1644777,22.32899,1,2,3,POINT (114.164478 22.32899)
208,339054217,114.1652167,22.3283938,2,2,4,POINT (114.165217 22.328394)
209,339054219,114.1669287,22.327074,1,2,3,POINT (114.166929 22.327074)
210,339054265,114.1676507,22.3265738,1,2,3,POINT (114.167651 22.326574)
211,339054415,114.1677437,22.3264889,2,2,4,POINT (114.167744 22.326489)
212,339054417,114.1685278,22.3264855,1,2,3,POINT (114.168528 22.326486)
213,384143869,114.1779048,22.2983439,3,2,3,POINT (114.177905 22.298344)
214,384145154,114.1819002,22.3041291,1,2,3,POINT (114.1819 22.304129)
215,384147520,114.1834191,22.3048121,2,1,3,POINT (114.183419 22.304812)
216,384147522,114.1840796,22.3021812,2,2,4,POINT (114.18408 22.302181)
217,384147857,114.1863588,22.302106,1,2,3,POINT (114.186359 22.302106)
218,384148134,114.1843385,22.3023983,1,2,3,POINT (114.184338 22.302398)
219,384377131,114.1813708,22.3038526,2,1,3,POINT (114.181371 22.303853)
220,384377185,114.1837857,22.3060071,2,2,4,POINT (114.183786 22.306007)
221,384377578,114.1885909,22.3023997,1,2,3,POINT (114.188591 22.3024)
222,384377579,114.1885861,22.3022692,1,2,3,POINT (114.188586 22.302269)
223,384377581,114.1882794,22.3017014,2,2,3,POINT (114.188279 22.301701)
224,384377582,114.1869345,22.301106,2,2,3,POINT (114.186934 22.301106)
225,384377583,114.1865846,22.3010791,1,2,3,POINT (114.186585 22.301079)
226,384381698,114.1872902,22.3012357,3,2,3,POINT (114.18729 22.301236)
227,384382066,114.1880767,22.3031549,1,2,3,POINT (114.188077 22.303155)
228,384382080,114.1858367,22.3048102,2,2,4,POINT (114.185837 22.30481)
229,384382119,114.1876862,22.303937,1,2,3,POINT (114.187686 22.303937)
230,384382192,114.1888985,22.3031087,1,0,1,POINT (114.188898 22.303109)
231,384382196,114.1885558,22.3027485,2,2,4,POINT (114.188556 22.302748)
232,384382986,114.1852091,22.3033338,0,1,1,POINT (114.185209 22.303334)
233,384383004,114.1861481,22.3011169,2,1,2,POINT (114.186148 22.301117)
234,384384346,114.1851372,22.3011596,1,2,2,POINT (114.185137 22.30116)
235,384385470,114.1841271,22.3009819,1,2,3,POINT (114.184127 22.300982)
236,384385475,114.1841881,22.3010937,1,2,3,POINT (114.184188 22.301094)
237,384385484,114.1844991,22.301112,1,2,3,POINT (114.184499 22.301112)
238,384385509,114.1842807,22.3007436,2,1,3,POINT (114.184281 22.300744)
239,384387096,114.1850353,22.3005703,1,2,3,POINT (114.185035 22.30057)
240,384390555,114.1831888,22.3022995,1,2,3,POINT (114.183189 22.3023)
241,394176279,114.1840489,22.327228,2,2,3,POINT (114.184049 22.327228)
242,394176280,114.1841098,22.3290876,3,3,3,POINT (114.18411 22.329088)
243,394176281,114.1819872,22.3263753,3,3,4,POINT (114.181987 22.326375)
244,394176283,114.1820359,22.3301947,4,4,4,POINT (114.182036 22.330195)
245,394176285,114.1819018,22.331614,3,3,3,POINT (114.181902 22.331614)
246,394176291,114.1807589,22.3288538,2,1,3,POINT (114.180759 22.328854)
247,394176292,114.1807863,22.3303496,0,1,1,POINT (114.180786 22.33035)
248,412685610,114.1673807,22.32278,2,2,4,POINT (114.167381 22.32278)
249,419495625,114.175556,22.3341184,1,1,1,POINT (114.175556 22.334118)
250,419495626,114.173377,22.3321231,1,0,1,POINT (114.173377 22.332123)
251,419495631,114.1729827,22.3301899,2,2,4,POINT (114.172983 22.33019)
252,419495632,114.1726772,22.3295978,2,2,4,POINT (114.172677 22.329598)
253,419495751,114.1747725,22.329601,4,3,4,POINT (114.174772 22.329601)
254,419495752,114.1755553,22.3293438,1,1,1,POINT (114.175555 22.329344)
255,419495753,114.1724857,22.3303508,1,1,1,POINT (114.172486 22.330351)
256,419495754,114.1726823,22.3302867,2,2,3,POINT (114.172682 22.330287)
257,419495755,114.173015,22.328105,1,2,2,POINT (114.173015 22.328105)
258,419495756,114.1740116,22.3291203,1,2,3,POINT (114.174012 22.32912)
259,419495758,114.1726531,22.3282355,2,1,2,POINT (114.172653 22.328236)
260,419495764,114.1759712,22.3314952,3,2,3,POINT (114.175971 22.331495)
261,419495772,114.175328,22.3316039,3,3,3,POINT (114.175328 22.331604)
262,419752768,114.1657526,22.3202331,2,2,4,POINT (114.165753 22.320233)
263,420027760,114.1612672,22.3287406,2,2,4,POINT (114.161267 22.328741)
264,420027761,114.164098,22.3285672,2,2,4,POINT (114.164098 22.328567)
265,420027766,114.1602617,22.3308617,2,2,4,POINT (114.160262 22.330862)
266,420027768,114.161975,22.3295305,2,1,3,POINT (114.161975 22.32953)
267,420027769,114.1599211,22.330482,1,2,3,POINT (114.159921 22.330482)
268,420027770,114.1607611,22.3298034,2,2,4,POINT (114.160761 22.329803)
269,420027771,114.1616188,22.3291272,2,2,4,POINT (114.161619 22.329127)
270,420027772,114.1664471,22.3283616,2,0,2,POINT (114.166447 22.328362)
271,420027773,114.1631926,22.330882,2,1,3,POINT (114.163193 22.330882)
272,420027774,114.1640361,22.3302049,1,2,3,POINT (114.164036 22.330205)
273,420027775,114.1649516,22.329518,2,2,4,POINT (114.164952 22.329518)
274,420027776,114.1656987,22.3289319,1,2,3,POINT (114.165699 22.328932)
275,420027777,114.1644363,22.3306517,2,1,3,POINT (114.164436 22.330652)
276,420027778,114.1653575,22.329973,2,2,4,POINT (114.165358 22.329973)
277,420027779,114.1661034,22.3293878,3,1,4,POINT (114.166103 22.329388)
278,420027780,114.1635771,22.3313225,2,2,4,POINT (114.163577 22.331322)
279,420041549,114.1671878,22.3046557,2,1,3,POINT (114.167188 22.304656)
280,420041599,114.1674489,22.3047953,2,2,4,POINT (114.167449 22.304795)
281,420041600,114.1653752,22.3061858,2,2,4,POINT (114.165375 22.306186)
282,437333586,114.1928269,22.3293161,1,2,3,POINT (114.192827 22.329316)
283,440640784,114.1871608,22.3065229,2,3,3,POINT (114.187161 22.306523)
284,440645694,114.1913125,22.3240314,1,2,3,POINT (114.191312 22.324031)
285,441532227,114.1888164,22.3054804,2,2,3,POINT (114.188816 22.30548)
286,441534483,114.186865,22.3030352,1,2,3,POINT (114.186865 22.303035)
287,441535160,114.1787379,22.2977867,1,2,3,POINT (114.178738 22.297787)
288,441535164,114.175733,22.2953873,1,2,3,POINT (114.175733 22.295387)
289,441535168,114.1722823,22.2946085,2,1,3,POINT (114.172282 22.294608)
290,441535437,114.1711524,22.2945935,1,2,3,POINT (114.171152 22.294594)
291,441536279,114.1690157,22.2939204,0,1,1,POINT (114.169016 22.29392)
292,441549980,114.1753317,22.2951937,2,1,3,POINT (114.175332 22.295194)
293,452737038,114.1800526,22.2997894,2,1,3,POINT (114.180053 22.299789)
294,452738352,114.1763685,22.3116448,2,3,3,POINT (114.176368 22.311645)
295,452738365,114.1770264,22.3061274,2,2,3,POINT (114.177026 22.306127)
296,457888291,114.1837139,22.3071111,2,1,3,POINT (114.183714 22.307111)
297,459472929,114.1844332,22.3058847,1,1,1,POINT (114.184433 22.305885)
298,459474122,114.1866264,22.3068832,2,3,5,POINT (114.186626 22.306883)
299,459476448,114.1857626,22.3045796,2,1,3,POINT (114.185763 22.30458)
300,459476449,114.1854742,22.3044166,2,2,3,POINT (114.185474 22.304417)
301,459476450,114.1851897,22.304207,2,2,2,POINT (114.18519 22.304207)
302,459476482,114.18476,22.3040276,2,1,2,POINT (114.18476 22.304028)
303,459476552,114.1863787,22.3042773,2,1,3,POINT (114.186379 22.304277)
304,461618801,114.185967,22.3128369,1,0,1,POINT (114.185967 22.312837)
305,474209048,114.1670173,22.3047396,1,2,3,POINT (114.167017 22.30474)
306,474209050,114.1673753,22.3049012,2,2,4,POINT (114.167375 22.304901)
307,484136468,114.1803021,22.3270443,1,2,3,POINT (114.180302 22.327044)
308,484136661,114.1745225,22.3250746,1,2,3,POINT (114.174522 22.325075)
309,485659486,114.1743593,22.3072019,2,3,5,POINT (114.174359 22.307202)
310,485660466,114.1748574,22.3068324,1,2,3,POINT (114.174857 22.306832)
311,493179429,114.1647416,22.3252357,2,1,3,POINT (114.164742 22.325236)
312,493883960,114.1903863,22.3088124,1,2,3,POINT (114.190386 22.308812)
313,494142279,114.1944234,22.3192266,1,1,1,POINT (114.194423 22.319227)
314,495137366,114.1707694,22.2946759,2,1,3,POINT (114.170769 22.294676)
315,495137475,114.1683778,22.3004638,1,2,3,POINT (114.168378 22.300464)
316,496035667,114.1798638,22.3027724,2,1,3,POINT (114.179864 22.302772)
317,496035674,114.1807413,22.3036908,2,1,3,POINT (114.180741 22.303691)
318,496764921,114.1574027,22.3346153,0,1,1,POINT (114.157403 22.334615)
319,506470908,114.1611593,22.3074138,2,2,4,POINT (114.161159 22.307414)
320,506479761,114.1541402,22.3309109,2,2,4,POINT (114.15414 22.330911)
321,513354006,114.1589607,22.3237215,2,1,3,POINT (114.158961 22.323722)
322,519829961,114.1910275,22.3224981,2,2,4,POINT (114.191028 22.322498)
323,519830025,114.1914607,22.3233522,2,1,3,POINT (114.191461 22.323352)
324,519831404,114.1888795,22.3234266,2,2,4,POINT (114.18888 22.323427)
325,519831414,114.1894027,22.3232035,2,1,3,POINT (114.189403 22.323204)
326,519918268,114.1903515,22.3239101,2,1,3,POINT (114.190352 22.32391)
327,523588218,114.1786653,22.3000954,1,1,1,POINT (114.178665 22.300095)
328,523609080,114.1942465,22.3332009,1,1,1,POINT (114.194246 22.333201)
329,568156697,114.1955014,22.3334046,0,1,1,POINT (114.195501 22.333405)
330,568156760,114.195765,22.3321478,1,2,3,POINT (114.195765 22.332148)
331,568156805,114.195937,22.3324702,1,0,1,POINT (114.195937 22.33247)
332,568156941,114.1958568,22.332051,1,2,3,POINT (114.195857 22.332051)
333,568156962,114.1958154,22.3329999,1,0,1,POINT (114.195815 22.333)
334,568156975,114.1965594,22.3327498,1,0,1,POINT (114.196559 22.33275)
335,568157081,114.1961341,22.3320071,1,2,3,POINT (114.196134 22.332007)
336,568157089,114.1957722,22.3317668,2,1,3,POINT (114.195772 22.331767)
337,568157200,114.1976854,22.3332544,0,2,2,POINT (114.197685 22.333254)
338,568157310,114.195525,22.3318236,2,1,3,POINT (114.195525 22.331824)
339,568273429,114.1895106,22.3276463,1,2,3,POINT (114.189511 22.327646)
340,568273430,114.1880086,22.3273658,2,1,3,POINT (114.188009 22.327366)
341,568273435,114.1830426,22.3265556,2,1,3,POINT (114.183043 22.326556)
342,568273448,114.1910456,22.3277762,2,2,3,POINT (114.191046 22.327776)
343,568273464,114.1915207,22.3281596,2,1,3,POINT (114.191521 22.32816)
344,568273474,114.1918838,22.3280991,1,2,3,POINT (114.191884 22.328099)
345,568273476,114.1884306,22.3265842,2,2,3,POINT (114.188431 22.326584)
346,568273477,114.1876214,22.3289754,2,4,4,POINT (114.187621 22.328975)
347,568273492,114.1898054,22.3277918,1,2,3,POINT (114.189805 22.327792)
348,568273493,114.1898428,22.3289002,2,4,3,POINT (114.189843 22.3289)
349,568273494,114.1892822,22.3289177,4,2,3,POINT (114.189282 22.328918)
350,568273497,114.1852354,22.3269192,3,3,4,POINT (114.185235 22.326919)
351,568369991,114.1893469,22.3272562,2,1,3,POINT (114.189347 22.327256)
352,574302298,114.1790956,22.33642,0,1,1,POINT (114.179096 22.33642)
353,574312961,114.1898263,22.3197666,1,2,3,POINT (114.189826 22.319767)
354,574312973,114.1896395,22.3193568,2,1,3,POINT (114.18964 22.319357)
355,574313738,114.1849696,22.3100872,2,1,3,POINT (114.18497 22.310087)
356,574313748,114.1848785,22.3101762,1,2,3,POINT (114.184878 22.310176)
357,576880570,114.1869538,22.3273486,3,3,4,POINT (114.186954 22.327349)
358,582481740,114.1828377,22.3117888,3,3,3,POINT (114.182838 22.311789)
359,582481816,114.1855265,22.3093688,1,2,3,POINT (114.185526 22.309369)
360,582481839,114.1875581,22.3088418,2,2,4,POINT (114.187558 22.308842)
361,582482198,114.1853278,22.3093638,2,1,3,POINT (114.185328 22.309364)
362,582482277,114.1801558,22.3150449,3,3,3,POINT (114.180156 22.315045)
363,582486609,114.1832558,22.3088278,1,2,3,POINT (114.183256 22.308828)
364,582486612,114.184037,22.3094138,2,2,3,POINT (114.184037 22.309414)
365,582486617,114.1850423,22.3083545,3,3,3,POINT (114.185042 22.308354)
366,582486618,114.1847574,22.3085337,3,3,3,POINT (114.184757 22.308534)
367,582486619,114.184371,22.3087768,1,1,1,POINT (114.184371 22.308777)
368,582486620,114.184507,22.3081931,3,3,3,POINT (114.184507 22.308193)
369,582486626,114.1835471,22.3099145,1,1,1,POINT (114.183547 22.309914)
370,582486639,114.1857052,22.3079296,1,0,1,POINT (114.185705 22.30793)
371,582486640,114.1854614,22.3075958,2,4,4,POINT (114.185461 22.307596)
372,582486660,114.1874426,22.3080225,2,2,3,POINT (114.187443 22.308022)
373,582486679,114.1842255,22.3093194,1,2,3,POINT (114.184226 22.309319)
374,582486837,114.1838978,22.308589,2,2,3,POINT (114.183898 22.308589)
375,582486851,114.1875507,22.3085735,1,2,3,POINT (114.187551 22.308574)
376,582486941,114.1838951,22.3090124,1,3,4,POINT (114.183895 22.309012)
377,582486944,114.1835475,22.3087922,2,1,3,POINT (114.183548 22.308792)
378,582486959,114.1811862,22.3072208,1,2,3,POINT (114.181186 22.307221)
379,582593236,114.1806577,22.3067338,1,2,3,POINT (114.180658 22.306734)
380,582593262,114.1801415,22.3061071,2,1,3,POINT (114.180142 22.306107)
381,582593265,114.1790845,22.305623,1,2,3,POINT (114.179084 22.305623)
382,582593267,114.1783729,22.3057544,1,2,3,POINT (114.178373 22.305754)
383,582593293,114.1808046,22.3070679,1,2,3,POINT (114.180805 22.307068)
384,582593329,114.1805856,22.3070256,2,1,3,POINT (114.180586 22.307026)
385,582593392,114.1811766,22.30432,1,2,3,POINT (114.181177 22.30432)
386,582593415,114.1814843,22.3061159,2,1,3,POINT (114.181484 22.306116)
387,582593417,114.1815653,22.3052918,1,2,3,POINT (114.181565 22.305292)
388,582593473,114.1793684,22.3078071,2,1,3,POINT (114.179368 22.307807)
389,582593479,114.1789917,22.3086809,2,1,3,POINT (114.178992 22.308681)
390,582596632,114.1788739,22.3092717,1,2,3,POINT (114.178874 22.309272)
391,582596633,114.1789901,22.3090772,1,2,3,POINT (114.17899 22.309077)
392,582596651,114.1812076,22.3066487,2,1,3,POINT (114.181208 22.306649)
393,582596692,114.1818047,22.3062009,2,1,3,POINT (114.181805 22.306201)
394,587637080,114.1831868,22.2846585,1,0,1,POINT (114.183187 22.284658)
395,587637101,114.1830717,22.2846466,0,1,1,POINT (114.183072 22.284647)
396,597408265,114.1896162,22.3182366,1,2,2,POINT (114.189616 22.318237)
397,629539289,114.1784179,22.3059056,2,1,3,POINT (114.178418 22.305906)
398,653112507,114.1676527,22.3244605,1,2,3,POINT (114.167653 22.32446)
399,660415615,114.1616453,22.3070758,2,1,3,POINT (114.161645 22.307076)
400,660864274,114.1590169,22.3296552,2,2,4,POINT (114.159017 22.329655)
401,660864276,114.1618473,22.3326545,0,2,2,POINT (114.161847 22.332654)
402,660864277,114.1604067,22.3294008,3,2,4,POINT (114.160407 22.329401)
403,660864278,114.1630195,22.3273642,1,0,1,POINT (114.16302 22.327364)
404,675264194,114.1769813,22.311715,1,2,3,POINT (114.176981 22.311715)
405,675264198,114.1764941,22.3119957,3,3,4,POINT (114.176494 22.311996)
406,675264200,114.176703,22.3125406,2,1,3,POINT (114.176703 22.312541)
407,675264208,114.1789543,22.3173395,1,2,3,POINT (114.178954 22.31734)
408,675264211,114.1791144,22.3172841,2,2,4,POINT (114.179114 22.317284)
409,675264249,114.177892,22.3176704,2,1,3,POINT (114.177892 22.31767)
410,675264297,114.1785841,22.3175059,2,1,3,POINT (114.178584 22.317506)
411,675264372,114.1772108,22.3152967,1,2,3,POINT (114.177211 22.315297)
412,675264398,114.1785348,22.3176764,1,2,3,POINT (114.178535 22.317676)
413,675264429,114.1778323,22.3177931,2,2,4,POINT (114.177832 22.317793)
414,675264486,114.17793,22.3177521,2,2,4,POINT (114.17793 22.317752)
415,675264494,114.1789154,22.3181676,1,2,3,POINT (114.178915 22.318168)
416,675264499,114.1790631,22.3172019,2,1,3,POINT (114.179063 22.317202)
417,675264558,114.177303,22.3152201,1,2,3,POINT (114.177303 22.31522)
418,675763958,114.1786247,22.3061226,1,2,3,POINT (114.178625 22.306123)
419,675764014,114.1754457,22.3066395,2,1,3,POINT (114.175446 22.30664)
420,675764045,114.1782053,22.3059996,2,1,3,POINT (114.178205 22.306)
421,675764061,114.1779356,22.3038962,1,2,3,POINT (114.177936 22.303896)
422,675764066,114.1782949,22.3055281,1,2,3,POINT (114.178295 22.305528)
423,675764190,114.1786497,22.3053647,2,1,3,POINT (114.17865 22.305365)
424,675764196,114.1781895,22.3041189,2,1,3,POINT (114.17819 22.304119)
425,685141063,114.1924962,22.318446,1,0,1,POINT (114.192496 22.318446)
426,685141070,114.1918295,22.3173107,1,0,1,POINT (114.19183 22.317311)
427,685141084,114.1892583,22.3150268,2,1,3,POINT (114.189258 22.315027)
428,685141086,114.1889858,22.3145563,0,1,1,POINT (114.188986 22.314556)
429,710347237,114.1766198,22.3019543,2,1,3,POINT (114.17662 22.301954)
430,710347239,114.1770238,22.3029954,2,2,4,POINT (114.177024 22.302995)
431,759629890,114.1756232,22.2980996,1,2,3,POINT (114.175623 22.2981)
432,759629913,114.1754917,22.2972814,3,2,4,POINT (114.175492 22.297281)
433,759629968,114.1752389,22.2951503,1,2,3,POINT (114.175239 22.29515)
434,759630057,114.1764882,22.3015651,2,1,3,POINT (114.176488 22.301565)
435,759630064,114.1752039,22.2954061,2,2,4,POINT (114.175204 22.295406)
436,759630065,114.1757275,22.2987454,2,1,3,POINT (114.175728 22.298745)
437,804106322,114.188032,22.3264229,1,2,3,POINT (114.188032 22.326423)
438,804106378,114.1880374,22.3262861,2,1,3,POINT (114.188037 22.326286)
439,804106457,114.1769266,22.3210151,1,2,3,POINT (114.176927 22.321015)
440,804106467,114.1775493,22.3213343,1,2,3,POINT (114.177549 22.321334)
441,804106483,114.1779578,22.3215726,2,2,4,POINT (114.177958 22.321573)
442,804106489,114.1782441,22.3216911,2,2,4,POINT (114.178244 22.321691)
443,804106555,114.1804845,22.3227056,2,1,3,POINT (114.180484 22.322706)
444,804106579,114.1836701,22.3240913,2,2,3,POINT (114.18367 22.324091)
445,804106892,114.1775856,22.3211563,1,3,4,POINT (114.177586 22.321156)
446,804106904,114.1771973,22.3207389,2,1,3,POINT (114.177197 22.320739)
447,804106917,114.175548,22.31854,2,2,4,POINT (114.175548 22.31854)
448,804106924,114.175495,22.31847,2,2,4,POINT (114.175495 22.31847)
449,804107078,114.1837308,22.3239891,3,3,4,POINT (114.183731 22.323989)
450,804107149,114.1783125,22.3215158,2,2,4,POINT (114.178312 22.321516)
451,804107153,114.1781036,22.3214026,2,2,4,POINT (114.178104 22.321403)
452,804107233,114.1722279,22.3197792,1,2,3,POINT (114.172228 22.319779)
453,804107237,114.1717101,22.3196999,2,1,3,POINT (114.17171 22.3197)
454,804107264,114.1699774,22.3193945,2,1,3,POINT (114.169977 22.319394)
455,804107379,114.1790115,22.3199631,2,1,3,POINT (114.179012 22.319963)
456,804107400,114.1778528,22.3218569,3,1,4,POINT (114.177853 22.321857)
457,804107465,114.1785766,22.3210267,1,2,3,POINT (114.178577 22.321027)
458,804107482,114.1791897,22.3200401,1,2,3,POINT (114.17919 22.32004)
459,804107493,114.1792064,22.3187303,2,1,3,POINT (114.179206 22.31873)
460,804107967,114.1817949,22.3136033,2,2,3,POINT (114.181795 22.313603)
461,804107973,114.1797755,22.3169238,2,2,3,POINT (114.179776 22.316924)
