node_id,osm_id,lon,lat,in_degree,out_degree,undir_deg,geometry
462,804108139,114.1748787,22.3198044,2,1,2,POINT (114.174879 22.319804)
463,804108174,114.1819173,22.3136315,2,2,3,POINT (114.181917 22.313632)
464,804108396,114.17518,22.319079,1,2,2,POINT (114.17518 22.319079)
465,804108815,114.1832233,22.3200999,3,3,3,POINT (114.183223 22.3201)
466,804108926,114.1842335,22.3231581,3,3,3,POINT (114.184234 22.323158)
467,857781427,114.1901267,22.3180178,3,2,4,POINT (114.190127 22.318018)
468,988059409,114.1891912,22.325213,2,1,3,POINT (114.189191 22.325213)
469,988059421,114.1864027,22.3125983,2,2,4,POINT (114.186403 22.312598)
470,988059424,114.1864054,22.305503,0,1,1,POINT (114.186405 22.305503)
471,988059453,114.1687326,22.2997639,1,2,3,POINT (114.168733 22.299764)
472,988059474,114.1875366,22.3154388,1,2,3,POINT (114.187537 22.315439)
473,988059487,114.1915865,22.3175119,0,2,2,POINT (114.191586 22.317512)
474,988059488,114.1933423,22.3202607,2,2,4,POINT (114.193342 22.320261)
475,988059491,114.1934426,22.3202081,2,2,4,POINT (114.193443 22.320208)
476,988059511,114.1894164,22.3255515,1,2,3,POINT (114.189416 22.325552)
477,988059518,114.1894564,22.3122424,2,2,3,POINT (114.189456 22.312242)
478,988059536,114.1879234,22.3214533,1,2,3,POINT (114.187923 22.321453)
479,988059568,114.1867184,22.306829,2,1,3,POINT (114.186718 22.306829)
480,988059579,114.1897237,22.3163187,2,2,4,POINT (114.189724 22.316319)
481,988059585,114.1902908,22.3183353,1,1,1,POINT (114.190291 22.318335)
482,988059589,114.1875195,22.307984,2,2,3,POINT (114.18752 22.307984)
483,988059596,114.1869819,22.3163167,2,3,4,POINT (114.186982 22.316317)
484,988059643,114.1940226,22.3211992,3,2,4,POINT (114.194023 22.321199)
485,988059647,114.1868091,22.3111504,1,2,2,POINT (114.186809 22.31115)
486,988059662,114.1907389,22.3166356,1,2,3,POINT (114.190739 22.316636)
487,988059670,114.1888063,22.3245307,2,2,4,POINT (114.188806 22.324531)
488,988059672,114.1932322,22.3200091,2,1,3,POINT (114.193232 22.320009)
489,988059720,114.190956,22.3176389,2,1,3,POINT (114.190956 22.317639)
490,988059722,114.186565,22.3125202,2,2,4,POINT (114.186565 22.31252)
491,988059733,114.1879289,22.322758,3,2,4,POINT (114.187929 22.322758)
492,988059737,114.1899309,22.3240921,1,2,3,POINT (114.189931 22.324092)
493,988059751,114.1887434,22.3152904,2,2,4,POINT (114.188743 22.31529)
494,988059784,114.1685317,22.2999717,2,2,4,POINT (114.168532 22.299972)
495,988059831,114.1684636,22.2996354,2,1,3,POINT (114.168464 22.299635)
496,988059857,114.1856059,22.310936,2,1,3,POINT (114.185606 22.310936)
497,988059866,114.187641,22.3200504,1,2,3,POINT (114.187641 22.32005)
498,989118852,114.1840473,22.3106758,3,2,3,POINT (114.184047 22.310676)
499,989118996,114.1888085,22.3029984,2,0,2,POINT (114.188808 22.302998)
500,989119028,114.1872566,22.3033452,2,1,3,POINT (114.187257 22.303345)
501,989119228,114.1887062,22.305549,3,3,4,POINT (114.188706 22.305549)
502,989119527,114.1902744,22.3088265,2,2,4,POINT (114.190274 22.308826)
503,989119615,114.1875684,22.3039793,2,1,3,POINT (114.187568 22.303979)
504,989119644,114.1831157,22.3087541,1,2,3,POINT (114.183116 22.308754)
505,989119836,114.1839437,22.3037463,1,2,3,POINT (114.183944 22.303746)
506,989119838,114.1880548,22.3046455,2,1,3,POINT (114.188055 22.304646)
507,990120027,114.1859238,22.3270451,1,2,3,POINT (114.185924 22.327045)
508,990120029,114.1859467,22.3048912,2,2,4,POINT (114.185947 22.304891)
509,990120034,114.1856061,22.3018324,0,1,1,POINT (114.185606 22.301832)
510,990120058,114.1844288,22.3071236,2,1,3,POINT (114.184429 22.307124)
511,990120065,114.1830618,22.3024001,2,1,3,POINT (114.183062 22.3024)
512,990120079,114.1858276,22.3272828,2,1,3,POINT (114.185828 22.327283)
513,990120080,114.1841451,22.3057042,2,2,4,POINT (114.184145 22.305704)
514,990120107,114.1837717,22.3062192,2,1,3,POINT (114.183772 22.306219)
515,990120113,114.1832827,22.3073803,2,1,3,POINT (114.183283 22.30738)
516,990120130,114.1882795,22.303118,2,2,3,POINT (114.18828 22.303118)
517,990120140,114.18756,22.3089327,2,2,4,POINT (114.18756 22.308933)
518,990120169,114.1844548,22.3017796,2,1,3,POINT (114.184455 22.30178)
519,990120205,114.1770834,22.3063539,3,3,4,POINT (114.177083 22.306354)
520,990120213,114.1771985,22.3028986,2,2,4,POINT (114.177198 22.302899)
521,990120217,114.188555,22.3122973,3,3,3,POINT (114.188555 22.312297)
522,990120246,114.1900167,22.3205896,0,1,1,POINT (114.190017 22.32059)
523,990120262,114.1820579,22.3259642,1,1,1,POINT (114.182058 22.325964)
524,990120307,114.1829273,22.3033708,1,2,3,POINT (114.182927 22.303371)
525,990120326,114.1868137,22.3129314,1,2,3,POINT (114.186814 22.312931)
526,990120340,114.1876462,22.3089354,2,1,3,POINT (114.187646 22.308935)
527,990120355,114.1842406,22.3271798,1,2,3,POINT (114.184241 22.32718)
528,990120382,114.1862702,22.3045273,2,2,3,POINT (114.18627 22.304527)
529,990120425,114.1841928,22.3068121,2,2,4,POINT (114.184193 22.306812)
530,990120446,114.1844696,22.3038841,2,1,3,POINT (114.18447 22.303884)
531,990120449,114.1876446,22.3088568,1,2,3,POINT (114.187645 22.308857)
532,990120470,114.1869511,22.327197,2,2,3,POINT (114.186951 22.327197)
533,990120487,114.187575,22.3126638,2,1,3,POINT (114.187575 22.312664)
534,990120613,114.1837317,22.3059258,2,1,3,POINT (114.183732 22.305926)
