link_id,from_node,to_node,u_osm,v_osm,edge_key,osm_way,name,highway,oneway,length_m,lanes,maxspeed,ref,access,bridge,tunnel,geometry
215,130,1296,332237262,4773727046,0,447860616;879823915;1327259711,聚魚道 Chui Yu Road,secondary,True,106.36,4;3,,,,,,"LINESTRING (114.161113 22.325392, 114.160462 22.325898, 114.160431 22.325925, 114.160408 22.325976, 114.160391 22.326014, 114.160388 22.326048)"
216,132,1481,332238481,6374553434,0,30149938,白楊街 Poplar Street,tertiary,True,35.825,2,,,,,,"LINESTRING (114.166519 22.326712, 114.166449 22.326634, 114.166421 22.326603, 114.166406 22.326585, 114.166394 22.326566, 114.166387 22.326548, 114.166382 22.326528, 114.166387 22.326432)"
217,132,131,332238481,332238480,0,30149943,鴨寮街 Apliu Street,residential,True,123.67699999999999,2,,,,,,"LINESTRING (114.166519 22.326712, 114.16646 22.326757, 114.165649 22.327379, 114.165634 22.32739, 114.165593 22.327422)"
218,133,769,332239185,1180686912,0,996069440,界限街 Boundary Street,primary,True,14.392,3,,,,,,"LINESTRING (114.167154 22.326463, 114.167294 22.32647)"
219,133,1054,332239185,1641766299,0,30149934,砵蘭街 Portland Street,residential,True,137.75,2,,,,,,"LINESTRING (114.167154 22.326463, 114.1672 22.326441, 114.16724 22.326419, 114.167273 22.326388, 114.167294 22.32635, 114.167302 22.326308, 114.167477 22.325556, 114.167482 22.325519, 114.167476 22.325483, 114.167458 22.32545, 114.167425 22.325422, 114.167383 22.325394, 114.167329 22.325388)"
220,134,552,332241861,991294889,0,1133373510;911815727,洋松街 Larch Street,tertiary,True,98.292,1,,,,,,"LINESTRING (114.165603 22.320938, 114.165457 22.321061, 114.164873 22.321508)"
221,134,656,332241861,1161863778,0,1133373504;1133373505;1133373508;102368455;746325639;1133373521,塘尾道 Tong Mi Road,primary,True,277.484,2;4;3,,,,,,"LINESTRING (114.165603 22.320938, 114.165579 22.321096, 114.165506 22.321429, 114.165439 22.321744, 114.165412 22.321869, 114.165358 22.322106, 114.165327 22.322241, 114.165274 22.322453, 114.16525 22.322611, 114.16524 22.322677, 114.165225 22.322772, 114.165214 22.322847, 114.165141 22.323213, 114.165133 22.323255, 114.165106 22.32339)"
222,135,786,332241978,1181846062,0,102368475,柳樹街 Willow Street,tertiary_link,True,38.782000000000004,1,,,,,,"LINESTRING (114.162408 22.324745, 114.162378 22.324832, 114.16238 22.324912, 114.16243 22.324986, 114.16251 22.325038)"
223,135,1555,332241978,7257383491,0,1203105171,通州街 Tung Chau Street,tertiary,True,54.160000000000004,1,,,,,,"LINESTRING (114.162408 22.324745, 114.162232 22.324882, 114.162196 22.324907, 114.162154 22.324925, 114.162109 22.324934, 114.162064 22.324933, 114.16195 22.324927)"
224,136,634,332242333,1152824589,0,102368456;766535122;102368469;935002470,詩歌舞街 Sycamore Street,tertiary,False,182.263,2;3,,,,,,"LINESTRING (114.164381 22.323859, 114.164369 22.323915, 114.164284 22.324319, 114.164252 22.324472, 114.164247 22.324497, 114.164242 22.324525, 114.16422 22.324634, 114.164165 22.324889, 114.164146 22.324913, 114.164132 22.324937, 114.164114 22.324958, 114.164093 22.324977, 114.163689 22.325276)"
225,136,137,332242333,332242353,0,766535121;934998559,詩歌舞街 Sycamore Street,residential,True,44.599999999999994,1,,,,,,"LINESTRING (114.164381 22.323859, 114.164411 22.323793, 114.164456 22.323546, 114.164494 22.323475)"
226,137,661,332242353,1161863948,0,100507091;766535126;766535127,太子道西 Prince Edward Road West,primary,True,60.946999999999996,4,,,,,,"LINESTRING (114.164494 22.323475, 114.164574 22.323465, 114.164646 22.323463, 114.164722 22.323465, 114.164766 22.323468, 114.164885 22.323474, 114.164954 22.32348, 114.165084 22.323492)"
227,138,655,332242579,1161863736,0,316843244,荔枝角道 Lai Chi Kok Road,primary,True,69.971,3,,,,,,"LINESTRING (114.167286 22.323269, 114.166937 22.323524, 114.16691 22.323545, 114.16688 22.323567, 114.166814 22.32362, 114.166756 22.323663)"
228,138,248,332242579,412685610,0,783793802,上海街 Shanghai Street,secondary,True,55.215999999999994,3,,,,,,"LINESTRING (114.167286 22.323269, 114.167315 22.323133, 114.16733 22.323061, 114.167381 22.32278)"
229,139,762,332242755,1178971377,0,1159878035,彌敦道 Nathan Road,primary,True,21.881,3,,,,,,"LINESTRING (114.168659 22.323113, 114.168702 22.322921)"
230,139,1705,332242755,13311040733,0,102149736;746310433;102149743;150771623,水渠道 Nullah Road;通菜街 Tung Choi Street,residential,True,167.35799999999998,1,,,,,,"LINESTRING (114.168659 22.323113, 114.168674 22.323096, 114.168694 22.323084, 114.168716 22.323076, 114.168732 22.323075, 114.168748 22.323076, 114.168775 22.323085, 114.168798 22.323103, 114.169082 22.323374, 114.169116 22.323406, 114.169169 22.323457, 114.169233 22.323518, 114.169267 22.323551, 114.169413 22.32369, 114.169444 22.323719, 114.169546 22.323818, 114.169613 22.323881, 114.169583 22.324026, 114.16957 22.324094, 114.16956 22.324148)"
231,140,53,332243003,288991796,0,101176342,亞皆老街 Argyle Street,primary,True,14.08,4,,,,,,"LINESTRING (114.166197 22.318727, 114.166061 22.318712)"
232,140,687,332243003,1168066104,0,868666682,塘尾道 Tong Mi Road,primary,True,41.375,3,,,,,,"LINESTRING (114.166197 22.318727, 114.166286 22.318364)"
233,141,150,332243007,332251094,0,316843368,塘尾道 Tong Mi Road,primary,True,111.07199999999999,2,,,,,,"LINESTRING (114.165456 22.322438, 114.165512 22.322289, 114.165542 22.322152, 114.165573 22.322002, 114.165639 22.32171, 114.165647 22.321668, 114.165668 22.321567, 114.165689 22.321464)"
234,142,146,332243088,332246270,0,101205465,渡船街 Ferry Street,primary_link,True,16.283,2,,,,,,"LINESTRING (114.167275 22.31229, 114.16731 22.312243, 114.167364 22.312168)"
235,142,40,332243088,278948068,0,101205478,窩打老道 Waterloo Road,primary,True,28.714000000000002,2,,,,,,"LINESTRING (114.167275 22.31229, 114.167206 22.312278, 114.167 22.312244)"
236,143,725,332245888,1172166362,0,1193775448;643059476,友翔道 Yau Cheung Road,residential,False,115.06999999999998,2,,,,,,"LINESTRING (114.166308 22.309984, 114.166316 22.309868, 114.166333 22.309739, 114.166338 22.309646, 114.166341 22.309589, 114.166348 22.309499, 114.166355 22.309396, 114.166379 22.3091, 114.16638 22.309057, 114.166388 22.308952)"
237,144,725,332245892,1172166362,0,492420576,友翔道 Yau Cheung Road,secondary_link,True,14.777,1,,,,,,"LINESTRING (114.166445 22.30883, 114.166388 22.308952)"
238,144,1440,332245892,5647922669,0,1193775446;1193775445;492420574;1193775447,欣翔道 Yan Cheung Road,secondary,True,99.416,2;3,,,,,,"LINESTRING (114.166445 22.30883, 114.166382 22.308834, 114.166286 22.308841, 114.166191 22.308848, 114.166149 22.308855, 114.166106 22.308863, 114.166053 22.308879, 114.16584 22.30892, 114.165812 22.308924, 114.165708 22.308943, 114.165494 22.308978)"
239,145,147,332246178,332246273,0,30150560,加士居道天橋 Gascoigne Road Flyover,trunk_link,True,12.946,1,,,,,,"LINESTRING (114.167027 22.311376, 114.167056 22.311489)"
240,145,714,332246178,1168380668,0,30150490;1429929989;1448405607,渡船街 Ferry Street,trunk_link,True,103.333,1;2,,,,,,"LINESTRING (114.167027 22.311376, 114.166986 22.311479, 114.166907 22.311838, 114.166898 22.31188, 114.166882 22.311944, 114.166859 22.311996, 114.166833 22.312039, 114.166786 22.312088, 114.16675 22.312114, 114.166692 22.312149, 114.166628 22.31218)"
241,146,17,332246270,274243086,0,706422881,渡船街 Ferry Street,primary,True,41.397,4,,,,,,"LINESTRING (114.167364 22.312168, 114.167376 22.312012, 114.167395 22.311797)"
242,147,40,332246273,278948068,0,832141437;815308415,渡船街 Ferry Street,primary,True,84.29899999999999,2,,,,,,"LINESTRING (114.167056 22.311489, 114.167016 22.311836, 114.167005 22.311935, 114.166998 22.312044, 114.167002 22.312121, 114.167 22.312244)"
243,148,1598,332248700,8272842739,0,889999457;890077776;1299955122;890077781;890077784,渡船街 Ferry Street,trunk,True,255.95,4;3,50,5,,viaduct,,"LINESTRING (114.166788 22.313162, 114.16671 22.313883, 114.166695 22.314048, 114.166622 22.314699, 114.166575 22.315065, 114.166535 22.315279, 114.166502 22.315448)"
244,149,1385,332251063,5103661126,0,641655935,塘尾道 Tong Mi Road,primary,True,4.578,3,,,,,,"LINESTRING (114.165889 22.320218, 114.165896 22.320177)"
245,149,1708,332251063,13313807739,0,524448361;524448362;1206336394;30151039,旺角道 Mong Kok Road,secondary,True,52.964,4;5;3,,,,,,"LINESTRING (114.165889 22.320218, 114.165994 22.320235, 114.166058 22.320248, 114.166108 22.320272, 114.166174 22.320302, 114.166383 22.320341)"
246,150,757,332251094,1178971355,0,30151046,弼街 Bute Street,tertiary,True,41.333,2,,,,,,"LINESTRING (114.165689 22.321464, 114.165789 22.321482, 114.166084 22.321534)"
247,150,761,332251094,1178971367,0,316843368;1133373506,塘尾道 Tong Mi Road,primary,True,27.393,2,,,,,,"LINESTRING (114.165689 22.321464, 114.165702 22.321388, 114.165701 22.321293, 114.165694 22.321219)"
248,151,158,332251254,332251484,0,847191774,弼街 Bute Street,tertiary,True,61.97,2,,,,,,"LINESTRING (114.167574 22.321801, 114.167682 22.321821, 114.168166 22.321908)"
249,151,154,332251254,332251374,0,847191776,上海街 Shanghai Street,secondary,True,130.355,3,,,,,,"LINESTRING (114.167574 22.321801, 114.167589 22.321725, 114.167789 22.320728, 114.167806 22.320649)"
250,152,155,332251255,332251375,0,4793007;980143699;980143700;980143695,彌敦道 Nathan Road,primary,True,138.10799999999998,4;3,,,,,,"LINESTRING (114.168869 22.322063, 114.168943 22.321674, 114.168977 22.321471, 114.168994 22.321386, 114.16905 22.321091, 114.169058 22.321051, 114.16907 22.320996, 114.169079 22.320957, 114.16909 22.320905, 114.169105 22.320841)"
251,153,152,332251257,332251255,0,783803777;99517991,弼街 Bute Street,tertiary,True,114.48500000000001,1,30,,,,,"LINESTRING (114.169965 22.322232, 114.169893 22.32222, 114.169484 22.322146, 114.169416 22.322134, 114.169342 22.322121, 114.169209 22.322099, 114.169083 22.3221, 114.168956 22.322079, 114.168919 22.322072, 114.168869 22.322063)"
252,153,754,332251257,1178971336,0,906154981,通菜街 Tung Choi Street,residential,True,166.705,2,30,,,,,"LINESTRING (114.169965 22.322232, 114.16995 22.322302, 114.169679 22.32366, 114.16967 22.323706)"
253,154,1709,332251374,13313807748,0,441107658,上海街 Shanghai Street,secondary,True,11.974,3,,,,,,"LINESTRING (114.167806 22.320649, 114.167827 22.320543)"
254,154,690,332251374,1168183627,0,1547448761;250788646;988324879,旺角道 Mong Kok Road,secondary,True,29.137,4;5,,,,,,"LINESTRING (114.167806 22.320649, 114.167909 22.320666, 114.167941 22.320671, 114.167986 22.320675, 114.168086 22.320686)"
255,155,694,332251375,1168183731,0,251338678,旺角道 Mong Kok Road,primary,True,48.114000000000004,4,,,,,,"LINESTRING (114.169105 22.320841, 114.169189 22.320855, 114.169298 22.320874, 114.169565 22.32092)"
256,155,96,332251375,308473424,0,980143698;311890778;251337837;783793797,彌敦道 Nathan Road,primary,True,173.208,3,,,,,,"LINESTRING (114.169105 22.320841, 114.16913 22.320738, 114.169144 22.320668, 114.169152 22.320626, 114.169159 22.320591, 114.169167 22.320556, 114.169228 22.320261, 114.169271 22.320058, 114.169277 22.320032, 114.169307 22.319891, 114.169317 22.319847, 114.169344 22.319714, 114.169373 22.319573, 114.169398 22.319454, 114.169404 22.319427, 114.169429 22.319312)"
257,156,157,332251377,332251378,0,101166558,旺角道 Mong Kok Road,primary,True,63.449000000000005,3,,,,,,"LINESTRING (114.170188 22.321073, 114.170291 22.321091, 114.170336 22.321099, 114.170571 22.321141, 114.170613 22.321149, 114.170794 22.321181)"
258,156,153,332251377,332251257,0,150771661,通菜街 Tung Choi Street,residential,True,131.012,2,30,,,,,"LINESTRING (114.170188 22.321073, 114.170172 22.321158, 114.170129 22.321368, 114.170121 22.321461, 114.169979 22.322162, 114.169965 22.322232)"
259,156,698,332251377,1168183774,0,1112827067,通菜街 Tung Choi Street,primary_link,True,10.925,1,,,,,,"LINESTRING (114.170188 22.321073, 114.170213 22.321029, 114.17023 22.320983)"
260,157,691,332251378,1168183637,0,810198729;101166558,旺角道 Mong Kok Road,primary,True,51.397999999999996,3,,,,,,"LINESTRING (114.170794 22.321181, 114.170945 22.321208, 114.171162 22.321248, 114.1712 22.321254, 114.171284 22.32127)"
261,158,159,332251484,332251500,0,101166553,砵蘭街 Portland Street,residential,True,133.707,2,,,,,,"LINESTRING (114.168166 22.321908, 114.168183 22.321826, 114.168201 22.321739, 114.168385 22.320869, 114.16839 22.320847, 114.168415 22.320728)"
262,158,605,332251484,1151084879,0,847191774;847191775,弼街 Bute Street,tertiary,True,63.629999999999995,2,,,,,,"LINESTRING (114.168166 22.321908, 114.168445 22.321958, 114.168534 22.322005, 114.16866 22.322026, 114.168703 22.322034, 114.168762 22.322045)"
263,159,612,332251500,1151084936,0,246483350,旺角道 Mong Kok Road,secondary,True,61.08,4,,,,,,"LINESTRING (114.168415 22.320728, 114.168476 22.320739, 114.16869 22.320771, 114.168856 22.320797, 114.168882 22.320801, 114.169 22.320822)"
264,160,1612,332251664,8983220377,0,1546537729;1546537730;970635279,長旺道 Cheung Wong Road,residential,False,83.208,2,,,,,,"LINESTRING (114.166611 22.320368, 114.166608 22.32029, 114.166603 22.320241, 114.166563 22.32018, 114.166487 22.320062, 114.1664 22.319938, 114.166244 22.319717)"
265,160,1731,332251664,14021098288,0,250787626;1546537731;1547448755;1547448759,旺角道 Mong Kok Road,secondary,True,80.38000000000002,4,,,,,,"LINESTRING (114.166611 22.320368, 114.166715 22.320381, 114.1669 22.320422, 114.167228 22.320482, 114.167269 22.320489, 114.167312 22.320498, 114.167366 22.320532)"
266,161,1413,332251667,5133880779,0,1214742153,亞皆老街 Argyle Street,primary,True,29.391,4,,,,,,"LINESTRING (114.166791 22.31884, 114.166511 22.318787)"
267,161,89,332251667,308473189,0,30151129;1451365057;30151133;918730079,深圳街 Shamchun Street;南頭街 Nam Tau Street;廣東道 Canton Road,residential,True,166.929,1,,,,,,"LINESTRING (114.166791 22.31884, 114.166811 22.318742, 114.166909 22.318295, 114.167275 22.318362, 114.167321 22.31837, 114.16723 22.318799, 114.167226 22.318815, 114.167204 22.318917)"
268,162,793,332252247,1182950283,0,1200878739,山東街 Shantung Street,tertiary,True,18.716,2,,,,,,"LINESTRING (114.16656 22.316935, 114.16638 22.316907)"
269,162,163,332252247,332253240,0,102438024,渡船街 Ferry Street,primary,True,119.092,3,,,,,,"LINESTRING (114.16656 22.316935, 114.166628 22.31654, 114.166673 22.316288, 114.166679 22.316253, 114.166741 22.315877)"
270,163,700,332253240,1168315922,0,102438024,渡船街 Ferry Street,primary,True,61.997,3,,,,,,"LINESTRING (114.166741 22.315877, 114.166824 22.315325)"
271,163,1600,332253240,8438621459,0,908833793,,primary_link,True,14.421,1,,,,,,"LINESTRING (114.166741 22.315877, 114.166861 22.31581)"
272,164,84,332253310,308473181,0,102441826,廣東道 Canton Road,residential,True,105.76599999999999,,,,,,,"LINESTRING (114.16777 22.316178, 114.167758 22.316233, 114.167603 22.317055, 114.167591 22.317114)"
273,165,168,332253312,332253631,0,263839971,上海街 Shanghai Street,secondary,True,57.145,3,,,,,,"LINESTRING (114.168695 22.316344, 114.168711 22.31627, 114.168769 22.316008, 114.168802 22.315839)"
274,165,166,332253312,332253313,0,1200878738,豉油街 Soy Street,residential,True,60.937,1,,,,,,"LINESTRING (114.168695 22.316344, 114.168772 22.316354, 114.169209 22.316433, 114.169278 22.316444)"
275,166,87,332253313,308473185,0,150792162,砵蘭街 Portland Street,residential,True,107.727,1,,,,,,"LINESTRING (114.169278 22.316444, 114.169263 22.316519, 114.169097 22.317308, 114.169078 22.317396)"
276,167,75,332253494,308473171,0,963166385;963166386;99517998,登打士街 Dundas Street,tertiary,True,120.26,2,,,,,,"LINESTRING (114.166904 22.314904, 114.166932 22.314864, 114.166963 22.314839, 114.167002 22.31482, 114.167029 22.314812, 114.167062 22.31481, 114.167103 22.314812, 114.16714 22.314817, 114.167309 22.314848, 114.167512 22.314884, 114.167584 22.314898, 114.168017 22.314974)"
277,167,795,332253494,1183092761,0,493744603,渡船街 Ferry Street,primary,True,171.57999999999998,2,,,,,,"LINESTRING (114.166904 22.314904, 114.167015 22.314326, 114.167169 22.31338)"
278,168,77,332253631,308473173,0,263839971,上海街 Shanghai Street,secondary,True,79.236,3,,,,,,"LINESTRING (114.168802 22.315839, 114.16894 22.315217, 114.168956 22.315141)"
279,169,204,334647674,339053606,0,30343520;1196816192;1196816190;1196816191,油麻地交匯處 Yau Ma Tei Interchange,motorway,True,113.548,2;3,50;100,,,,,"LINESTRING (114.161238 22.314441, 114.16129 22.31435, 114.161418 22.314149, 114.161446 22.314077, 114.161556 22.313814, 114.161691 22.313512)"
280,169,202,334647674,339052061,0,1196816193;1196816194;1196817641;282222738,西九龍公路 West Kowloon Highway,motorway,True,497.351,3,100,3,,,,"LINESTRING (114.161238 22.314441, 114.161259 22.314337, 114.161302 22.314125, 114.16132 22.314054, 114.161369 22.313864, 114.161407 22.313714, 114.161526 22.313112, 114.161588 22.312717, 114.161641 22.312217, 114.161674 22.311656, 114.161678 22.311373, 114.161675 22.311165, 114.161671 22.310798, 114.161648 22.31032, 114.161631 22.310003)"
281,170,1399,334647880,5104147159,0,947010921;1196816233;947010922;1196816234;1196816237;1196816238;1196816240;244578065;116287698;241921178;41412413,西九龍公路 West Kowloon Highway,trunk_link,True,728.683,2;1,50,,,yes,,"LINESTRING (114.157203 22.301913, 114.157365 22.302203, 114.157758 22.302801, 114.157857 22.302968, 114.157965 22.303158, 114.158137 22.303466, 114.158207 22.303572, 114.158254 22.303641, 114.158305 22.303717, 114.158378 22.303843, 114.158414 22.303916, 114.158442 22.303999, 114.158466 22.304088, 114.158498 22.304216, 114.158527 22.304312, 114.158547 22.304364, 114.15858 22.304416, 114.158643 22.304499, 114.159155 22.305138, 114.15918 22.305168, 114.15921 22.305205, 114.15932 22.305343, 114.159432 22.305467, 114.159516 22.305555, 114.159566 22.305604, 114.159619 22.305656, 114.159686 22.305718, 114.159766 22.3058, 114.159838 22.305883, 114.159876 22.305953, 114.159934 22.306064, 114.160036 22.306262, 114.160325 22.30685, 114.160567 22.307385, 114.160612 22.307492, 114.160647 22.307581)"
282,170,174,334647880,334648426,0,1196816231;243928457;947010923;947010924;1196816235;1196816236;1196816239;1196816241;42199159;1419223197,西九龍公路 West Kowloon Highway;西區海底隧道 Western Harbour Crossing,trunk,True,759.5339999999999,5;3,50;80,3,,,,"LINESTRING (114.157203 22.301913, 114.157459 22.30219, 114.157658 22.30241, 114.157834 22.302624, 114.158128 22.303, 114.158287 22.303211, 114.158435 22.30341, 114.158493 22.303486, 114.158544 22.303556, 114.158643 22.303694, 114.158962 22.304166, 114.159171 22.304483, 114.159516 22.305008, 114.159623 22.305182, 114.159699 22.305313, 114.159762 22.305414, 114.159851 22.305559, 114.15992 22.305679, 114.160027 22.305866, 114.160086 22.305978, 114.160171 22.306135, 114.16019 22.306249, 114.160378 22.306612, 114.160443 22.306737, 114.160531 22.306911, 114.160592 22.307054, 114.160737 22.307382, 114.160896 22.307781)"
283,171,172,334647895,334647897,0,1196816216;288205065;1196816215,西九龍公路 West Kowloon Highway,motorway,True,224.074,4,100,3,,,,"LINESTRING (114.16097 22.314609, 114.160872 22.314893, 114.160817 22.315054, 114.160722 22.315295, 114.16066 22.315451, 114.160532 22.315777, 114.160431 22.316034, 114.160402 22.316102, 114.160232 22.316505)"
284,172,1240,334647897,2832941882,0,230791427;288205065;1196816219;1196816220;1196816221;1196816222;1196816223,西九龍公路 West Kowloon Highway,motorway,True,1917.144,4;3,100,3,,viaduct,,"LINESTRING (114.160232 22.316505, 114.160149 22.316713, 114.160017 22.317051, 114.159914 22.317296, 114.159782 22.317612, 114.159572 22.318137, 114.159417 22.318525, 114.159255 22.318897, 114.159203 22.319015, 114.159008 22.319418, 114.158742 22.319942, 114.158353 22.320634, 114.158028 22.321196, 114.157812 22.321532, 114.157549 22.321909, 114.157231 22.322357, 114.156888 22.322804, 114.1565 22.323282, 114.155787 22.324123, 114.155387 22.324549, 114.155042 22.324909, 114.15469 22.325266, 114.15435 22.325574, 114.153954 22.325915, 114.153635 22.326178, 114.153251 22.326486, 114.152842 22.326796, 114.152382 22.327122, 114.151942 22.327439, 114.151329 22.327852, 114.150776 22.328198, 114.150263 22.328498, 114.149355 22.328975, 114.148874 22.329206, 114.148576 22.329338)"
285,173,177,334648424,334648727,0,30343641;947010938;1460155167,油麻地交匯處 Yau Ma Tei Interchange,trunk_link,True,193.177,1,80,,,,,"LINESTRING (114.160965 22.309333, 114.160944 22.309766, 114.160932 22.309869, 114.160888 22.310063, 114.160779 22.31064, 114.160752 22.310821, 114.160742 22.311054)"
286,173,194,334648424,339050813,0,947010937;947010939;335585836;250783257,油麻地交匯處 Yau Ma Tei Interchange,trunk_link,True,125.66900000000001,2,50;80,,,,,"LINESTRING (114.160965 22.309333, 114.160843 22.309753, 114.160829 22.309827, 114.16082 22.309864, 114.160815 22.309894, 114.160808 22.309943, 114.160647 22.310423)"
287,174,173,334648426,334648424,0,947010931;947010932;947010933;947010934;30343356,油麻地交匯處 Yau Ma Tei Interchange,trunk_link,True,174.36199999999997,2;3,80,,,,,"LINESTRING (114.160896 22.307781, 114.160956 22.308036, 114.160983 22.30817, 114.161006 22.308306, 114.161017 22.308386, 114.161023 22.308441, 114.161027 22.308478, 114.161029 22.308514, 114.161029 22.308547, 114.16103 22.308581, 114.161032 22.308662, 114.161033 22.308737, 114.16103 22.308813, 114.161026 22.308894, 114.161024 22.309009, 114.161008 22.309118, 114.160992 22.309226, 114.160965 22.309333)"
288,174,171,334648426,334647895,0,1462422344;1196816211;947010935;947010936;41415034,西九龍公路 West Kowloon Highway,motorway,True,774.61,3,100,3,,,,"LINESTRING (114.160896 22.307781, 114.161016 22.308022, 114.16108 22.308163, 114.161124 22.308272, 114.161151 22.308359, 114.161169 22.308418, 114.161232 22.308635, 114.16137 22.309304, 114.161448 22.309774, 114.161485 22.310036, 114.161507 22.310321, 114.161529 22.310805, 114.161532 22.311167, 114.161534 22.311643, 114.161505 22.312202, 114.161454 22.3127, 114.161399 22.313079, 114.16127 22.313694, 114.161236 22.313843, 114.161179 22.314008, 114.161149 22.314094, 114.161075 22.314306, 114.161047 22.314388, 114.161012 22.314487, 114.16097 22.314609)"
289,175,699,334648625,1168315919,0,453472565,渡船街 Ferry Street,primary,True,41.92,2,,,,,,"LINESTRING (114.166996 22.312452, 114.166962 22.312828)"
290,175,710,334648625,1168316008,0,66348963,窩打老道 Waterloo Road,primary,True,48.593,3,,,,,,"LINESTRING (114.166996 22.312452, 114.167117 22.31246, 114.167288 22.312475, 114.167466 22.312498)"
291,176,711,334648626,1168316016,0,1299955116;101193780;1299955119,麗翔道 Lai Cheung Road,primary_link,True,67.484,3,,,,,,"LINESTRING (114.166358 22.312223, 114.166453 22.31224, 114.166518 22.312252, 114.166555 22.312258, 114.166613 22.312269, 114.16666 22.312277, 114.166961 22.312332, 114.167003 22.312336)"
292,177,201,334648727,339051995,0,282735529;947010925;947010927,油麻地交匯處 Yau Ma Tei Interchange,trunk_link,True,233.425,2,80,,,,,"LINESTRING (114.160742 22.311054, 114.160682 22.311377, 114.160655 22.31202, 114.160659 22.312353, 114.160677 22.312605, 114.160687 22.312726, 114.160697 22.312878, 114.160706 22.313147)"
293,178,1428,334649071,5299116276,0,502342008;814532513;804475050;1258948342,連翔道 Lin Cheung Road,secondary,True,179.64700000000002,2;1,50,,,,,"LINESTRING (114.163763 22.307218, 114.163784 22.307265, 114.16384 22.30739, 114.163859 22.307476, 114.163867 22.30757, 114.163863 22.307636, 114.163857 22.307782, 114.163856 22.307844, 114.16384 22.308024, 114.163816 22.308268, 114.163805 22.308415, 114.163797 22.308495, 114.163772 22.30855, 114.163736 22.308629, 114.163658 22.308787)"
294,178,1428,334649071,5299116276,1,30343433;1258948339;1258948343,連翔道 Lin Cheung Road,trunk_link,True,176.53199999999998,1,50,,,,,"LINESTRING (114.163763 22.307218, 114.163747 22.307259, 114.163693 22.307398, 114.163664 22.307472, 114.163644 22.307635, 114.163639 22.307796, 114.163626 22.308015, 114.163625 22.30825, 114.163631 22.308387, 114.163636 22.308484, 114.163638 22.308549, 114.163644 22.308626, 114.163658 22.308787)"
295,179,180,334649361,334649362,0,282222745;1196816207,,trunk_link,True,40.631,2,,,,,,"LINESTRING (114.161453 22.308431, 114.161369 22.308283, 114.161303 22.308177, 114.161258 22.308113)"
296,180,1608,334649362,8739539401,0,1196816198;1196816201;944362666;1196816203;1196816202;1452446927;1196816208;1452446929;251340659;1195057116;41415039,西九龍公路 West Kowloon Highway;西區海底隧道 Western Harbour Crossing,trunk,True,529.649,5;6;4;3,50;80,3,,,,"LINESTRING (114.161258 22.308113, 114.161219 22.307985, 114.161118 22.307708, 114.16084 22.306986, 114.160761 22.306814, 114.160682 22.306644, 114.160623 22.306518, 114.160533 22.306327, 114.160488 22.306232, 114.160432 22.306112, 114.160301 22.305892, 114.160232 22.305776, 114.160185 22.305699, 114.160151 22.305634, 114.160133 22.305598, 114.160037 22.305432, 114.160021 22.305397, 114.159963 22.305297, 114.159897 22.305182, 114.159855 22.305109, 114.159804 22.30503, 114.159764 22.304967, 114.15969 22.304858, 114.159384 22.304416, 114.159258 22.304235, 114.159114 22.30404, 114.158973 22.303872)"
297,181,182,334649728,334649851,0,30343509;947213764;947213765,連翔道 Lin Cheung Road,trunk,True,229.846,3,70,,,,,"LINESTRING (114.160843 22.317115, 114.160963 22.316804, 114.161013 22.316674, 114.161058 22.316568, 114.161233 22.316086, 114.161595 22.315169)"
298,182,183,334649851,334650280,0,1196816168;282735527,連翔道 Lin Cheung Road,trunk,True,128.084,2;3,70,,,,,"LINESTRING (114.161595 22.315169, 114.161641 22.314968, 114.161687 22.314739, 114.161709 22.314626, 114.161723 22.314552, 114.161761 22.314363, 114.161807 22.314034)"
299,182,1454,334649851,6046364952,0,101193744;1196816169,麗翔道 Lai Cheung Road,trunk_link,True,235.294,1,50,,,,,"LINESTRING (114.161595 22.315169, 114.161692 22.314975, 114.161786 22.314766, 114.161833 22.314638, 114.162255 22.313637, 114.162382 22.313355, 114.162452 22.313208)"
300,183,184,334650280,334650313,0,30343553;1462422342;1196816171;1196816172;30658221;251340013,雅翔道 Nga Cheung Road,trunk,True,253.429,2;3,70,,,yes,,"LINESTRING (114.161807 22.314034, 114.161808 22.313921, 114.161833 22.313564, 114.161839 22.313494, 114.16184 22.313482, 114.161841 22.313467, 114.161871 22.313105, 114.161905 22.312722, 114.161927 22.312412, 114.161936 22.312161, 114.161937 22.311996, 114.161932 22.311759)"
301,183,1713,334650280,13380795774,0,101193761;282735523;1462422343;1196816179;801278840;1460233337;151228734,連翔道 Lin Cheung Road,primary,True,300.73699999999997,1,70,,,yes,,"LINESTRING (114.161807 22.314034, 114.161841 22.31392, 114.161855 22.313864, 114.161927 22.313563, 114.161935 22.313477, 114.161937 22.313461, 114.161938 22.313452, 114.161956 22.31328, 114.161983 22.313118, 114.162035 22.312904, 114.162093 22.312707, 114.162136 22.312596, 114.1622 22.312448, 114.162327 22.312197, 114.162412 22.312036, 114.162447 22.311966, 114.162502 22.31185, 114.162556 22.311747, 114.162583 22.311692, 114.162679 22.311473)"
302,184,1431,334650313,5333519688,0,30658225;1196816170;1196816178,雅翔道 Nga Cheung Road,primary,True,125.263,1,,,,,,"LINESTRING (114.161932 22.311759, 114.161943 22.311677, 114.161999 22.31138, 114.162036 22.31103, 114.162134 22.31065)"
