link_id,from_node,to_node,u_osm,v_osm,edge_key,osm_way,name,highway,oneway,length_m,lanes,maxspeed,ref,access,bridge,tunnel,geometry
0,0,836,30747332,1187353031,0,111783432,梳士巴利道 Salisbury Road,primary,True,10.981,2,50,,,,,"LINESTRING (114.172321 22.29478, 114.172428 22.294787)"
1,0,1096,30747332,1649047771,0,102821031,彌敦道 Nathan Road,secondary,True,91.456,2,,,,,,"LINESTRING (114.172321 22.29478, 114.17231 22.294936, 114.172307 22.294981, 114.172304 22.295025, 114.172271 22.295508, 114.172268 22.295547, 114.172264 22.295601)"
2,1,1098,30747334,1649047802,0,100220087,北京道 Peking Road,residential,True,59.013,2,,,,,,"LINESTRING (114.1722 22.296485, 114.172131 22.296478, 114.171629 22.296428)"
3,1,1106,30747334,1649048114,0,757833657,彌敦道 Nathan Road,secondary,True,186.90200000000002,2,,,,,,"LINESTRING (114.1722 22.296485, 114.172191 22.296613, 114.172126 22.297587, 114.172124 22.297614, 114.172122 22.297641, 114.172111 22.297802, 114.172101 22.297945, 114.172097 22.29801, 114.172087 22.298163)"
4,2,737,33004487,1172757801,0,102506130,彌敦道 Nathan Road,primary,True,72.396,3,,,,,,"LINESTRING (114.171095 22.310275, 114.171054 22.310708, 114.171048 22.310748, 114.171046 22.310762, 114.171038 22.310815, 114.171017 22.310922)"
5,2,1012,33004487,1636768902,0,102506142,眾坊街 Public Square Street,tertiary,True,43.11,2,,,,,,"LINESTRING (114.171095 22.310275, 114.171077 22.310274, 114.170958 22.310268, 114.170918 22.310258, 114.170681 22.31022)"
6,3,593,33004488,1151084822,0,250489279,窩打老道 Waterloo Road,primary,True,10.692,2,,,,,,"LINESTRING (114.17072 22.312965, 114.170618 22.312947)"
7,3,815,33004488,1185400607,0,102640426,彌敦道 Nathan Road,primary,True,44.692,3,,,,,,"LINESTRING (114.17072 22.312965, 114.170738 22.312878, 114.170801 22.31257)"
8,4,5,33004530,33004534,0,1097999011;37663945;102821037;85485977;85485980,廣東道 Canton Road;九龍公園徑 Kowloon Park Drive,primary,True,329.945,2,,,,yes,,"LINESTRING (114.16936 22.298832, 114.169229 22.299224, 114.169204 22.299284, 114.169178 22.299335, 114.169139 22.299405, 114.169047 22.299534, 114.168839 22.299782, 114.168518 22.300116, 114.168409 22.300246, 114.168326 22.300355, 114.168275 22.300441, 114.168234 22.30053, 114.168197 22.300623, 114.168159 22.300734, 114.168124 22.300864, 114.168092 22.301018, 114.168053 22.301238, 114.167967 22.301444)"
9,4,471,33004530,988059453,0,245457434;1097999005,九龍公園徑 Kowloon Park Drive,secondary,True,122.614,2,,,,,,"LINESTRING (114.16936 22.298832, 114.169163 22.299201, 114.168989 22.299474, 114.168778 22.299714, 114.168733 22.299764)"
10,5,1305,33004534,4844962258,0,1215181721;1215181723;102821071,廣東道 Canton Road,primary,True,166.873,4;5,,,,,,"LINESTRING (114.167967 22.301444, 114.167925 22.301734, 114.1679 22.301988, 114.167917 22.302251, 114.167954 22.302553, 114.167963 22.30268, 114.167969 22.302828, 114.167967 22.302938)"
11,6,1346,33004677,4862605959,0,778014089,梳士巴利道 Salisbury Road,primary,True,10.48,4,50,,,,,"LINESTRING (114.178427 22.297768, 114.178506 22.297827)"
12,6,213,33004677,384143869,0,37664230,麼地里 Mody Lane,tertiary,True,83.70900000000002,2,,,,,,"LINESTRING (114.178427 22.297768, 114.178364 22.297843, 114.178034 22.29822, 114.178008 22.298249, 114.177905 22.298344)"
13,7,837,33476495,1187353069,0,149524414,柯士甸道 Austin Road,primary,True,16.509,5,,,,,,"LINESTRING (114.167957 22.303023, 114.168117 22.303032)"
14,7,8,33476495,33476497,0,1388990528;1388990529;1388990530;1388990531;102826316,廣東道 Canton Road,primary,True,161.852,4;3,,,,,,"LINESTRING (114.167957 22.303023, 114.167923 22.303218, 114.167813 22.30363, 114.167786 22.30379, 114.167748 22.303923, 114.167721 22.304022, 114.167696 22.304105, 114.167621 22.304364, 114.167599 22.304439)"
15,8,280,33476497,420041599,0,1388990532;1388990533,廣東道 Canton Road,primary,True,42.718,3,,,,,,"LINESTRING (114.167599 22.304439, 114.167582 22.304498, 114.167554 22.304591, 114.167508 22.304699, 114.167449 22.304795)"
16,8,279,33476497,420041549,0,1388990521;1388990534;102821039,匯翔道 Wui Cheung Road,primary_link,True,49.914,1,,,,,,"LINESTRING (114.167599 22.304439, 114.167544 22.304488, 114.167455 22.304556, 114.167431 22.304575, 114.167382 22.304609, 114.16731 22.304625, 114.167223 22.304647, 114.167188 22.304656)"
17,9,807,33476500,1185400508,0,102674713,廣東道 Canton Road,primary,True,15.431999999999999,3,,,,,,"LINESTRING (114.166847 22.305856, 114.166853 22.305927, 114.166869 22.305993)"
18,9,1233,33476500,2754770542,0,1206288157;102674741,佐敦道 Jordan Road,primary,True,110.691,5;3,,,,,,"LINESTRING (114.166847 22.305856, 114.166247 22.305997, 114.166051 22.306043, 114.165804 22.306099)"
19,10,931,33476501,1624950018,0,102674700,渡船街 Ferry Street,primary,True,56.929,3,,,,,,"LINESTRING (114.167062 22.306504, 114.167102 22.306656, 114.167195 22.307001)"
20,11,292,33476508,441549980,0,103020557,漆咸道南 Chatham Road South,secondary,True,31.746,2,50,,,,,"LINESTRING (114.175302 22.295478, 114.175332 22.295194)"
21,11,645,33476508,1158360142,0,1120037593;33613791,梳士巴利道 Salisbury Road,secondary,True,36.074,2,50,,,,,"LINESTRING (114.175302 22.295478, 114.175381 22.295543, 114.175464 22.295602, 114.175529 22.295641, 114.175584 22.295669)"
22,12,647,33476510,1158360153,0,1120037568;1120037588;100220095,,secondary_link,True,56.17,1,50,,,,,"LINESTRING (114.174895 22.29527, 114.174993 22.295359, 114.175065 22.295434, 114.175113 22.295493, 114.175165 22.295566, 114.175228 22.295667)"
23,12,435,33476510,759630064,0,1120037569;441937731,梳士巴利道 Salisbury Road,secondary,True,35.306,2,50,,,,,"LINESTRING (114.174895 22.29527, 114.174989 22.295299, 114.175119 22.295358, 114.175204 22.295406)"
24,13,1095,33476549,1649047767,0,442616752;116287420,漢口道 Hankow Road,residential,True,90.228,2,,,,,,"LINESTRING (114.171336 22.294724, 114.171327 22.2948, 114.171288 22.295347, 114.171261 22.295532)"
25,13,0,33476549,30747332,0,709674358;709674359;246481118;1119856151,梳士巴利道 Salisbury Road,primary,True,101.50800000000001,4;5,50,,,,,"LINESTRING (114.171336 22.294724, 114.171487 22.294736, 114.171642 22.29474, 114.171716 22.294743, 114.171916 22.294758, 114.172036 22.294765, 114.17208 22.294766, 114.172321 22.29478)"
26,14,588,245088222,1141935440,0,493988955;98702159,窩打老道 Waterloo Road,primary,True,44.953,1;2,50,,,,,"LINESTRING (114.178116 22.32696, 114.178248 22.327011, 114.178291 22.32704, 114.178324 22.32708, 114.178348 22.32713, 114.17836 22.327179, 114.17837 22.327246)"
27,14,987,245088222,1636543866,0,493988956,界限街 Boundary Street,primary,True,56.287000000000006,3,,,,,,"LINESTRING (114.178116 22.32696, 114.178473 22.32698, 114.178504 22.326981, 114.178662 22.326988)"
28,14,575,245088222,1140062928,0,604431993;99701939,,trunk_link,True,219.68300000000005,1,50,,,yes,,"LINESTRING (114.178116 22.32696, 114.178178 22.326938, 114.178216 22.32692, 114.178271 22.326893, 114.17832 22.326866, 114.178356 22.32683, 114.178388 22.326804, 114.178401 22.326772, 114.178422 22.326714, 114.178434 22.326638, 114.178394 22.32602, 114.178396 22.32591, 114.178404 22.325796, 114.178417 22.325613, 114.178423 22.32551, 114.178424 22.325389, 114.178419 22.325136)"
29,15,16,274243013,274243016,0,1133373520;909703708;30151798,西九龍走廊 West Kowloon Corridor,trunk,True,455.85900000000004,3,70,5,,viaduct,,"LINESTRING (114.158772 22.327454, 114.160122 22.326441, 114.161483 22.325413, 114.161582 22.325339, 114.16168 22.325268, 114.161783 22.325197, 114.161882 22.325132, 114.16201 22.325057, 114.162132 22.324988, 114.162252 22.324921)"
30,16,1297,274243016,4773779436,0,30150256;909700420;1203105173,西九龍走廊 West Kowloon Corridor;通州街 Tung Chau Street,trunk_link,True,242.023,2,,,,yes,,"LINESTRING (114.162252 22.324921, 114.162409 22.324853, 114.162505 22.324808, 114.162613 22.324746, 114.162717 22.324678, 114.163307 22.324214, 114.164077 22.323632, 114.164118 22.323606)"
31,16,752,274243016,1178971321,0,1133373514;1133373517,西九龍走廊 West Kowloon Corridor,trunk,True,373.125,2,70,5,,viaduct,,"LINESTRING (114.162252 22.324921, 114.16237 22.324842, 114.16302 22.324341, 114.163264 22.324154, 114.164746 22.322945, 114.164939 22.322775, 114.164995 22.322726)"
32,17,1701,274243086,13108528108,0,1448405602;704283238;1431338187;101209073;30150813,加士居道天橋 Gascoigne Road Flyover,trunk_link,True,232.343,2;1,50,,,yes,,"LINESTRING (114.167395 22.311797, 114.167429 22.311496, 114.167449 22.311351, 114.167627 22.310384, 114.167663 22.31017, 114.167672 22.310122, 114.167696 22.310014, 114.167719 22.30993, 114.167747 22.309822, 114.167769 22.309738)"
33,17,1632,274243086,9803283486,0,1431338186;1067815827,渡船街 Ferry Street,primary,True,210.68000000000004,2,,,,,,"LINESTRING (114.167395 22.311797, 114.167506 22.311514, 114.167541 22.311377, 114.167578 22.311198, 114.167606 22.311024, 114.167641 22.310798, 114.167686 22.310555, 114.167717 22.310453, 114.167766 22.310352, 114.167803 22.310253, 114.167835 22.310125, 114.167846 22.310038, 114.167844 22.309959)"
34,18,941,274243087,1624950134,0,706422880,渡船街 Ferry Street,primary,True,55.598,2,,,,,,"LINESTRING (114.167866 22.309692, 114.167873 22.309629, 114.167892 22.309312, 114.167896 22.309228, 114.167892 22.309193)"
35,19,1243,275816026,2868162247,0,282868471,通州街 Tung Chau Street,secondary,True,15.864,2,,,,,,"LINESTRING (114.154246 22.331017, 114.154366 22.330927)"
36,19,68,275816026,289329905,0,103434397;1208439854,東京街 Tonkin Street,secondary,True,201.702,2;3,,,,,,"LINESTRING (114.154246 22.331017, 114.154336 22.331108, 114.154362 22.331138, 114.154381 22.331158, 114.155022 22.331861, 114.155341 22.332212, 114.155368 22.332242, 114.155497 22.332412)"
37,20,556,275909450,991295018,0,85988268,桂林街 Kweilin Street,residential,True,61.556,2,,,,,,"LINESTRING (114.158784 22.327598, 114.158953 22.327784, 114.159135 22.327986, 114.159168 22.328023)"
38,20,110,275909450,331258075,0,327096752;493754502,通州街 Tung Chau Street,tertiary,True,229.17999999999998,2;3,,,,,,"LINESTRING (114.158784 22.327598, 114.158906 22.327507, 114.159251 22.327239, 114.159528 22.327023, 114.159578 22.326984, 114.15963 22.326944, 114.160386 22.326362, 114.16041 22.326343, 114.160494 22.326277)"
39,21,682,275922253,1166348485,0,100970023,石硤尾街 Shek Kip Mei Street,secondary,True,48.58,3,50,,,,,"LINESTRING (114.166454 22.331182, 114.166156 22.330842)"
40,22,260,275924540,419495764,0,35894240,花圃街 Fa Po Street,residential,True,241.65300000000002,,,,,,,"LINESTRING (114.174921 22.32995, 114.175173 22.329885, 114.175235 22.32987, 114.175295 22.329862, 114.175342 22.329863, 114.175398 22.329878, 114.175431 22.329904, 114.175474 22.329944, 114.175501 22.329987, 114.17552 22.330034, 114.175956 22.331351, 114.175968 22.331425, 114.17597 22.331474, 114.175971 22.331495)"
41,22,253,275924540,419495751,0,78515476,達之路 Tat Chee Avenue,secondary,False,41.762,2,,,,,,"LINESTRING (114.174921 22.32995, 114.174831 22.32974, 114.174772 22.329601)"
42,22,261,275924540,419495772,0,78515476;405700373,達之路 Tat Chee Avenue,secondary,False,189.03,2,,,,,,"LINESTRING (114.174921 22.32995, 114.175026 22.330228, 114.175116 22.330505, 114.175211 22.330905, 114.175277 22.331288, 114.175302 22.331431, 114.175328 22.331604)"
43,23,258,275935761,419495756,0,35894238,丹桂路 Osmanthus Road,residential,True,45.605000000000004,,,,,,,"LINESTRING (114.174427 22.328976, 114.174234 22.329049, 114.174012 22.32912)"
44,23,1480,275935761,6374552943,0,485774648;429077094,達之路 Tat Chee Avenue,secondary,False,315.06500000000005,2;3,,,,,,"LINESTRING (114.174427 22.328976, 114.174106 22.328542, 114.173824 22.328221, 114.173162 22.327504, 114.173071 22.32744, 114.172989 22.327398, 114.172887 22.327364, 114.172787 22.327338, 114.172734 22.327334, 114.172368 22.327325, 114.172293 22.327325, 114.17218 22.327325)"
45,23,253,275935761,419495751,0,429077094,達之路 Tat Chee Avenue,secondary,False,78.036,2,,,,,,"LINESTRING (114.174427 22.328976, 114.174455 22.329027, 114.174522 22.329148, 114.174709 22.329486, 114.174772 22.329601)"
46,24,1427,275935771,5275215754,0,680766729;996080257,大坑東道 Tai Hang Tung Road,secondary,True,28.494999999999997,2,,,,,,"LINESTRING (114.172056 22.327351, 114.172061 22.32744, 114.172062 22.327465, 114.172133 22.327591)"
47,25,208,275943901,339054217,0,1203105151,黃竹街 Wong Chuk Street,tertiary,True,58.95,4,,,,,,"LINESTRING (114.164835 22.328001, 114.165105 22.328303, 114.16513 22.328331, 114.165217 22.328394)"
48,26,1509,275945418,6705233284,0,102640443,登打士街 Dundas Street,tertiary,True,112.025,2,,,,,,"LINESTRING (114.171868 22.315649, 114.171821 22.315642, 114.171336 22.315553, 114.171266 22.31554, 114.171046 22.315501, 114.170952 22.31549, 114.170839 22.315472, 114.170798 22.315464)"
49,26,994,275945418,1636641338,0,102640450,登打士街 Dundas Street,tertiary,False,87.63300000000001,2,,,,,,"LINESTRING (114.171868 22.315649, 114.172049 22.315682, 114.172704 22.3158)"
50,27,564,275945538,1107287994,0,494512917,山東街 Shantung Street,tertiary,True,60.989,3,,,,,,"LINESTRING (114.172024 22.317915, 114.172118 22.317932, 114.172605 22.318024)"
51,27,973,275945538,1636543637,0,101183513;918730084,洗衣街 Sai Yee Street,tertiary,True,94.81,2,,,,,,"LINESTRING (114.172024 22.317915, 114.17201 22.31798, 114.171901 22.31848, 114.171869 22.318616, 114.17185 22.318692, 114.171835 22.31875)"
52,28,99,275945763,308473546,0,101183494,弼街 Bute Street,tertiary,True,56.098,1,30,,,,,"LINESTRING (114.171055 22.322402, 114.170948 22.322383, 114.170898 22.322374, 114.170626 22.322325, 114.17059 22.322326, 114.170518 22.322328)"
53,28,668,275945763,1161864166,0,102153179;1153483630,洗衣街 Sai Yee Street,secondary,True,218.939,2;3,,,,,,"LINESTRING (114.171055 22.322402, 114.170827 22.323534, 114.170776 22.323785, 114.170773 22.323802, 114.170698 22.324175, 114.170692 22.324202, 114.170665 22.324338)"
54,29,489,275948630,988059720,0,449337023,上鄉道 Sheung Heung Road,tertiary,True,9.379,2,,,,,,"LINESTRING (114.190886 22.317692, 114.190956 22.317639)"
55,29,1135,275948630,1651827808,0,220349528;449337025;105728141,土瓜灣道 To Kwa Wan Road,secondary,True,233.43399999999997,3,,,,,,"LINESTRING (114.190886 22.317692, 114.190928 22.317735, 114.190947 22.317756, 114.191087 22.317907, 114.191171 22.317994, 114.191675 22.318542, 114.191902 22.318766, 114.191929 22.318792, 114.191968 22.318832, 114.19201 22.318873, 114.192089 22.31896, 114.192279 22.319171, 114.1923 22.319193, 114.192375 22.319276)"
56,30,491,275949265,988059733,0,85201108,馬頭角道 Ma Tau Kok Road,tertiary,False,11.595,2,,,,,,"LINESTRING (114.187827 22.322802, 114.187929 22.322758)"
57,30,1170,275949265,1651827916,0,106034136,馬頭涌道 Ma Tau Chung Road,primary,True,222.64999999999998,3,,,,,,"LINESTRING (114.187827 22.322802, 114.188042 22.323228, 114.188077 22.323299, 114.188116 22.323375, 114.188146 22.323436, 114.188323 22.323786, 114.18847 22.324076, 114.188625 22.324383, 114.188644 22.324424, 114.18868 22.324504, 114.188708 22.324574, 114.188728 22.324622)"
58,31,1404,276169638,5120436693,0,1120037539;1120037540;888170979;1120037550;1120037556;33613814;85460155,紅磡繞道 Hung Hom Bypass;梳士巴利道 Salisbury Road,primary,True,357.458,2;3,50;70,,,yes,,"LINESTRING (114.182092 22.299399, 114.182004 22.299379, 114.181889 22.299359, 114.181773 22.29934, 114.181655 22.299326, 114.181549 22.299318, 114.181311 22.299296, 114.181197 22.299286, 114.181083 22.299274, 114.180975 22.299261, 114.180897 22.299252, 114.180816 22.29924, 114.180739 22.299226, 114.180667 22.299208, 114.180605 22.299189, 114.180536 22.299166, 114.18048 22.299144, 114.180422 22.299118, 114.180363 22.299092, 114.180287 22.299056, 114.180229 22.299026, 114.180175 22.298994, 114.180119 22.298959, 114.180056 22.298917, 114.179997 22.298874, 114.179884 22.298786, 114.179764 22.298691, 114.179597 22.298549, 114.179524 22.298482, 114.179214 22.298197, 114.179067 22.298078)"
59,32,997,276169900,1636641357,0,45729481,牧愛街 Good Shepherd Street,residential,True,279.512,2,,,,,,"LINESTRING (114.181048 22.314431, 114.181001 22.314514, 114.180898 22.314951, 114.180889 22.314991, 114.180849 22.315068, 114.180762 22.315401, 114.180701 22.315638, 114.18063 22.315747, 114.180611 22.315772, 114.180589 22.315802, 114.180534 22.315851, 114.180485 22.315886, 114.180282 22.315979, 114.179653 22.316217, 114.179553 22.316256)"
60,32,992,276169900,1636641328,0,150787093,忠孝街 Chung Hau Street,tertiary,False,53.861999999999995,4,50,,,,,"LINESTRING (114.181048 22.314431, 114.181403 22.314501, 114.181562 22.314525)"
61,32,362,276169900,582482277,0,353795896,忠孝街 Chung Hau Street,tertiary,False,121.11099999999999,3,50,,,,,"LINESTRING (114.181048 22.314431, 114.180891 22.314429, 114.180745 22.314472, 114.180642 22.314515, 114.18055 22.314585, 114.180262 22.314928, 114.180156 22.315045)"
62,33,718,276169958,1169220172,0,493988957,界限街 Boundary Street,primary,True,89.176,4,,,,,,"LINESTRING (114.178846 22.326996, 114.178963 22.326998, 114.179348 22.327004, 114.179712 22.32702)"
63,34,810,276372740,1185400526,0,102640418,甘肅街 Kansu Street,residential,True,79.133,1,,,,,,"LINESTRING (114.170144 22.308866, 114.170179 22.308801, 114.170206 22.308748, 114.170229 22.308725, 114.170266 22.308709, 114.170295 22.308699, 114.170327 22.30869, 114.17058 22.308635, 114.170625 22.30864, 114.170674 22.308651, 114.170713 22.308672, 114.170738 22.308693, 114.170779 22.308724)"
64,34,937,276372740,1624950124,0,1473607977,上海街 Shanghai Street,secondary,True,21.719,3,,,,,,"LINESTRING (114.170144 22.308866, 114.170121 22.308775, 114.170111 22.308738, 114.170093 22.308677)"
65,35,608,276372857,1151084911,0,987256889,新填地街 Reclamation Street,secondary,True,10.724,3,,,,,,"LINESTRING (114.168985 22.312658, 114.168966 22.312753)"
66,35,713,276372857,1168380653,0,706422883;102454131;706423404;1299955102,窩打老道 Waterloo Road,primary,True,155.185,2;4,,,,,,"LINESTRING (114.168985 22.312658, 114.168484 22.31257, 114.168444 22.312562, 114.168246 22.31253, 114.168132 22.312513, 114.168069 22.31248, 114.167884 22.312445, 114.167627 22.312406, 114.16751 22.312385)"
67,36,83,276373355,308473180,0,102640412,窩打老道 Waterloo Road,primary,True,68.67099999999999,3,,,,,,"LINESTRING (114.170105 22.312853, 114.169627 22.312766, 114.169558 22.312754, 114.16945 22.312736)"
68,37,27,276377951,275945538,0,868666683,洗衣街 Sai Yee Street,tertiary,True,87.098,2,,,,,,"LINESTRING (114.172192 22.317148, 114.172034 22.317869, 114.172024 22.317915)"
69,38,1130,276378619,1651827750,0,435421058;85201044,浙江街 Chi Kiang Street;靠背壟道 Kau Pui Lung Road,tertiary,False,147.89600000000002,2,,,,,,"LINESTRING (114.18698 22.315485, 114.186422 22.315489, 114.186422 22.315535, 114.186424 22.315752, 114.186421 22.316303)"
70,39,1266,278947783,3336091210,0,327096747,昌新里 Cheong San Lane,residential,False,11.641,2,,,,,,"LINESTRING (114.157209 22.327616, 114.157298 22.32755)"
71,39,64,278947783,288998755,0,1071876555;103411733,欽州街 Yen Chow Street,secondary,True,102.83100000000002,3,,,,,,"LINESTRING (114.157209 22.327616, 114.15754 22.327991, 114.157551 22.328004, 114.157774 22.328244, 114.157808 22.328281, 114.157845 22.328329)"
72,40,711,278948068,1168316016,0,101205482,渡船街 Ferry Street,primary,True,10.143,2,,,,,,"LINESTRING (114.167 22.312244, 114.167003 22.312336)"
73,40,714,278948068,1168380668,0,101515894,翺翔道 Ngo Cheung Road,primary,True,38.968,2,,,,,,"LINESTRING (114.167 22.312244, 114.166843 22.312218, 114.166628 22.31218)"
74,41,1025,278949226,1640472713,0,1160865424,佐敦道 Jordan Road,secondary,True,10.594000000000001,2,,,,,,"LINESTRING (114.161645 22.307521, 114.161687 22.307501, 114.161733 22.307471)"
75,42,46,278949231,278951219,0,1387278563;1387278571;235775057;282735505;41412376,佐敦道 Jordan Road,primary,True,118.75800000000001,2;4,,,,yes,,"LINESTRING (114.162846 22.306811, 114.16273 22.306873, 114.16267 22.306904, 114.162274 22.307023, 114.16218 22.307058, 114.162103 22.307085, 114.161772 22.307193)"
76,42,399,278949231,660415615,0,1387278562;274285268,佐敦道 Jordan Road,tertiary,True,127.68199999999999,2,,,,,,"LINESTRING (114.162846 22.306811, 114.162721 22.306813, 114.16264 22.306814, 114.162558 22.306833, 114.162474 22.306856, 114.16185 22.307032, 114.16177 22.30705, 114.16175 22.307054, 114.161645 22.307076)"
77,43,1594,278950460,8059647323,0,864198729;864198730;274313508,雅翔道 Nga Cheung Road,tertiary,True,240.789,2,,,,,,"LINESTRING (114.159415 22.303251, 114.159504 22.303326, 114.159555 22.303375, 114.159593 22.303428, 114.159817 22.303934, 114.159834 22.303973, 114.15987 22.304054, 114.159898 22.304117, 114.16033 22.305105, 114.160377 22.305209)"
78,43,910,278950460,1329833940,0,1160866948,柯士甸道西 Austin Road West,tertiary,True,25.21,2,,,,,,"LINESTRING (114.159415 22.303251, 114.159462 22.303248, 114.159534 22.303226, 114.159586 22.303193, 114.159626 22.303153)"
79,44,1418,278950461,5137162815,0,528677143;857588229;1395984607,柯士甸道西 Austin Road West,secondary_link;tertiary,True,188.299,2;1,,,,,,"LINESTRING (114.159673 22.303006, 114.159748 22.302935, 114.159878 22.302857, 114.160052 22.302792, 114.160187 22.302752, 114.160346 22.302721, 114.160529 22.302706, 114.160763 22.30271, 114.161005 22.302719, 114.161098 22.302721, 114.161241 22.302724, 114.161357 22.302652, 114.161391 22.302632)"
80,44,1362,278950461,5009737115,0,1160866947,柯士甸道西 Austin Road West,tertiary,True,34.315999999999995,2,,,,,,"LINESTRING (114.159673 22.303006, 114.159666 22.302963, 114.159651 22.302922, 114.159628 22.302884, 114.159598 22.30285, 114.15956 22.302822, 114.159535 22.302808, 114.159507 22.302797, 114.159472 22.302788)"
81,45,1126,278951217,1649066298,0,524508454;152075751,佐敦道 Jordan Road,primary,True,56.922999999999995,3,,,,yes,,"LINESTRING (114.160684 22.307683, 114.16081 22.307641, 114.161134 22.307532, 114.161204 22.307508)"
82,45,1026,278951217,1640472718,0,947012304;947010929;151226302;151226303,海寶路 Hoi Po Road,primary,True,175.245,2,80,,,yes,,"LINESTRING (114.160684 22.307683, 114.160698 22.30773, 114.160703 22.307748, 114.160709 22.307766, 114.160746 22.307867, 114.160814 22.308109, 114.16085 22.308332, 114.160861 22.308538, 114.160862 22.308683, 114.160851 22.308961, 114.160843 22.309042, 114.160828 22.309116, 114.160817 22.309176, 114.160807 22.309236)"
83,46,1023,278951219,1640472705,0,1387278568;512350016,雅翔道 Nga Cheung Road,primary_link,True,36.527,1,,,,viaduct,,"LINESTRING (114.161772 22.307193, 114.16161 22.307172, 114.161555 22.307167, 114.161477 22.307143, 114.161428 22.307121)"
84,46,1261,278951219,3334802082,0,1387278569;282735507,佐敦道 Jordan Road,primary,True,45.188,2,,,,yes,,"LINESTRING (114.161772 22.307193, 114.161632 22.307251, 114.161561 22.30728, 114.161364 22.307343)"
85,47,911,278951444,1329857318,0,1225003569;1225003564;1495068087,雅翔道 Nga Cheung Road,secondary,True,252.70500000000004,2,,,,viaduct,,"LINESTRING (114.16042 22.305184, 114.160094 22.304333, 114.159963 22.304027, 114.159917 22.303926, 114.159902 22.303896, 114.159574 22.303148, 114.159538 22.303064)"
86,48,1363,278951704,5009737119,0,512350012,柯士甸道西 Austin Road West,secondary,True,36.623,2,,,,yes,,"LINESTRING (114.15945 22.302881, 114.159413 22.302886, 114.159379 22.302901, 114.159352 22.302926, 114.159334 22.302957, 114.159328 22.302991, 114.159332 22.303019, 114.159342 22.303044, 114.159359 22.303066, 114.15939 22.303089, 114.159427 22.303101)"
87,50,170,288176867,334647880,0,30343291;681882521;1195057123;1195057119,西區海底隧道 Western Harbour Crossing,trunk,True,1755.64,4;3,50;80,3,,,yes,"LINESTRING (114.146133 22.289899, 114.146368 22.290139, 114.155473 22.299956, 114.15586 22.300373, 114.156615 22.301223, 114.156894 22.301543, 114.157154 22.301861, 114.157203 22.301913)"
88,51,792,288991742,1182677912,0,254563727,海泓道 Hoi Wang Road,tertiary,True,11.776,4,,,,,,"LINESTRING (114.162787 22.318139, 114.162695 22.318202)"
89,51,116,288991742,332228049,0,30148520;1200967497,櫻桃街 Cherry Street,primary,True,77.20700000000001,4,,,,,,"LINESTRING (114.162787 22.318139, 114.162356 22.318045, 114.162065 22.317953)"
90,52,1716,288991776,13395157689,0,101515876;492424455;314015119;1460505974;101515903,海泓道 Hoi Wang Road,tertiary,True,263.613,2;1;3,,,,,,"LINESTRING (114.163423 22.318082, 114.16348 22.31781, 114.163537 22.317562, 114.163613 22.317316, 114.163622 22.317278, 114.163656 22.317171, 114.163673 22.317109, 114.163709 22.316966, 114.163816 22.316428, 114.163836 22.316334, 114.163846 22.316284, 114.163859 22.316195, 114.163881 22.316041, 114.163917 22.315848, 114.163926 22.315807, 114.163918 22.315761)"
91,53,688,288991796,1168066109,0,151226332,塘尾道 Tong Mi Road,primary,True,11.668,3,,,,,,"LINESTRING (114.166061 22.318712, 114.166039 22.318815)"
92,53,1629,288991796,9553739297,0,970635262,櫻桃街 Cherry Street,primary,True,53.143,3,,,,,,"LINESTRING (114.166061 22.318712, 114.165544 22.318695)"
93,54,1468,288991961,6309604751,0,26379462;970658217;970658218;1112864108;1112864109,櫻桃街 Cherry Street,secondary,True,252.64200000000002,2,,,,,,"LINESTRING (114.163054 22.318805, 114.163212 22.318736, 114.163296 22.31872, 114.163362 22.318711, 114.163496 22.318711, 114.163789 22.31874, 114.164353 22.31876, 114.16448 22.318764, 114.16512 22.318786, 114.165251 22.31879, 114.165351 22.318793, 114.165394 22.318794, 114.165488 22.318794)"
94,54,121,288991961,332231811,0,30149010,海泓道 Hoi Wang Road,primary,True,25.494999999999997,3,,,,,,"LINESTRING (114.163054 22.318805, 114.163102 22.318769, 114.163143 22.318722, 114.163179 22.318671, 114.163206 22.318627)"
95,55,1030,288994875,1640472834,0,151226318,博文街 Pok Man Street,secondary,True,8.437,,,,,,,"LINESTRING (114.159875 22.319471, 114.159957 22.319473)"
96,55,925,288994875,1562575420,0,735252217;151226326;524446006,深旺道 Sham Mong Road,secondary,True,121.33500000000001,2,,,,,,"LINESTRING (114.159875 22.319471, 114.159847 22.319525, 114.159838 22.31954, 114.159806 22.319601, 114.159784 22.31966, 114.159754 22.319787, 114.159735 22.31992, 114.159727 22.320035, 114.159726 22.320201, 114.159728 22.32054)"
97,56,1253,288994882,3200153661,0,167070610,深旺道 Sham Mong Road,secondary,True,10.243,2,,,,,,"LINESTRING (114.159363 22.323268, 114.159302 22.32334)"
98,56,1255,288994882,3200246561,0,26379723,海輝道 Hoi Fai Road,secondary,True,42.754999999999995,2,,,,,,"LINESTRING (114.159363 22.323268, 114.159312 22.323227, 114.159282 22.3232, 114.159254 22.323168, 114.15918 22.32306, 114.15912 22.32296)"
99,57,1595,288995089,8184472141,0,879823976,海輝道 Hoi Fai Road,secondary,True,3.652,2,,,,,,"LINESTRING (114.157694 22.321158, 114.157677 22.321164, 114.157661 22.321171)"
