grid_id,x_hk80,y_hk80,lon,lat,node_id,snap_dist_m,valid_origin,reachable,nearest_hospital_id,nearest_hospital,nearest_hospital_tc,distance_m,distance_km
185,833850.0,816350.0,114.15341089018698,22.286039324388195,74,850.0088344760892,True,True,10,Tsan Yuk Hospital,贊育醫院,0.0,0.0
186,833950.0,816350.0,114.15438125652486,22.286039461463766,74,938.484535916893,True,True,10,Tsan Yuk Hospital,贊育醫院,0.0,0.0
187,834050.0,816350.0,114.15535162287055,22.28603959273893,74,1029.073092458885,True,True,10,Tsan Yuk Hospital,贊育醫院,0.0,0.0
188,834150.0,816350.0,114.15632198922371,22.28603971821369,74,1121.2625183651862,True,True,10,Tsan Yuk Hospital,贊育醫院,0.0,0.0
189,834250.0,816350.0,114.15729235558408,22.286039837888044,74,1214.6883717885778,True,True,10,Tsan Yuk Hospital,贊育醫院,0.0,0.0
190,834350.0,816350.0,114.15826272195126,22.28603995176199,74,1309.0859582266294,True,True,10,Tsan Yuk Hospital,贊育醫院,0.0,0.0
191,834450.0,816350.0,114.15923308832497,22.286040059835507,1371,1329.020552069665,True,False,-1,,,,
192,834550.0,816350.0,114.16020345470488,22.286040162108637,1371,1254.8658364887942,True,False,-1,,,,
193,834650.0,816350.0,114.16117382109069,22.286040258581355,1371,1184.5171621170734,True,False,-1,,,,
194,834750.0,816350.0,114.16214418748207,22.286040349253664,1371,1118.692784956196,True,False,-1,,,,
195,834850.0,816350.0,114.1631145538787,22.28604043412556,1371,1058.2373017788657,True,False,-1,,,,
196,834950.0,816350.0,114.16408492028023,22.28604051319705,1371,1004.1209223193084,True,False,-1,,,,
197,835050.0,816350.0,114.1650552866864,22.286040586468125,1371,957.4191696443846,True,False,-1,,,,
198,835150.0,816350.0,114.16602565309685,22.2860406539388,1371,919.2628058208965,True,False,-1,,,,
199,835250.0,816350.0,114.16699601951126,22.286040715609058,1371,890.7506642876398,True,False,-1,,,,
200,835350.0,816350.0,114.16796638592932,22.28604077147892,1371,872.828382725972,True,False,-1,,,,
201,835450.0,816350.0,114.1689367523507,22.286040821548347,1371,866.153580755284,True,False,-1,,,,
202,835550.0,816350.0,114.16990711877511,22.28604086581738,1371,870.9848823133295,True,False,-1,,,,
203,835650.0,816350.0,114.1708774852022,22.286040904286004,1371,887.1343218371888,True,False,-1,,,,
204,835750.0,816350.0,114.17184785163167,22.286040936954223,1371,914.0021579540681,True,False,-1,,,,
205,835850.0,816350.0,114.17281821806317,22.28604096382202,289,950.3258831029077,True,True,7,Queen Elizabeth Hospital,伊利沙伯醫院,1999.347,1.999347
206,835950.0,816350.0,114.1737885844964,22.286040984889425,642,957.8617291423543,True,True,7,Queen Elizabeth Hospital,伊利沙伯醫院,1760.588,1.760588
207,836050.0,816350.0,114.17475895093108,22.2860410001564,395,870.469737889565,True,True,8,Ruttonjee Hospital,律敦治醫院,0.0,0.0
208,836150.0,816350.0,114.1757293173668,22.286041009622963,395,772.2590512141178,True,True,8,Ruttonjee Hospital,律敦治醫院,0.0,0.0
209,836250.0,816350.0,114.1766996838033,22.286041013289122,395,674.5743248766075,True,True,8,Ruttonjee Hospital,律敦治醫院,0.0,0.0
210,836350.0,816350.0,114.1776700502403,22.28604101115488,395,577.6824364504537,True,True,8,Ruttonjee Hospital,律敦治醫院,0.0,0.0
