origin_count,reachable_count,reachable_share,mean_m,median_m,p90_m,p95_m,unreachable_count,unreachable_share,mean_km,median_km,p90_km,p95_km
3599,3136,0.8713531536537927,1678.3658804209185,1813.3350000000003,2515.206,3245.7529999999997,463,0.12864684634620727,1.6783658804209185,1.8133350000000004,2.515206,3.2457529999999997
