node_id,harmonic_access,reachable_count,reachable_share,lon,lat,osm_id,access_rank,access_pct
983,0.3963450775757811,1636,0.9445727482678984,114.1776704,22.3262677,1636543839,1334,0.2308136180034622
984,0.40247548364448044,1636,0.9445727482678984,114.1690848,22.3265169,1636543840,1309,0.24523946912867858
985,0.46777372963017355,1636,0.9445727482678984,114.1685268,22.3265822,1636543843,958,0.44777841892671666
986,0.3742063566932772,1636,0.9445727482678984,114.1783464,22.3265456,1636543858,1419,0.1817657241777265
987,0.4640689425356669,1636,0.9445727482678984,114.178662,22.3269876,1636543866,986,0.4316214656664743
988,0.4824674862642162,1636,0.9445727482678984,114.1677193,22.3282199,1636543900,856,0.5066358915175996
989,0.48537030417056054,1636,0.9445727482678984,114.1786506,22.3287249,1636543916,835,0.5187536064627813
990,0.5133495553025572,1636,0.9445727482678984,114.1758576,22.3128298,1636641311,653,0.6237738026543566
991,0.3860722309594784,1636,0.9445727482678984,114.1790152,22.3136518,1636641318,1368,0.21119446047316792
992,0.5209102329746758,1636,0.9445727482678984,114.1815619,22.3145251,1636641328,613,0.6468551644547028
993,0.40657695745258426,1636,0.9445727482678984,114.1779638,22.3149555,1636641331,1290,0.25620311598384304
994,0.4556103717546711,1636,0.9445727482678984,114.1727039,22.3158004,1636641338,1043,0.39873052510098095
995,0.4288868714013722,1636,0.9445727482678984,114.1793744,22.3158609,1636641344,1187,0.31563762261973455
996,0.41219423619338935,1636,0.9445727482678984,114.1769436,22.3161634,1636641355,1271,0.2671667628390075
997,0.4193480114590126,1636,0.9445727482678984,114.1795528,22.3162555,1636641357,1239,0.2856318522792845
998,0.6449459934209731,1636,0.9445727482678984,114.1740031,22.3164512,1636641362,146,0.9163300634737449
999,0.6685276171180528,1636,0.9445727482678984,114.1739792,22.3166438,1636641367,96,0.9451817657241778
1000,0.44150727978853677,1636,0.9445727482678984,114.175778,22.3167862,1636641375,1123,0.3525678015002885
1001,0.3839892415755015,1636,0.9445727482678984,114.1778335,22.3169323,1636641377,1380,0.20427005193306405
1002,0.4354755545811459,1636,0.9445727482678984,114.1755972,22.316935,1636641378,1151,0.3364108482400462
1003,0.6493339966435135,1636,0.9445727482678984,114.1737889,22.3171958,1636641379,134,0.9232544720138488
1004,0.5131849335677704,1636,0.9445727482678984,114.1761949,22.3111808,1636685510,655,0.6226197345643393
1005,0.4610462017412593,1636,0.9445727482678984,114.1750087,22.3111949,1636685526,1008,0.4189267166762839
1006,0.427901143043521,1636,0.9445727482678984,114.1743595,22.3118729,1636685557,1190,0.3139065204847086
1007,0.5409211688309978,1636,0.9445727482678984,114.1722161,22.314068,1636685662,506,0.7085978072706289
1008,0.591015580241883,1636,0.9445727482678984,114.1703989,22.3145697,1636685663,305,0.8245816503173687
1009,0.569976985439038,1636,0.9445727482678984,114.1707353,22.3146308,1636685664,381,0.7807270628967109
