zone_od_id,origin_tpusb,destination_tpusb,main_mode,sample_flow,expanded_hk_flow,road_factor,road_proxy_flow,kish_neff,origin_26PDD,origin_26PDD_name,destination_26PDD,destination_26PDD_name
945,242037,212017,6,1,106.4033,1.0,106.4033,1.0,8,Kowloon City,5,Yau Ma Tei
946,242037,213005,6,1,103.6394,1.0,103.6394,1.0,8,Kowloon City,8,Kowloon City
947,242037,215002,6,1,66.2813,1.0,66.2813,1.0,8,Kowloon City,8,Kowloon City
948,242037,221089,6,1,80.219,1.0,80.219,1.0,8,Kowloon City,6,Mong Kok
949,242037,222015,6,1,195.2678,1.0,195.2678,1.0,8,Kowloon City,6,Mong Kok
950,242037,222027,5,1,93.5816,1.0,93.5816,1.0,8,Kowloon City,6,Mong Kok
951,242037,225036,7,1,93.5816,1.0,93.5816,1.0,8,Kowloon City,5,Yau Ma Tei
952,242037,229012,5,2,417.2648,1.0,417.2648,1.980485013721,8,Kowloon City,6,Mong Kok
953,242037,233011,7,1,320.5641,1.0,320.5641,1.0,8,Kowloon City,8,Kowloon City
954,242037,234025,5,1,26.189,1.0,26.189,1.0,8,Kowloon City,8,Kowloon City
955,242037,236024,5,1,220.5399,1.0,220.5399,1.0,8,Kowloon City,8,Kowloon City
956,242037,245017,6,2,1059.3717,1.0,1059.3717,1.995940570627,8,Kowloon City,8,Kowloon City
957,242037,256001,5,1,86.378,1.0,86.378,1.0,8,Kowloon City,5,Yau Ma Tei
958,242037,263005,5,1,72.0788,1.0,72.0788,1.0,8,Kowloon City,7,Sham Shui Po
959,242037,271013,7,3,1759.6778,1.0,1759.6778,2.417834273619,8,Kowloon City,8,Kowloon City
960,242037,283032,6,1,115.5528,1.0,115.5528,1.0,8,Kowloon City,10,Wong Tai Sin
961,242038,153027,6,1,62.0221,1.0,62.0221,1.0,8,Kowloon City,3,Eastern
962,242038,221093,6,1,115.6937,1.0,115.6937,1.0,8,Kowloon City,6,Mong Kok
963,242039,265007,7,1,65.0045,1.0,65.0045,1.0,8,Kowloon City,7,Sham Shui Po
964,242039,283027,6,3,532.5223,1.0,532.5223,2.970585302971,8,Kowloon City,10,Wong Tai Sin
965,242041,211018,6,1,179.4942,1.0,179.4942,1.0,8,Kowloon City,5,Yau Ma Tei
966,242041,211028,6,2,1105.8762,1.0,1105.8762,1.926286246096,8,Kowloon City,5,Yau Ma Tei
967,242041,229012,6,1,186.6985,1.0,186.6985,1.0,8,Kowloon City,6,Mong Kok
968,242041,247006,7,1,175.3037,1.0,175.3037,1.0,8,Kowloon City,8,Kowloon City
969,242041,255014,6,1,71.3006,1.0,71.3006,1.0,8,Kowloon City,7,Sham Shui Po
970,242041,261019,6,1,103.2806,1.0,103.2806,1.0,8,Kowloon City,7,Sham Shui Po
971,242041,271040,6,1,103.6394,1.0,103.6394,1.0,8,Kowloon City,8,Kowloon City
972,242041,272017,6,1,91.8063,1.0,91.8063,1.0,8,Kowloon City,8,Kowloon City
973,242041,286017,6,1,95.9094,1.0,95.9094,1.0,8,Kowloon City,8,Kowloon City
974,242043,245016,6,1,194.2424,1.0,194.2424,1.0,8,Kowloon City,8,Kowloon City
975,242045,236010,5,1,519.2843,1.0,519.2843,1.0,8,Kowloon City,8,Kowloon City
976,242046,153010,6,1,154.4563,1.0,154.4563,1.0,8,Kowloon City,3,Eastern
977,242046,215006,6,1,38.226,1.0,38.226,1.0,8,Kowloon City,5,Yau Ma Tei
978,242046,222027,6,1,195.2678,1.0,195.2678,1.0,8,Kowloon City,6,Mong Kok
979,242046,227023,6,1,101.928,1.0,101.928,1.0,8,Kowloon City,6,Mong Kok
980,242046,245017,6,2,507.0172,1.0,507.0172,1.410440335856,8,Kowloon City,8,Kowloon City
981,242046,269001,5,2,262.9361,1.0,262.9361,1.998795537876,8,Kowloon City,12,Kwai Chung
982,242046,283028,6,1,98.8495,1.0,98.8495,1.0,8,Kowloon City,10,Wong Tai Sin
983,242048,253014,6,1,99.3491,1.0,99.3491,1.0,8,Kowloon City,5,Yau Ma Tei
984,242048,263016,5,1,147.4256,1.0,147.4256,1.0,8,Kowloon City,7,Sham Shui Po
985,243001,222013,5,1,300.816,1.0,300.816,1.0,8,Kowloon City,6,Mong Kok
986,243003,211024,6,1,93.5816,1.0,93.5816,1.0,8,Kowloon City,5,Yau Ma Tei
987,243004,226007,8,2,1084.597,1.0,1084.597,1.99220176938,8,Kowloon City,5,Yau Ma Tei
988,243008,153027,6,1,82.5124,1.0,82.5124,1.0,8,Kowloon City,3,Eastern
989,243008,220029,6,1,80.7205,1.0,80.7205,1.0,8,Kowloon City,5,Yau Ma Tei
990,243008,237001,7,1,1983.7013,1.0,1983.7013,1.0,8,Kowloon City,8,Kowloon City
991,243008,241013,6,1,586.9469,1.0,586.9469,1.0,8,Kowloon City,8,Kowloon City
992,243008,245017,7|9,6,914.7478,1.0,914.7478,5.883253663694,8,Kowloon City,8,Kowloon City
993,243008,245018,7,4,909.1968,1.0,909.1968,3.998989606871,8,Kowloon City,8,Kowloon City
994,243010,226007,6,2,183.1678,1.0,183.1678,1.993558568759,8,Kowloon City,5,Yau Ma Tei
995,243010,283028,6,1,854.9903,1.0,854.9903,1.0,8,Kowloon City,10,Wong Tai Sin
996,243014,246006,6,3,1419.5944,1.0,1419.5944,2.172222931608,8,Kowloon City,8,Kowloon City
997,243014,285024,7,3,946.7229,1.0,946.7229,2.928914528201,8,Kowloon City,8,Kowloon City
998,243015,283028,6,1,96.9591,1.0,96.9591,1.0,8,Kowloon City,10,Wong Tai Sin
999,243021,212022,6,1,126.9301,1.0,126.9301,1.0,8,Kowloon City,5,Yau Ma Tei
1000,243021,242001,6,1,240.8854,1.0,240.8854,1.0,8,Kowloon City,8,Kowloon City
1001,243021,245018,6,2,2468.0773,1.0,2468.0773,1.999041821021,8,Kowloon City,8,Kowloon City
1002,243027,251004,8,1,1789.6983,1.0,1789.6983,1.0,8,Kowloon City,5,Yau Ma Tei
1003,243030,151041,6,1,66.2813,1.0,66.2813,1.0,8,Kowloon City,3,Eastern
1004,243030,211020,6,2,211.2148,1.0,211.2148,2.0,8,Kowloon City,5,Yau Ma Tei
1005,243030,244018,6|99,2,156.5472,0.4515548487567854,70.68964721929824,1.386212675961,8,Kowloon City,8,Kowloon City
1006,243033,243045,7,1,105.2044,1.0,105.2044,1.0,8,Kowloon City,8,Kowloon City
1007,243035,264017,6,1,70.2425,1.0,70.2425,1.0,8,Kowloon City,7,Sham Shui Po
1008,243036,281028,6,1,179.6292,1.0,179.6292,1.0,8,Kowloon City,10,Wong Tai Sin
1009,243037,237003,5,2,562.7918,1.0,562.7918,2.0,8,Kowloon City,8,Kowloon City
1010,243040,152005,6,1,116.5908,1.0,116.5908,1.0,8,Kowloon City,3,Eastern
1011,243043,247006,9,1,144.4264,1.0,144.4264,1.0,8,Kowloon City,8,Kowloon City
1012,243043,267040,5,1,86.2626,1.0,86.2626,1.0,8,Kowloon City,7,Sham Shui Po
1013,243044,214005,6,1,83.328,1.0,83.328,1.0,8,Kowloon City,5,Yau Ma Tei
1014,243044,229022,6,1,86.6347,1.0,86.6347,1.0,8,Kowloon City,6,Mong Kok
1015,243044,255001,6,1,91.482,1.0,91.482,1.0,8,Kowloon City,7,Sham Shui Po
1016,243044,269001,6,1,88.2343,1.0,88.2343,1.0,8,Kowloon City,12,Kwai Chung
1017,243044,284016,6,1,125.7727,1.0,125.7727,1.0,8,Kowloon City,10,Wong Tai Sin
1018,243045,113003,6,1,47.0525,1.0,47.0525,1.0,8,Kowloon City,1,Central & Western
1019,243045,216002,6,1,216.6961,1.0,216.6961,1.0,8,Kowloon City,5,Yau Ma Tei
1020,243045,226011,6,1,57.9911,1.0,57.9911,1.0,8,Kowloon City,5,Yau Ma Tei
1021,243045,243033,7,1,105.2044,1.0,105.2044,1.0,8,Kowloon City,8,Kowloon City
1022,243045,243049,5,1,155.8058,1.0,155.8058,1.0,8,Kowloon City,8,Kowloon City
1023,243045,269001,6,1,193.3727,1.0,193.3727,1.0,8,Kowloon City,12,Kwai Chung
1024,243047,213004,6|99,3,401.3144,0.4515548487567854,181.21546319592008,2.990513842796,8,Kowloon City,8,Kowloon City
1025,243047,237003,5,4,1140.6889,1.0,1140.6889,3.689728802511,8,Kowloon City,8,Kowloon City
1026,243047,242041,6,1,304.2708,1.0,304.2708,1.0,8,Kowloon City,8,Kowloon City
1027,243047,243008,7,2,248.9296,1.0,248.9296,1.999494809242,8,Kowloon City,8,Kowloon City
1028,243049,113015,6,1,97.7968,1.0,97.7968,1.0,8,Kowloon City,1,Central & Western
1029,243049,153007,6,1,75.3536,1.0,75.3536,1.0,8,Kowloon City,3,Eastern
1030,243049,234025,6,1,71.3914,1.0,71.3914,1.0,8,Kowloon City,8,Kowloon City
1031,243049,243045,5,1,155.8058,1.0,155.8058,1.0,8,Kowloon City,8,Kowloon City
1032,243049,271016,7,3,1052.7608,1.0,1052.7608,2.853496750815,8,Kowloon City,8,Kowloon City
1033,243049,271040,6,1,71.3914,1.0,71.3914,1.0,8,Kowloon City,8,Kowloon City
1034,243049,284010,6,1,136.2796,1.0,136.2796,1.0,8,Kowloon City,10,Wong Tai Sin
1035,244001,242003,7,1,72.0788,1.0,72.0788,1.0,8,Kowloon City,8,Kowloon City
1036,244002,222012,6,1,72.7562,1.0,72.7562,1.0,8,Kowloon City,6,Mong Kok
1037,244002,229044,6,1,66.7339,1.0,66.7339,1.0,8,Kowloon City,6,Mong Kok
1038,244008,236024,6,2,153.6913,1.0,153.6913,1.989512045944,8,Kowloon City,8,Kowloon City
1039,244008,237003,6,1,356.0357,1.0,356.0357,1.0,8,Kowloon City,8,Kowloon City
1040,244011,285008,7,1,242.2662,1.0,242.2662,1.0,8,Kowloon City,8,Kowloon City
1041,244018,243030,6|99,2,156.5472,0.4515548487567854,70.68964721929824,1.386212675961,8,Kowloon City,8,Kowloon City
1042,244020,212012,6,1,57.3247,1.0,57.3247,1.0,8,Kowloon City,5,Yau Ma Tei
1043,244020,214002,6,1,132.4393,1.0,132.4393,1.0,8,Kowloon City,5,Yau Ma Tei
1044,244020,215002,6,3,229.173,1.0,229.173,3.0,8,Kowloon City,8,Kowloon City
1045,244020,221073,6,1,162.8109,1.0,162.8109,1.0,8,Kowloon City,6,Mong Kok
1046,244020,222013,6,1,72.7562,1.0,72.7562,1.0,8,Kowloon City,6,Mong Kok
1047,244020,226006,6,1,52.7139,1.0,52.7139,1.0,8,Kowloon City,5,Yau Ma Tei
1048,244021,211020,6,1,66.7339,1.0,66.7339,1.0,8,Kowloon City,5,Yau Ma Tei
1049,244021,212011,6,1,66.2713,1.0,66.2713,1.0,8,Kowloon City,5,Yau Ma Tei
1050,244023,211020,6,1,77.842,1.0,77.842,1.0,8,Kowloon City,5,Yau Ma Tei
1051,244023,212007,6,1,64.1974,1.0,64.1974,1.0,8,Kowloon City,5,Yau Ma Tei
1052,244023,212011,6,1,67.4047,1.0,67.4047,1.0,8,Kowloon City,5,Yau Ma Tei
1053,244023,222018,6,1,57.9911,1.0,57.9911,1.0,8,Kowloon City,6,Mong Kok
1054,244023,226007,6,1,64.1974,1.0,64.1974,1.0,8,Kowloon City,5,Yau Ma Tei
1055,244027,215007,6,2,361.1519,1.0,361.1519,1.986274805276,8,Kowloon City,5,Yau Ma Tei
1056,244027,242003,5,1,313.0946,1.0,313.0946,1.0,8,Kowloon City,8,Kowloon City
1057,244027,246010,5,1,57.3247,1.0,57.3247,1.0,8,Kowloon City,8,Kowloon City
1058,244027,284013,8,1,90.734,1.0,90.734,1.0,8,Kowloon City,10,Wong Tai Sin
1059,244027,285012,7,1,444.2167,1.0,444.2167,1.0,8,Kowloon City,8,Kowloon City
1060,244028,211024,5,1,156.607,1.0,156.607,1.0,8,Kowloon City,5,Yau Ma Tei
1061,244028,254014,7,1,526.1482,1.0,526.1482,1.0,8,Kowloon City,6,Mong Kok
1062,244028,283028,6,1,88.8855,1.0,88.8855,1.0,8,Kowloon City,10,Wong Tai Sin
1063,244029,153052,6,1,83.3587,1.0,83.3587,1.0,8,Kowloon City,3,Eastern
1064,244029,241005,6,1,216.2769,1.0,216.2769,1.0,8,Kowloon City,8,Kowloon City
1065,244029,241008,6,1,676.5212,1.0,676.5212,1.0,8,Kowloon City,8,Kowloon City
1066,244029,241012,6,1,98.73,1.0,98.73,1.0,8,Kowloon City,8,Kowloon City
1067,244029,263010,8,3,1171.7455,1.0,1171.7455,2.985838463974,8,Kowloon City,7,Sham Shui Po
1068,244029,264044,6,1,100.6121,1.0,100.6121,1.0,8,Kowloon City,7,Sham Shui Po
1069,244029,282023,6,1,91.1366,1.0,91.1366,1.0,8,Kowloon City,10,Wong Tai Sin
1070,244029,284026,6,1,80.3314,1.0,80.3314,1.0,8,Kowloon City,10,Wong Tai Sin
1071,244030,245019,7,2,823.698,1.0,823.698,1.817609605601,8,Kowloon City,8,Kowloon City
1072,245006,213004,8,1,1867.3892,1.0,1867.3892,1.0,8,Kowloon City,8,Kowloon City
1073,245007,266018,6,1,3067.8044,1.0,3067.8044,1.0,8,Kowloon City,7,Sham Shui Po
1074,245007,284020,6,1,124.0884,1.0,124.0884,1.0,8,Kowloon City,10,Wong Tai Sin
1075,245008,247006,8,1,55.1288,1.0,55.1288,1.0,8,Kowloon City,8,Kowloon City
1076,245008,264024,7,1,82.9741,1.0,82.9741,1.0,8,Kowloon City,7,Sham Shui Po
1077,245009,271045,5,1,368.7747,1.0,368.7747,1.0,8,Kowloon City,8,Kowloon City
1078,245010,235006,7|9,2,1974.5165,1.0,1974.5165,1.958297609846,8,Kowloon City,8,Kowloon City
1079,245010,236010,9,1,144.4264,1.0,144.4264,1.0,8,Kowloon City,8,Kowloon City
1080,245010,268031,8,1,378.836,1.0,378.836,1.0,8,Kowloon City,7,Sham Shui Po
1081,245010,271045,5,1,144.4264,1.0,144.4264,1.0,8,Kowloon City,8,Kowloon City
1082,245011,115004,6,1,175.3037,1.0,175.3037,1.0,8,Kowloon City,1,Central & Western
1083,245011,153029,6,1,204.8407,1.0,204.8407,1.0,8,Kowloon City,3,Eastern
1084,245011,211032,5,1,265.579,1.0,265.579,1.0,8,Kowloon City,5,Yau Ma Tei
1085,245011,215006,7,1,156.607,1.0,156.607,1.0,8,Kowloon City,5,Yau Ma Tei
1086,245011,271032,7,1,498.2346,1.0,498.2346,1.0,8,Kowloon City,8,Kowloon City
1087,245012,211032,6,1,134.9568,1.0,134.9568,1.0,8,Kowloon City,5,Yau Ma Tei
1088,245012,212007,6,1,212.8993,1.0,212.8993,1.0,8,Kowloon City,5,Yau Ma Tei
1089,245012,216001,6,1,749.8113,1.0,749.8113,1.0,8,Kowloon City,5,Yau Ma Tei
1090,245012,226019,7,1,77.842,1.0,77.842,1.0,8,Kowloon City,5,Yau Ma Tei
1091,245012,233011,5,1,171.1942,1.0,171.1942,1.0,8,Kowloon City,8,Kowloon City
1092,245012,236024,6,1,30.4014,1.0,30.4014,1.0,8,Kowloon City,8,Kowloon City
1093,245012,241008,7,1,1023.4427,1.0,1023.4427,1.0,8,Kowloon City,8,Kowloon City
1094,245012,255002,9,2,207.3492,1.0,207.3492,2.0,8,Kowloon City,7,Sham Shui Po
1095,245012,271032,7,2,1017.2157,1.0,1017.2157,1.99916840293,8,Kowloon City,8,Kowloon City
1096,245013,153009,6,1,75.2794,1.0,75.2794,1.0,8,Kowloon City,3,Eastern
1097,245013,225040,8,1,675.6597,1.0,675.6597,1.0,8,Kowloon City,5,Yau Ma Tei
1098,245013,229012,6,1,158.7132,1.0,158.7132,1.0,8,Kowloon City,6,Mong Kok
1099,245013,234003,5,1,108.9947,1.0,108.9947,1.0,8,Kowloon City,8,Kowloon City
1100,245013,246012,5,1,71.2662,1.0,71.2662,1.0,8,Kowloon City,8,Kowloon City
1101,245013,265007,6,1,145.8069,1.0,145.8069,1.0,8,Kowloon City,7,Sham Shui Po
1102,245013,271041,9,1,144.4264,1.0,144.4264,1.0,8,Kowloon City,8,Kowloon City
1103,245014,113005,8,1,108.3447,1.0,108.3447,1.0,8,Kowloon City,1,Central & Western
1104,245014,234022,7,1,255.2586,1.0,255.2586,1.0,8,Kowloon City,8,Kowloon City
1105,245014,236010,8,2,1352.565,1.0,1352.565,2.0,8,Kowloon City,8,Kowloon City
1106,245014,255010,7,5,1202.5929,1.0,1202.5929,3.113888054407,8,Kowloon City,7,Sham Shui Po
1107,245015,215008,8,1,362.5846,1.0,362.5846,1.0,8,Kowloon City,5,Yau Ma Tei
1108,245015,234014,6,1,115.6389,1.0,115.6389,1.0,8,Kowloon City,8,Kowloon City
1109,245015,241022,1|6,3,1359.1917,0.41435083511177323,563.1822159719908,2.585402330404,8,Kowloon City,8,Kowloon City
1110,245015,271013,1|9,2,293.5952,0.11645767721491501,34.191415033448415,1.987071809508,8,Kowloon City,8,Kowloon City
1111,245015,285007,8|9,2,586.1263,1.0,586.1263,1.590792556443,8,Kowloon City,8,Kowloon City
1112,245016,216001,6,1,338.7088,1.0,338.7088,1.0,8,Kowloon City,5,Yau Ma Tei
1113,245016,242007,5,2,237.7208,1.0,237.7208,1.981458701318,8,Kowloon City,8,Kowloon City
1114,245016,242043,6,1,225.4061,1.0,225.4061,1.0,8,Kowloon City,8,Kowloon City
1115,245016,255008,9,2,127.926,1.0,127.926,2.0,8,Kowloon City,7,Sham Shui Po
1116,245017,237003,1|7,2,278.4022,0.30368889691510276,84.54765701673782,1.605596329452,8,Kowloon City,8,Kowloon City
1117,245017,241022,6,2,546.3219,1.0,546.3219,1.95832426002,8,Kowloon City,8,Kowloon City
1118,245017,242046,6,2,445.321,1.0,445.321,1.47376056865,8,Kowloon City,8,Kowloon City
1119,245017,243008,9,2,351.2902,1.0,351.2902,1.99770488754,8,Kowloon City,8,Kowloon City
1120,245017,243047,7|99,3,320.5473,0.33666867985308263,107.91823632147003,2.844708402214,8,Kowloon City,8,Kowloon City
1121,245017,245018,7|99,3,638.5924,0.33666867985308263,214.9940602722117,2.41179031949,8,Kowloon City,8,Kowloon City
1122,245017,271036,7,1,590.973,1.0,590.973,1.0,8,Kowloon City,8,Kowloon City
1123,245017,271045,7,2,135.139,1.0,135.139,1.907783613993,8,Kowloon City,8,Kowloon City
1124,245017,282023,7,2,1003.3825,1.0,1003.3825,1.813072335577,8,Kowloon City,10,Wong Tai Sin
1125,245018,212013,6|7,6,1349.9586,1.0,1349.9586,3.782863734974,8,Kowloon City,5,Yau Ma Tei
1126,245018,214005,6,1,681.8126,1.0,681.8126,1.0,8,Kowloon City,5,Yau Ma Tei
1127,245018,220026,7,1,99.3885,1.0,99.3885,1.0,8,Kowloon City,5,Yau Ma Tei
1128,245018,226019,5,3,2679.1189,1.0,2679.1189,2.937047294247,8,Kowloon City,5,Yau Ma Tei
1129,245018,237003,6,2,1856.1319,1.0,1856.1319,1.395071746226,8,Kowloon City,8,Kowloon City
1130,245018,241013,6,1,188.2895,1.0,188.2895,1.0,8,Kowloon City,8,Kowloon City
1131,245018,241022,9,1,1057.1498,1.0,1057.1498,1.0,8,Kowloon City,8,Kowloon City
1132,245018,243008,7,6,1116.4756,1.0,1116.4756,5.462531145726,8,Kowloon City,8,Kowloon City
1133,245018,243047,7|99,6,589.9096,0.33666867985308263,198.60408626466003,4.113557137709,8,Kowloon City,8,Kowloon City
1134,245018,247006,6,1,305.2442,1.0,305.2442,1.0,8,Kowloon City,8,Kowloon City
1135,245018,283032,6,1,145.1492,1.0,145.1492,1.0,8,Kowloon City,10,Wong Tai Sin
1136,245019,244030,7,2,352.53,1.0,352.53,1.817609704817,8,Kowloon City,8,Kowloon City
1137,245019,254012,7,1,498.0355,1.0,498.0355,1.0,8,Kowloon City,7,Sham Shui Po
1138,245020,214013,6,1,60.1886,1.0,60.1886,1.0,8,Kowloon City,5,Yau Ma Tei
1139,246001,225013,6,1,180.7938,1.0,180.7938,1.0,8,Kowloon City,5,Yau Ma Tei
1140,246001,234015,7|99,4,1107.0893,0.33666867985308263,372.7222931104734,2.815909088007,8,Kowloon City,8,Kowloon City
1141,246001,254014,7,1,464.8663,1.0,464.8663,1.0,8,Kowloon City,6,Mong Kok
1142,246002,237003,6,1,78.983,1.0,78.983,1.0,8,Kowloon City,8,Kowloon City
1143,246005,284014,6,1,83.0418,1.0,83.0418,1.0,8,Kowloon City,10,Wong Tai Sin
1144,246005,285002,6,1,84.8764,1.0,84.8764,1.0,8,Kowloon City,8,Kowloon City
1145,246006,237001,6,1,33.7534,1.0,33.7534,1.0,8,Kowloon City,8,Kowloon City
1146,246006,243014,6,3,827.5251,1.0,827.5251,2.225235982735,8,Kowloon City,8,Kowloon City
1147,246006,247006,6,2,646.9013,1.0,646.9013,1.530991718763,8,Kowloon City,8,Kowloon City
1148,246006,284004,6,1,59.6448,1.0,59.6448,1.0,8,Kowloon City,10,Wong Tai Sin
1149,246010,235006,6,1,187.2713,1.0,187.2713,1.0,8,Kowloon City,8,Kowloon City
1150,246010,236024,6,1,295.0886,1.0,295.0886,1.0,8,Kowloon City,8,Kowloon City
1151,246010,241011,5,2,351.2902,1.0,351.2902,1.99770488754,8,Kowloon City,8,Kowloon City
1152,246010,244027,5,1,57.3247,1.0,57.3247,1.0,8,Kowloon City,8,Kowloon City
1153,246010,253002,6,1,166.3338,1.0,166.3338,1.0,8,Kowloon City,5,Yau Ma Tei
1154,246011,211020,6,3,268.6071,1.0,268.6071,2.967358436499,8,Kowloon City,5,Yau Ma Tei
1155,246011,211021,6,1,234.2422,1.0,234.2422,1.0,8,Kowloon City,5,Yau Ma Tei
1156,246011,211030,6,1,3447.2128,1.0,3447.2128,1.0,8,Kowloon City,5,Yau Ma Tei
1157,246011,217001,6,1,234.2422,1.0,234.2422,1.0,8,Kowloon City,8,Kowloon City
1158,246011,285002,6,1,49.4847,1.0,49.4847,1.0,8,Kowloon City,8,Kowloon City
1159,246013,247006,7|8|99,4,1420.5435,0.4189453751167019,595.1301294770926,1.764329944352,8,Kowloon City,8,Kowloon City
1160,246015,253002,6,1,294.3992,1.0,294.3992,1.0,8,Kowloon City,5,Yau Ma Tei
1161,247003,213004,6,1,71.2662,1.0,71.2662,1.0,8,Kowloon City,8,Kowloon City
1162,247006,151003,6,1,140.5763,1.0,140.5763,1.0,8,Kowloon City,3,Eastern
1163,247006,211028,6,1,232.1013,1.0,232.1013,1.0,8,Kowloon City,5,Yau Ma Tei
1164,247006,211033,6,1,128.444,1.0,128.444,1.0,8,Kowloon City,5,Yau Ma Tei
1165,247006,237001,5,1,738.5227,1.0,738.5227,1.0,8,Kowloon City,8,Kowloon City
1166,247006,237003,6,1,204.1794,1.0,204.1794,1.0,8,Kowloon City,8,Kowloon City
1167,247006,242041,7,1,175.3037,1.0,175.3037,1.0,8,Kowloon City,8,Kowloon City
1168,247006,243043,9,1,144.4264,1.0,144.4264,1.0,8,Kowloon City,8,Kowloon City
1169,247006,245008,8,1,82.8611,1.0,82.8611,1.0,8,Kowloon City,8,Kowloon City
1170,247006,245018,6,1,360.3962,1.0,360.3962,1.0,8,Kowloon City,8,Kowloon City
1171,247006,246006,6,3,700.1208,1.0,700.1208,1.774866956752,8,Kowloon City,8,Kowloon City
1172,247006,246013,6|7|8,4,2958.8383,1.0,2958.8383,2.500850847081,8,Kowloon City,8,Kowloon City
1173,247006,267017,9,1,358.3726,1.0,358.3726,1.0,8,Kowloon City,7,Sham Shui Po
1174,247006,272017,6,1,133.487,1.0,133.487,1.0,8,Kowloon City,8,Kowloon City
1175,247006,283025,6,1,567.8218,1.0,567.8218,1.0,8,Kowloon City,10,Wong Tai Sin
1176,247006,285016,8,1,1885.6081,1.0,1885.6081,1.0,8,Kowloon City,8,Kowloon City
1177,247011,221078,6,1,64.8512,1.0,64.8512,1.0,8,Kowloon City,6,Mong Kok
1178,247011,227002,5,2,162.0801,1.0,162.0801,1.996890251299,8,Kowloon City,6,Mong Kok
1179,247011,234021,5,1,71.2662,1.0,71.2662,1.0,8,Kowloon City,8,Kowloon City
1180,247011,264002,6,1,55.6902,1.0,55.6902,1.0,8,Kowloon City,7,Sham Shui Po
1181,247011,272012,6,1,85.3861,1.0,85.3861,1.0,8,Kowloon City,8,Kowloon City
1182,247013,232004,7,1,560.0604,1.0,560.0604,1.0,8,Kowloon City,8,Kowloon City
1183,251002,211033,6,2,539.815,1.0,539.815,1.944932866186,5,Yau Ma Tei,5,Yau Ma Tei
1184,251002,215005,7,2,3574.6902,1.0,3574.6902,1.944932873079,5,Yau Ma Tei,5,Yau Ma Tei
1185,251002,225052,7,1,102.997,1.0,102.997,1.0,5,Yau Ma Tei,5,Yau Ma Tei
1186,251002,228032,5,1,101.9137,1.0,101.9137,1.0,5,Yau Ma Tei,5,Yau Ma Tei
1187,251002,235012,5|7,2,525.5863,1.0,525.5863,1.756983899846,5,Yau Ma Tei,8,Kowloon City
1188,251002,237001,6,1,354.9269,1.0,354.9269,1.0,5,Yau Ma Tei,8,Kowloon City
1189,251002,283025,6,1,77.7633,1.0,77.7633,1.0,5,Yau Ma Tei,10,Wong Tai Sin
1190,251004,271032,9,1,310.3322,1.0,310.3322,1.0,5,Yau Ma Tei,8,Kowloon City
1191,253001,216001,7,1,313.9793,1.0,313.9793,1.0,5,Yau Ma Tei,5,Yau Ma Tei
1192,253001,221077,7,1,164.7806,1.0,164.7806,1.0,5,Yau Ma Tei,6,Mong Kok
1193,253001,268033,8,1,85.3543,1.0,85.3543,1.0,5,Yau Ma Tei,7,Sham Shui Po
1194,253002,152005,9,1,132.0338,1.0,132.0338,1.0,5,Yau Ma Tei,3,Eastern
1195,253002,211023,5,1,303.1495,1.0,303.1495,1.0,5,Yau Ma Tei,5,Yau Ma Tei
1196,253002,215006,5,2,414.612,1.0,414.612,1.999886155891,5,Yau Ma Tei,5,Yau Ma Tei
1197,253002,217001,8,1,81.9141,1.0,81.9141,1.0,5,Yau Ma Tei,8,Kowloon City
1198,253002,226007,6,1,181.1516,1.0,181.1516,1.0,5,Yau Ma Tei,5,Yau Ma Tei
1199,253002,232001,5,1,73.464,1.0,73.464,1.0,5,Yau Ma Tei,8,Kowloon City
1200,253002,246010,6,1,166.3338,1.0,166.3338,1.0,5,Yau Ma Tei,8,Kowloon City
1201,253002,265018,6,2,1926.6471,1.0,1926.6471,1.987973478785,5,Yau Ma Tei,7,Sham Shui Po
1202,253002,271045,6,1,294.3992,1.0,294.3992,1.0,5,Yau Ma Tei,8,Kowloon City
1203,253002,286016,6,1,90.3804,1.0,90.3804,1.0,5,Yau Ma Tei,8,Kowloon City
1204,253003,212007,9,2,395.1846,1.0,395.1846,2.0,5,Yau Ma Tei,5,Yau Ma Tei
1205,253003,232001,7,1,278.6631,1.0,278.6631,1.0,5,Yau Ma Tei,8,Kowloon City
1206,253003,255010,7,3,1081.8523,1.0,1081.8523,2.978507478184,5,Yau Ma Tei,7,Sham Shui Po
1207,253003,264015,7,3,4857.331099999999,1.0,4857.331099999999,2.604771857374,5,Yau Ma Tei,7,Sham Shui Po
1208,253004,242037,6,1,69.3984,1.0,69.3984,1.0,5,Yau Ma Tei,8,Kowloon City
1209,253005,211032,5,1,783.6681,1.0,783.6681,1.0,5,Yau Ma Tei,5,Yau Ma Tei
1210,253005,236024,6,1,64.5708,1.0,64.5708,1.0,5,Yau Ma Tei,8,Kowloon City
1211,253005,284020,6,1,64.846,1.0,64.846,1.0,5,Yau Ma Tei,10,Wong Tai Sin
1212,253005,285002,6,1,85.8066,1.0,85.8066,1.0,5,Yau Ma Tei,8,Kowloon City
1213,253006,226007,5,1,2159.1217,1.0,2159.1217,1.0,5,Yau Ma Tei,5,Yau Ma Tei
1214,253006,254016,5,1,63.2933,1.0,63.2933,1.0,5,Yau Ma Tei,6,Mong Kok
