zone_od_id,origin_tpusb,destination_tpusb,main_mode,sample_flow,expanded_hk_flow,road_factor,road_proxy_flow,kish_neff,origin_26PDD,origin_26PDD_name,destination_26PDD,destination_26PDD_name
669,229022,243044,6,1,82.5124,1.0,82.5124,1.0,6,Mong Kok,8,Kowloon City
670,229022,283032,6,2,536.977,1.0,536.977,1.998040950388,6,Mong Kok,10,Wong Tai Sin
671,229024,225048,7,1,3877.993,1.0,3877.993,1.0,6,Mong Kok,5,Yau Ma Tei
672,229044,114034,6,1,1.0,1.0,1.0,1.0,6,Mong Kok,1,Central & Western
673,229044,225011,6,1,247.4004,1.0,247.4004,1.0,6,Mong Kok,5,Yau Ma Tei
674,229044,234026,5,1,86.9396,1.0,86.9396,1.0,6,Mong Kok,8,Kowloon City
675,229044,235012,6,1,423.6626,1.0,423.6626,1.0,6,Mong Kok,8,Kowloon City
676,229044,236008,6,1,106.887,1.0,106.887,1.0,6,Mong Kok,8,Kowloon City
677,229044,241016,5,1,164.3836,1.0,164.3836,1.0,6,Mong Kok,8,Kowloon City
678,229044,244002,6,1,66.7339,1.0,66.7339,1.0,6,Mong Kok,8,Kowloon City
679,229044,251002,6,1,750.348,1.0,750.348,1.0,6,Mong Kok,5,Yau Ma Tei
680,229044,255011,1|6,2,329.5855,0.41435083511177323,136.56402716573135,1.549064403684,6,Mong Kok,7,Sham Shui Po
681,229044,255014,6,2,184.4442,1.0,184.4442,1.996381032992,6,Mong Kok,7,Sham Shui Po
682,229044,255015,6,1,92.846,1.0,92.846,1.0,6,Mong Kok,7,Sham Shui Po
683,229044,265019,6,1,240.1749,1.0,240.1749,1.0,6,Mong Kok,7,Sham Shui Po
684,229044,266009,6,1,382.3854,1.0,382.3854,1.0,6,Mong Kok,7,Sham Shui Po
685,229044,267020,7,1,365.4256,1.0,365.4256,1.0,6,Mong Kok,7,Sham Shui Po
686,229044,283027,7,1,239.726,1.0,239.726,1.0,6,Mong Kok,10,Wong Tai Sin
687,229044,286014,6,1,81.6422,1.0,81.6422,1.0,6,Mong Kok,8,Kowloon City
688,229044,286039,1|6,2,185.1018,0.41435083511177323,76.69708541069242,1.957783043402,6,Mong Kok,8,Kowloon City
689,231002,241022,5,1,272.5135,1.0,272.5135,1.0,8,Kowloon City,8,Kowloon City
690,231002,281028,6,1,94.5806,1.0,94.5806,1.0,8,Kowloon City,10,Wong Tai Sin
691,231003,271046,7,1,146.2205,1.0,146.2205,1.0,8,Kowloon City,8,Kowloon City
692,231003,271052,7,1,66.4268,1.0,66.4268,1.0,8,Kowloon City,8,Kowloon City
693,231004,271046,7,1,311.9304,1.0,311.9304,1.0,8,Kowloon City,8,Kowloon City
694,231008,211030,6,1,291.1679,1.0,291.1679,1.0,8,Kowloon City,5,Yau Ma Tei
695,232001,253003,7,1,73.464,1.0,73.464,1.0,8,Kowloon City,5,Yau Ma Tei
696,232004,245016,7,1,1893.7296,1.0,1893.7296,1.0,8,Kowloon City,8,Kowloon City
697,232007,284020,6,1,78.3161,1.0,78.3161,1.0,8,Kowloon City,10,Wong Tai Sin
698,232008,212016,6,1,44.6451,1.0,44.6451,1.0,8,Kowloon City,5,Yau Ma Tei
699,232008,225075,6,1,348.0041,1.0,348.0041,1.0,8,Kowloon City,5,Yau Ma Tei
700,233001,123002,6,1,100.5783,1.0,100.5783,1.0,8,Kowloon City,1,Central & Western
701,233001,215003,7,3,476.1247,1.0,476.1247,1.380903145608,8,Kowloon City,8,Kowloon City
702,233001,221085,6,1,279.7116,1.0,279.7116,1.0,8,Kowloon City,6,Mong Kok
703,233002,212013,7,2,6692.7866,1.0,6692.7866,1.996401658422,8,Kowloon City,5,Yau Ma Tei
704,233002,266021,6,2,159.9322,1.0,159.9322,1.996956544644,8,Kowloon City,7,Sham Shui Po
705,233003,221064,5,1,248.8695,1.0,248.8695,1.0,8,Kowloon City,6,Mong Kok
706,233003,235001,5,2,265.872,1.0,265.872,1.829173071066,8,Kowloon City,8,Kowloon City
707,233011,214013,6,1,1965.7079,1.0,1965.7079,1.0,8,Kowloon City,5,Yau Ma Tei
708,233011,222002,6,1,191.3128,1.0,191.3128,1.0,8,Kowloon City,6,Mong Kok
709,233011,255011,6,1,85.8292,1.0,85.8292,1.0,8,Kowloon City,7,Sham Shui Po
710,233011,267024,6,1,234.512,1.0,234.512,1.0,8,Kowloon City,7,Sham Shui Po
711,233011,283027,7,1,77.7568,1.0,77.7568,1.0,8,Kowloon City,10,Wong Tai Sin
712,233011,284026,8,1,567.6961,1.0,567.6961,1.0,8,Kowloon City,10,Wong Tai Sin
713,234002,221096,8,1,239.7206,1.0,239.7206,1.0,8,Kowloon City,6,Mong Kok
714,234002,268030,8,1,198.2983,1.0,198.2983,1.0,8,Kowloon City,7,Sham Shui Po
715,234003,242010,6,1,26.189,1.0,26.189,1.0,8,Kowloon City,8,Kowloon City
716,234003,245013,5,1,52.7139,1.0,52.7139,1.0,8,Kowloon City,8,Kowloon City
717,234003,263011,1|6,2,386.6268,0.41435083511177323,160.19913745659252,1.534186166107,8,Kowloon City,7,Sham Shui Po
718,234014,242003,6,1,70.2425,1.0,70.2425,1.0,8,Kowloon City,8,Kowloon City
719,234014,245015,6,1,66.2713,1.0,66.2713,1.0,8,Kowloon City,8,Kowloon City
720,234014,266035,6,1,100.755,1.0,100.755,1.0,8,Kowloon City,7,Sham Shui Po
721,234014,281028,6,1,87.4955,1.0,87.4955,1.0,8,Kowloon City,10,Wong Tai Sin
722,234015,246001,7|99,4,1107.0893,0.33666867985308263,372.7222931104734,2.815909088007,8,Kowloon City,8,Kowloon City
723,234015,285010,6,1,91.3415,1.0,91.3415,1.0,8,Kowloon City,8,Kowloon City
724,234016,265018,8,1,509.6517,1.0,509.6517,1.0,8,Kowloon City,7,Sham Shui Po
725,234016,265020,6,1,81.2477,1.0,81.2477,1.0,8,Kowloon City,7,Sham Shui Po
726,234021,211032,6,1,165.3076,1.0,165.3076,1.0,8,Kowloon City,5,Yau Ma Tei
727,234021,212017,6,1,108.8589,1.0,108.8589,1.0,8,Kowloon City,5,Yau Ma Tei
728,234021,220026,6|99,2,404.7045,0.4515548487567854,182.74627928869046,1.504003776154,8,Kowloon City,5,Yau Ma Tei
729,234021,227006,5,1,193.371,1.0,193.371,1.0,8,Kowloon City,6,Mong Kok
730,234021,241008,7,1,248.882,1.0,248.882,1.0,8,Kowloon City,8,Kowloon City
731,234021,247011,5,1,71.2662,1.0,71.2662,1.0,8,Kowloon City,8,Kowloon City
732,234021,264020,6,1,86.7714,1.0,86.7714,1.0,8,Kowloon City,7,Sham Shui Po
733,234021,265018,7,2,4330.4643,1.0,4330.4643,1.998474438676,8,Kowloon City,7,Sham Shui Po
734,234021,266018,6,1,0.8923,1.0,0.8923,1.0,8,Kowloon City,7,Sham Shui Po
735,234021,267006,6,1,113.8996,1.0,113.8996,1.0,8,Kowloon City,7,Sham Shui Po
736,234021,268031,6,1,258.6535,1.0,258.6535,1.0,8,Kowloon City,7,Sham Shui Po
737,234021,283028,6,1,222.7719,1.0,222.7719,1.0,8,Kowloon City,10,Wong Tai Sin
738,234022,212017,6,1,194.6127,1.0,194.6127,1.0,8,Kowloon City,5,Yau Ma Tei
739,234022,245014,7,1,255.2586,1.0,255.2586,1.0,8,Kowloon City,8,Kowloon City
740,234022,271015,7,1,3992.6059,1.0,3992.6059,1.0,8,Kowloon City,8,Kowloon City
741,234022,271016,7,1,456.1399,1.0,456.1399,1.0,8,Kowloon City,8,Kowloon City
742,234023,214002,8,1,136.2727,1.0,136.2727,1.0,8,Kowloon City,5,Yau Ma Tei
743,234023,214006,6,1,44.6451,1.0,44.6451,1.0,8,Kowloon City,5,Yau Ma Tei
744,234023,222025,5,1,1658.4383,1.0,1658.4383,1.0,8,Kowloon City,6,Mong Kok
745,234023,271015,9,1,178.6647,1.0,178.6647,1.0,8,Kowloon City,8,Kowloon City
746,234025,225052,5,1,139.836,1.0,139.836,1.0,8,Kowloon City,5,Yau Ma Tei
747,234025,241008,5,1,333.9331,1.0,333.9331,1.0,8,Kowloon City,8,Kowloon City
748,234025,283018,6,1,200.2883,1.0,200.2883,1.0,8,Kowloon City,10,Wong Tai Sin
749,234025,286014,6,1,71.3914,1.0,71.3914,1.0,8,Kowloon City,8,Kowloon City
750,234026,229044,5,1,111.6022,1.0,111.6022,1.0,8,Kowloon City,6,Mong Kok
751,234026,237001,9|99,5,1343.0838,0.13298801020840337,178.6140421051412,4.382456756461,8,Kowloon City,8,Kowloon City
752,234026,241017,6|99,3,375.4099,0.4515548487567854,169.51816061629992,2.621658995473,8,Kowloon City,8,Kowloon City
753,235001,233003,8,2,1044.6398,1.0,1044.6398,1.829172899125,8,Kowloon City,8,Kowloon City
754,235001,245012,7,1,140.5763,1.0,140.5763,1.0,8,Kowloon City,8,Kowloon City
755,235001,285002,6,1,46.9528,1.0,46.9528,1.0,8,Kowloon City,8,Kowloon City
756,235004,214005,6,1,251.7591,1.0,251.7591,1.0,8,Kowloon City,5,Yau Ma Tei
757,235004,220028,6,1,118.5869,1.0,118.5869,1.0,8,Kowloon City,5,Yau Ma Tei
758,235004,225048,5,1,187.7142,1.0,187.7142,1.0,8,Kowloon City,5,Yau Ma Tei
759,235004,241013,9,1,72.9134,1.0,72.9134,1.0,8,Kowloon City,8,Kowloon City
760,235005,211021,8,2,2222.1817,1.0,2222.1817,1.965878704498,8,Kowloon City,5,Yau Ma Tei
761,235005,263011,9,1,304.0132,1.0,304.0132,1.0,8,Kowloon City,7,Sham Shui Po
762,235005,263014,9,1,255.2586,1.0,255.2586,1.0,8,Kowloon City,7,Sham Shui Po
763,235006,221008,6,2,395.5791,1.0,395.5791,1.993430009229,8,Kowloon City,6,Mong Kok
764,235006,245010,7,2,1701.2169,1.0,1701.2169,1.183960504946,8,Kowloon City,8,Kowloon City
765,235006,246010,6,1,152.939,1.0,152.939,1.0,8,Kowloon City,8,Kowloon City
766,235006,271044,6,1,234.6857,1.0,234.6857,1.0,8,Kowloon City,8,Kowloon City
767,235007,213004,8|9,2,882.534,1.0,882.534,1.376911507214,8,Kowloon City,8,Kowloon City
768,235007,241018,5,1,169.6916,1.0,169.6916,1.0,8,Kowloon City,8,Kowloon City
769,235007,255014,6,1,77.4874,1.0,77.4874,1.0,8,Kowloon City,7,Sham Shui Po
770,235012,114021,6,1,1164.0989,1.0,1164.0989,1.0,8,Kowloon City,1,Central & Western
771,235012,225021,5,1,233.3567,1.0,233.3567,1.0,8,Kowloon City,5,Yau Ma Tei
772,235012,227023,6,1,369.0542,1.0,369.0542,1.0,8,Kowloon City,6,Mong Kok
773,235012,251002,7,2,607.8512,1.0,607.8512,1.756983789242,8,Kowloon City,5,Yau Ma Tei
774,235012,267004,9,1,255.2586,1.0,255.2586,1.0,8,Kowloon City,7,Sham Shui Po
775,236008,221063,6,1,87.8249,1.0,87.8249,1.0,8,Kowloon City,6,Mong Kok
776,236008,227002,6,1,106.9601,1.0,106.9601,1.0,8,Kowloon City,6,Mong Kok
777,236008,227012,6,1,73.2003,1.0,73.2003,1.0,8,Kowloon City,6,Mong Kok
778,236008,229044,6,1,106.9601,1.0,106.9601,1.0,8,Kowloon City,6,Mong Kok
779,236008,264001,6,1,86.2235,1.0,86.2235,1.0,8,Kowloon City,7,Sham Shui Po
780,236008,264010,6,1,106.9601,1.0,106.9601,1.0,8,Kowloon City,7,Sham Shui Po
781,236008,284025,6,1,86.8864,1.0,86.8864,1.0,8,Kowloon City,10,Wong Tai Sin
782,236009,153037,6,1,37.5419,1.0,37.5419,1.0,8,Kowloon City,3,Eastern
783,236009,211027,5,1,105.882,1.0,105.882,1.0,8,Kowloon City,5,Yau Ma Tei
784,236009,212010,6,1,114.3116,1.0,114.3116,1.0,8,Kowloon City,5,Yau Ma Tei
785,236009,214005,5,1,79.9036,1.0,79.9036,1.0,8,Kowloon City,5,Yau Ma Tei
786,236009,222018,6,1,76.208,1.0,76.208,1.0,8,Kowloon City,6,Mong Kok
787,236009,237001,5,1,619.3118,1.0,619.3118,1.0,8,Kowloon City,8,Kowloon City
788,236009,244008,6,3,717.1927,1.0,717.1927,2.97476641487,8,Kowloon City,8,Kowloon City
789,236009,282009,6,1,72.6509,1.0,72.6509,1.0,8,Kowloon City,10,Wong Tai Sin
790,236010,113012,6,1,113.8745,1.0,113.8745,1.0,8,Kowloon City,1,Central & Western
791,236010,242045,5,1,519.2843,1.0,519.2843,1.0,8,Kowloon City,8,Kowloon City
792,236010,245010,9,1,144.4264,1.0,144.4264,1.0,8,Kowloon City,8,Kowloon City
793,236010,245014,7,2,2147.5172,1.0,2147.5172,2.0,8,Kowloon City,8,Kowloon City
794,236010,264034,6,1,81.2477,1.0,81.2477,1.0,8,Kowloon City,7,Sham Shui Po
795,236010,283017,7,1,405.7884,1.0,405.7884,1.0,8,Kowloon City,10,Wong Tai Sin
796,236010,285008,6,2,549.8886,1.0,549.8886,2.0,8,Kowloon City,8,Kowloon City
797,236011,151026,7,1,320.9565,1.0,320.9565,1.0,8,Kowloon City,3,Eastern
798,236011,153010,7,1,437.5726,1.0,437.5726,1.0,8,Kowloon City,3,Eastern
799,236011,153046,7,1,142.1766,1.0,142.1766,1.0,8,Kowloon City,3,Eastern
800,236011,271019,9,1,320.9565,1.0,320.9565,1.0,8,Kowloon City,8,Kowloon City
801,236011,285008,6,1,164.2367,1.0,164.2367,1.0,8,Kowloon City,8,Kowloon City
802,236015,114027,8,2,1095.6265,1.0,1095.6265,1.981706245775,8,Kowloon City,1,Central & Western
803,236015,153022,6,1,67.4088,1.0,67.4088,1.0,8,Kowloon City,3,Eastern
804,236020,113008,7,2,70.3205,1.0,70.3205,1.98976789981,8,Kowloon City,1,Central & Western
805,236020,113013,7,1,29.4878,1.0,29.4878,1.0,8,Kowloon City,1,Central & Western
806,236022,221089,5,2,24.22,1.0,24.22,2.0,8,Kowloon City,6,Mong Kok
807,236023,222009,7,1,56.1357,1.0,56.1357,1.0,8,Kowloon City,6,Mong Kok
808,236023,222013,6,2,1.7846,1.0,1.7846,2.0,8,Kowloon City,6,Mong Kok
809,236023,222027,1|6,2,231.667,0.41435083511177323,95.99141491783917,1.926632923054,8,Kowloon City,6,Mong Kok
810,236024,211030,6,1,276.8001,1.0,276.8001,1.0,8,Kowloon City,5,Yau Ma Tei
811,236024,212017,5,1,113.8745,1.0,113.8745,1.0,8,Kowloon City,5,Yau Ma Tei
812,236024,221020,5,1,228.4548,1.0,228.4548,1.0,8,Kowloon City,6,Mong Kok
813,236024,222020,8,2,1444.9254,1.0,1444.9254,1.974784218213,8,Kowloon City,6,Mong Kok
814,236024,222025,6,2,296.1989,1.0,296.1989,1.989768086235,8,Kowloon City,6,Mong Kok
815,236024,227016,5|99,2,291.5782,0.23193780745860756,67.62800841072736,1.649755120315,8,Kowloon City,6,Mong Kok
816,236024,242037,5,1,88.2343,1.0,88.2343,1.0,8,Kowloon City,8,Kowloon City
817,236024,245012,6,1,30.4014,1.0,30.4014,1.0,8,Kowloon City,8,Kowloon City
818,236024,246010,6,1,295.0886,1.0,295.0886,1.0,8,Kowloon City,8,Kowloon City
819,236024,253005,6,1,64.5708,1.0,64.5708,1.0,8,Kowloon City,5,Yau Ma Tei
820,236024,254011,6,1,242.1525,1.0,242.1525,1.0,8,Kowloon City,7,Sham Shui Po
821,236024,254014,7,1,72.983,1.0,72.983,1.0,8,Kowloon City,6,Mong Kok
822,236024,264020,6,1,120.7981,1.0,120.7981,1.0,8,Kowloon City,7,Sham Shui Po
823,236024,265021,6,1,73.6279,1.0,73.6279,1.0,8,Kowloon City,7,Sham Shui Po
824,236024,268032,7,1,3061.1571,1.0,3061.1571,1.0,8,Kowloon City,7,Sham Shui Po
825,236024,283018,6,1,135.4902,1.0,135.4902,1.0,8,Kowloon City,10,Wong Tai Sin
826,237001,121020,6,1,240.5828,1.0,240.5828,1.0,8,Kowloon City,1,Central & Western
827,237001,213004,5,1,117.9394,1.0,117.9394,1.0,8,Kowloon City,8,Kowloon City
828,237001,221008,9,1,279.3708,1.0,279.3708,1.0,8,Kowloon City,6,Mong Kok
829,237001,222025,6,1,157.4098,1.0,157.4098,1.0,8,Kowloon City,6,Mong Kok
830,237001,227007,5,1,91.8328,1.0,91.8328,1.0,8,Kowloon City,6,Mong Kok
831,237001,229007,6,2,1.7846,1.0,1.7846,2.0,8,Kowloon City,6,Mong Kok
832,237001,234026,9|99,5,1343.0838,0.13298801020840337,178.6140421051412,4.382456756461,8,Kowloon City,8,Kowloon City
833,237001,236008,5|99,3,1063.913,0.23193780745860756,246.76164854670955,2.451827508397,8,Kowloon City,8,Kowloon City
834,237001,236009,5,1,350.99,1.0,350.99,1.0,8,Kowloon City,8,Kowloon City
835,237001,237003,9|99,13,3463.341,0.13298801020840337,460.5828282631819,9.607395471324,8,Kowloon City,8,Kowloon City
836,237001,241023,9|99,2,179.217,0.13298801020840337,23.833712225519427,2.0,8,Kowloon City,8,Kowloon City
837,237001,243008,7,1,535.3393,1.0,535.3393,1.0,8,Kowloon City,8,Kowloon City
838,237001,246006,6,1,33.7534,1.0,33.7534,1.0,8,Kowloon City,8,Kowloon City
839,237001,251002,6,1,449.672,1.0,449.672,1.0,8,Kowloon City,5,Yau Ma Tei
840,237001,254006,6,2,383.1517,1.0,383.1517,1.004668532091,8,Kowloon City,7,Sham Shui Po
841,237001,266041,6,1,157.4098,1.0,157.4098,1.0,8,Kowloon City,7,Sham Shui Po
842,237002,213004,5,1,135.7017,1.0,135.7017,1.0,8,Kowloon City,8,Kowloon City
843,237003,211017,6,1,72.4624,1.0,72.4624,1.0,8,Kowloon City,5,Yau Ma Tei
844,237003,220026,5|6,3,601.9719,1.0,601.9719,2.22646750591,8,Kowloon City,5,Yau Ma Tei
845,237003,221071,5,2,326.3118,1.0,326.3118,1.986742170522,8,Kowloon City,6,Mong Kok
846,237003,222019,5,1,180.316,1.0,180.316,1.0,8,Kowloon City,6,Mong Kok
847,237003,222024,5,1,329.7587,1.0,329.7587,1.0,8,Kowloon City,6,Mong Kok
848,237003,222025,5,1,190.2346,1.0,190.2346,1.0,8,Kowloon City,6,Mong Kok
849,237003,226007,5,1,87.2076,1.0,87.2076,1.0,8,Kowloon City,5,Yau Ma Tei
850,237003,227011,5,1,176.533,1.0,176.533,1.0,8,Kowloon City,6,Mong Kok
851,237003,237003,6|8|99,48,4850.2639,0.5090344319759228,2468.951329269824,18.322297900331,8,Kowloon City,8,Kowloon City
852,237003,241013,5,2,486.1344,1.0,486.1344,1.992816836753,8,Kowloon City,8,Kowloon City
853,237003,241022,6,2,391.1342,1.0,391.1342,1.997826600847,8,Kowloon City,8,Kowloon City
854,237003,243047,5|99,3,398.4979,0.23193780745860756,92.42672920285945,2.737028624752,8,Kowloon City,8,Kowloon City
855,237003,245013,5,1,192.5093,1.0,192.5093,1.0,8,Kowloon City,8,Kowloon City
856,237003,245017,1|7,4,592.6225,0.30368889691510276,179.97287331207048,3.631820474933,8,Kowloon City,8,Kowloon City
857,237003,246002,6,1,78.983,1.0,78.983,1.0,8,Kowloon City,8,Kowloon City
858,237003,261021,6|7,3,400.8175,1.0,400.8175,2.992754037745,8,Kowloon City,7,Sham Shui Po
859,237003,264020,6,1,178.6563,1.0,178.6563,1.0,8,Kowloon City,7,Sham Shui Po
860,237003,264037,6,2,330.8573,1.0,330.8573,1.995311720644,8,Kowloon City,7,Sham Shui Po
861,237003,265007,6,1,73.2003,1.0,73.2003,1.0,8,Kowloon City,7,Sham Shui Po
862,237003,265018,6,1,164.8216,1.0,164.8216,1.0,8,Kowloon City,7,Sham Shui Po
863,237003,266018,6,1,0.8923,1.0,0.8923,1.0,8,Kowloon City,7,Sham Shui Po
864,237003,271032,9,1,118.5492,1.0,118.5492,1.0,8,Kowloon City,8,Kowloon City
865,237003,284027,6,1,75.1038,1.0,75.1038,1.0,8,Kowloon City,10,Wong Tai Sin
866,237003,285007,6,1,287.4615,1.0,287.4615,1.0,8,Kowloon City,8,Kowloon City
867,241002,113019,6,1,82.5124,1.0,82.5124,1.0,8,Kowloon City,1,Central & Western
868,241003,213005,9,1,363.903,1.0,363.903,1.0,8,Kowloon City,8,Kowloon City
869,241005,244029,6,1,186.3753,1.0,186.3753,1.0,8,Kowloon City,8,Kowloon City
870,241006,271030,5,1,222.2026,1.0,222.2026,1.0,8,Kowloon City,8,Kowloon City
871,241006,284006,6,1,508.7829,1.0,508.7829,1.0,8,Kowloon City,10,Wong Tai Sin
872,241008,151011,6,1,83.328,1.0,83.328,1.0,8,Kowloon City,3,Eastern
873,241008,212016,6,1,79.5021,1.0,79.5021,1.0,8,Kowloon City,5,Yau Ma Tei
874,241008,226013,9,1,362.0175,1.0,362.0175,1.0,8,Kowloon City,5,Yau Ma Tei
875,241008,234021,7,1,611.0362,1.0,611.0362,1.0,8,Kowloon City,8,Kowloon City
876,241008,234025,5,1,333.9331,1.0,333.9331,1.0,8,Kowloon City,8,Kowloon City
877,241008,245009,6,1,582.9881,1.0,582.9881,1.0,8,Kowloon City,8,Kowloon City
878,241008,245012,7,1,1889.5956,1.0,1889.5956,1.0,8,Kowloon City,8,Kowloon City
879,241008,247013,7,1,560.0604,1.0,560.0604,1.0,8,Kowloon City,8,Kowloon City
880,241008,255002,9,1,66.2813,1.0,66.2813,1.0,8,Kowloon City,7,Sham Shui Po
881,241008,266020,6,1,0.8923,1.0,0.8923,1.0,8,Kowloon City,7,Sham Shui Po
882,241010,283030,7,1,88.2343,1.0,88.2343,1.0,8,Kowloon City,10,Wong Tai Sin
883,241011,211027,8,1,1037.6242,1.0,1037.6242,1.0,8,Kowloon City,5,Yau Ma Tei
884,241011,227002,5,1,455.7606,1.0,455.7606,1.0,8,Kowloon City,6,Mong Kok
885,241011,246010,5,2,351.2902,1.0,351.2902,1.99770488754,8,Kowloon City,8,Kowloon City
886,241011,251002,7,1,1000.6493,1.0,1000.6493,1.0,8,Kowloon City,5,Yau Ma Tei
887,241011,254010,7,1,2116.9851,1.0,2116.9851,1.0,8,Kowloon City,7,Sham Shui Po
888,241011,285009,7,1,172.9251,1.0,172.9251,1.0,8,Kowloon City,8,Kowloon City
889,241011,286014,5,1,230.7388,1.0,230.7388,1.0,8,Kowloon City,8,Kowloon City
890,241012,244029,6,1,73.8689,1.0,73.8689,1.0,8,Kowloon City,8,Kowloon City
891,241012,271045,6,1,119.9033,1.0,119.9033,1.0,8,Kowloon City,8,Kowloon City
892,241013,222027,5,3,827.6211,1.0,827.6211,2.290648319788,8,Kowloon City,6,Mong Kok
893,241013,229012,5,1,125.5394,1.0,125.5394,1.0,8,Kowloon City,6,Mong Kok
894,241013,235004,9,1,72.9134,1.0,72.9134,1.0,8,Kowloon City,8,Kowloon City
895,241013,243008,6,1,505.798,1.0,505.798,1.0,8,Kowloon City,8,Kowloon City
896,241013,245018,6,1,247.6222,1.0,247.6222,1.0,8,Kowloon City,8,Kowloon City
897,241013,268031,5,1,450.498,1.0,450.498,1.0,8,Kowloon City,7,Sham Shui Po
898,241013,271032,6,1,78.3121,1.0,78.3121,1.0,8,Kowloon City,8,Kowloon City
899,241013,285006,6,1,212.7524,1.0,212.7524,1.0,8,Kowloon City,8,Kowloon City
900,241015,283028,6,1,96.2945,1.0,96.2945,1.0,8,Kowloon City,10,Wong Tai Sin
901,241016,229044,5,1,164.3836,1.0,164.3836,1.0,8,Kowloon City,6,Mong Kok
902,241017,234026,6|99,3,217.8056,0.4515548487567854,98.35117476638091,2.581653733923,8,Kowloon City,8,Kowloon City
903,241018,221079,7,2,5181.5986,1.0,5181.5986,1.072543745944,8,Kowloon City,6,Mong Kok
904,241018,235007,5,1,169.6916,1.0,169.6916,1.0,8,Kowloon City,8,Kowloon City
905,241018,271047,5,1,107.1381,1.0,107.1381,1.0,8,Kowloon City,8,Kowloon City
906,241019,237003,6,1,118.5492,1.0,118.5492,1.0,8,Kowloon City,8,Kowloon City
907,241019,253001,7,1,134.7176,1.0,134.7176,1.0,8,Kowloon City,5,Yau Ma Tei
908,241019,254012,7,1,133.0529,1.0,133.0529,1.0,8,Kowloon City,7,Sham Shui Po
909,241020,241011,7|99,3,354.741,0.33666867985308263,119.43018415976238,2.709414246174,8,Kowloon City,8,Kowloon City
910,241021,271046,6,1,134.8267,1.0,134.8267,1.0,8,Kowloon City,8,Kowloon City
911,241022,231002,5,1,272.5135,1.0,272.5135,1.0,8,Kowloon City,8,Kowloon City
912,241022,237003,6,2,391.1342,1.0,391.1342,1.997826600847,8,Kowloon City,8,Kowloon City
913,241022,241022,8|99,4,1114.7023,0.17591450265351555,196.09230071122988,1.951668148663,8,Kowloon City,8,Kowloon City
914,241022,245018,9,1,134.9568,1.0,134.9568,1.0,8,Kowloon City,8,Kowloon City
915,241022,268033,5,1,165.2138,1.0,165.2138,1.0,8,Kowloon City,7,Sham Shui Po
916,241023,221004,5,3,505.8972,1.0,505.8972,2.572583645051,8,Kowloon City,6,Mong Kok
917,241023,237001,9|99,2,179.217,0.13298801020840337,23.833712225519427,2.0,8,Kowloon City,8,Kowloon City
918,241023,285008,6,4,348.2924,1.0,348.2924,2.591088504515,8,Kowloon City,8,Kowloon City
919,241023,285009,6,1,103.6394,1.0,103.6394,1.0,8,Kowloon City,8,Kowloon City
920,241029,284027,6,2,379.4681,1.0,379.4681,1.961861910126,8,Kowloon City,10,Wong Tai Sin
921,241031,214002,8,2,593.0741,1.0,593.0741,1.996800501962,8,Kowloon City,5,Yau Ma Tei
922,241032,284027,6,1,360.3355,1.0,360.3355,1.0,8,Kowloon City,10,Wong Tai Sin
923,242001,212016,6|8,2,1086.4303,1.0,1086.4303,1.418427050338,8,Kowloon City,5,Yau Ma Tei
924,242001,215002,7,1,93.5816,1.0,93.5816,1.0,8,Kowloon City,8,Kowloon City
925,242001,221033,8,1,567.638,1.0,567.638,1.0,8,Kowloon City,6,Mong Kok
926,242001,271030,6,1,70.2425,1.0,70.2425,1.0,8,Kowloon City,8,Kowloon City
927,242002,255001,6,1,84.3482,1.0,84.3482,1.0,8,Kowloon City,7,Sham Shui Po
928,242003,215008,5,1,164.3836,1.0,164.3836,1.0,8,Kowloon City,5,Yau Ma Tei
929,242003,222018,8,2,1347.2175,1.0,1347.2175,1.960983457814,8,Kowloon City,6,Mong Kok
930,242003,227002,6,1,83.9481,1.0,83.9481,1.0,8,Kowloon City,6,Mong Kok
931,242003,234014,6,1,70.2425,1.0,70.2425,1.0,8,Kowloon City,8,Kowloon City
932,242003,244001,7,1,116.6738,1.0,116.6738,1.0,8,Kowloon City,8,Kowloon City
933,242003,244027,5,1,313.0946,1.0,313.0946,1.0,8,Kowloon City,8,Kowloon City
934,242004,269001,6,5,1328.8096,1.0,1328.8096,4.846736815531,8,Kowloon City,12,Kwai Chung
935,242005,213010,6,1,122.2157,1.0,122.2157,1.0,8,Kowloon City,8,Kowloon City
936,242007,245016,5,2,237.7208,1.0,237.7208,1.981458701318,8,Kowloon City,8,Kowloon City
937,242007,286039,6,1,90.4118,1.0,90.4118,1.0,8,Kowloon City,8,Kowloon City
938,242009,151019,6,1,72.0788,1.0,72.0788,1.0,8,Kowloon City,3,Eastern
939,242010,220026,5,1,70.7338,1.0,70.7338,1.0,8,Kowloon City,5,Yau Ma Tei
940,242010,227002,5,1,83.9098,1.0,83.9098,1.0,8,Kowloon City,6,Mong Kok
941,242010,234003,6,1,26.189,1.0,26.189,1.0,8,Kowloon City,8,Kowloon City
942,242012,229012,5,1,125.6421,1.0,125.6421,1.0,8,Kowloon City,6,Mong Kok
943,242034,286039,6,1,82.004,1.0,82.004,1.0,8,Kowloon City,8,Kowloon City
944,242037,153013,7,1,154.2265,1.0,154.2265,1.0,8,Kowloon City,3,Eastern
