connector_od_id,zone_od_id,origin_tpusb,destination_tpusb,origin_node,destination_node,pair_weight,demand
3733,552,225064,271046,806,1186,0.16666666666666669,1.1396166666666667
3734,552,225064,271046,952,1187,0.16666666666666669,1.1396166666666667
3735,552,225064,271046,952,1186,0.16666666666666669,1.1396166666666667
3736,552,225064,271046,960,1187,0.16666666666666669,1.1396166666666667
3737,552,225064,271046,960,1186,0.16666666666666669,1.1396166666666667
3738,553,225071,153017,804,1463,0.11111111111111108,22.07285555555555
3739,553,225071,153017,804,1462,0.11111111111111108,22.07285555555555
3740,553,225071,153017,804,226,0.11111111111111108,22.07285555555555
3741,553,225071,153017,964,1463,0.11111111111111108,22.07285555555555
3742,553,225071,153017,964,1462,0.11111111111111108,22.07285555555555
3743,553,225071,153017,964,226,0.11111111111111108,22.07285555555555
3744,553,225071,153017,952,1463,0.11111111111111108,22.07285555555555
3745,553,225071,153017,952,1462,0.11111111111111108,22.07285555555555
3746,553,225071,153017,952,226,0.11111111111111108,22.07285555555555
3747,554,225071,227020,804,1503,0.16666666666666669,35.87021666666667
3748,554,225071,227020,804,1509,0.16666666666666669,35.87021666666667
3749,554,225071,227020,964,1503,0.16666666666666669,35.87021666666667
3750,554,225071,227020,964,1509,0.16666666666666669,35.87021666666667
3751,554,225071,227020,952,1503,0.16666666666666669,35.87021666666667
3752,554,225071,227020,952,1509,0.16666666666666669,35.87021666666667
3753,555,225074,264034,818,69,0.11111111111111108,41.600577777777765
3754,555,225074,264034,818,318,0.11111111111111108,41.600577777777765
3755,555,225074,264034,818,67,0.11111111111111108,41.600577777777765
3756,555,225074,264034,959,69,0.11111111111111108,41.600577777777765
3757,555,225074,264034,959,318,0.11111111111111108,41.600577777777765
3758,555,225074,264034,959,67,0.11111111111111108,41.600577777777765
3759,555,225074,264034,817,69,0.11111111111111108,41.600577777777765
3760,555,225074,264034,817,318,0.11111111111111108,41.600577777777765
3761,555,225074,264034,817,67,0.11111111111111108,41.600577777777765
3762,556,225075,232008,817,576,0.16666666666666669,68.47228333333335
3763,556,225075,232008,817,578,0.16666666666666669,68.47228333333335
3764,556,225075,232008,817,1573,0.16666666666666669,68.47228333333335
3765,556,225075,232008,959,576,0.16666666666666669,68.47228333333335
3766,556,225075,232008,959,578,0.16666666666666669,68.47228333333335
3767,556,225075,232008,959,1573,0.16666666666666669,68.47228333333335
3768,557,225078,220028,816,604,0.5,93.2173
3769,557,225078,220028,816,94,0.5,93.2173
3770,558,225078,221096,816,113,0.3333333333333333,70.439
3771,558,225078,221096,816,605,0.3333333333333333,70.439
3772,558,225078,221096,816,1260,0.3333333333333333,70.439
3773,559,225078,243045,816,372,0.3333333333333333,34.1198
3774,559,225078,243045,816,360,0.3333333333333333,34.1198
3775,559,225078,243045,816,375,0.3333333333333333,34.1198
3776,560,225078,265018,816,866,0.3333333333333333,111.56586666666666
3777,560,225078,265018,816,773,0.3333333333333333,111.56586666666666
3778,560,225078,265018,816,865,0.3333333333333333,111.56586666666666
3779,561,225078,267003,816,780,0.3333333333333333,48.62686666666666
3780,561,225078,267003,816,1056,0.3333333333333333,48.62686666666666
3781,561,225078,267003,816,785,0.3333333333333333,48.62686666666666
3782,562,225081,253005,1568,1715,1.0,577.461
3783,563,225085,255014,944,1240,0.3333333333333333,110.42833333333334
3784,563,225085,255014,944,19,0.3333333333333333,110.42833333333334
3785,563,225085,255014,944,1635,0.3333333333333333,110.42833333333334
3786,564,225087,266018,83,402,0.16666666666666669,65.56675000000001
3787,564,225087,266018,83,269,0.16666666666666669,65.56675000000001
3788,564,225087,266018,83,268,0.16666666666666669,65.56675000000001
3789,564,225087,266018,36,402,0.16666666666666669,65.56675000000001
3790,564,225087,266018,36,269,0.16666666666666669,65.56675000000001
3791,564,225087,266018,36,268,0.16666666666666669,65.56675000000001
3792,565,226001,228037,1688,596,0.16666666666666669,56.22311666666668
3793,565,226001,228037,1688,81,0.16666666666666669,56.22311666666668
3794,565,226001,228037,1704,596,0.16666666666666669,56.22311666666668
3795,565,226001,228037,1704,81,0.16666666666666669,56.22311666666668
3796,565,226001,228037,26,596,0.16666666666666669,56.22311666666668
3797,565,226001,228037,26,81,0.16666666666666669,56.22311666666668
3798,566,226002,221086,815,120,0.11111111111111108,33.453444444444436
3799,566,226002,221086,815,55,0.11111111111111108,33.453444444444436
3800,566,226002,221086,815,1030,0.11111111111111108,33.453444444444436
3801,566,226002,221086,1280,120,0.11111111111111108,33.453444444444436
3802,566,226002,221086,1280,55,0.11111111111111108,33.453444444444436
3803,566,226002,221086,1280,1030,0.11111111111111108,33.453444444444436
3804,566,226002,221086,3,120,0.11111111111111108,33.453444444444436
3805,566,226002,221086,3,55,0.11111111111111108,33.453444444444436
3806,566,226002,221086,3,1030,0.11111111111111108,33.453444444444436
3807,567,226006,212016,922,1107,0.11111111111111108,25.801888888888882
3808,567,226006,212016,922,1101,0.11111111111111108,25.801888888888882
3809,567,226006,212016,922,830,0.11111111111111108,25.801888888888882
3810,567,226006,212016,800,1107,0.11111111111111108,25.801888888888882
3811,567,226006,212016,800,1101,0.11111111111111108,25.801888888888882
3812,567,226006,212016,800,830,0.11111111111111108,25.801888888888882
3813,567,226006,212016,921,1107,0.11111111111111108,25.801888888888882
3814,567,226006,212016,921,1101,0.11111111111111108,25.801888888888882
3815,567,226006,212016,921,830,0.11111111111111108,25.801888888888882
3816,568,226006,221032,922,1662,0.16666666666666669,89.60085000000001
3817,568,226006,221032,922,1279,0.16666666666666669,89.60085000000001
3818,568,226006,221032,800,1662,0.16666666666666669,89.60085000000001
3819,568,226006,221032,800,1279,0.16666666666666669,89.60085000000001
3820,568,226006,221032,921,1662,0.16666666666666669,89.60085000000001
3821,568,226006,221032,921,1279,0.16666666666666669,89.60085000000001
3822,569,226006,226008,922,1004,0.11111111111111108,92.80428888888888
3823,569,226006,226008,922,389,0.11111111111111108,92.80428888888888
3824,569,226006,226008,922,768,0.11111111111111108,92.80428888888888
3825,569,226006,226008,800,1004,0.11111111111111108,92.80428888888888
3826,569,226006,226008,800,389,0.11111111111111108,92.80428888888888
3827,569,226006,226008,800,768,0.11111111111111108,92.80428888888888
3828,569,226006,226008,921,1004,0.11111111111111108,92.80428888888888
3829,569,226006,226008,921,389,0.11111111111111108,92.80428888888888
3830,569,226006,226008,921,768,0.11111111111111108,92.80428888888888
3831,570,226006,244020,922,521,0.3333333333333333,17.5713
3832,570,226006,244020,800,521,0.3333333333333333,17.5713
3833,570,226006,244020,921,521,0.3333333333333333,17.5713
3834,571,226007,114019,966,74,0.11111111111111108,23.093977777777773
3835,571,226007,114019,966,1310,0.11111111111111108,23.093977777777773
3836,571,226007,114019,966,170,0.11111111111111108,23.093977777777773
3837,571,226007,114019,1005,74,0.11111111111111108,23.093977777777773
3838,571,226007,114019,1005,1310,0.11111111111111108,23.093977777777773
3839,571,226007,114019,1005,170,0.11111111111111108,23.093977777777773
3840,571,226007,114019,1485,74,0.11111111111111108,23.093977777777773
3841,571,226007,114019,1485,1310,0.11111111111111108,23.093977777777773
3842,571,226007,114019,1485,170,0.11111111111111108,23.093977777777773
3843,572,226007,213006,966,228,0.16666666666666669,62.847666666666676
3844,572,226007,213006,966,1070,0.16666666666666669,62.847666666666676
3845,572,226007,213006,1005,228,0.16666666666666669,62.847666666666676
3846,572,226007,213006,1005,1070,0.16666666666666669,62.847666666666676
3847,572,226007,213006,1485,228,0.16666666666666669,62.847666666666676
3848,572,226007,213006,1485,1070,0.16666666666666669,62.847666666666676
3849,573,226007,221007,966,211,0.11111111111111108,71.02386666666665
3850,573,226007,221007,966,769,0.11111111111111108,71.02386666666665
3851,573,226007,221007,966,1618,0.11111111111111108,71.02386666666665
3852,573,226007,221007,1005,211,0.11111111111111108,71.02386666666665
3853,573,226007,221007,1005,769,0.11111111111111108,71.02386666666665
3854,573,226007,221007,1005,1618,0.11111111111111108,71.02386666666665
3855,573,226007,221007,1485,211,0.11111111111111108,71.02386666666665
3856,573,226007,221007,1485,769,0.11111111111111108,71.02386666666665
3857,573,226007,221007,1485,1618,0.11111111111111108,71.02386666666665
3858,574,226007,221032,966,1662,0.16666666666666669,74.73883333333335
3859,574,226007,221032,966,1279,0.16666666666666669,74.73883333333335
3860,574,226007,221032,1005,1662,0.16666666666666669,74.73883333333335
3861,574,226007,221032,1005,1279,0.16666666666666669,74.73883333333335
3862,574,226007,221032,1485,1662,0.16666666666666669,74.73883333333335
3863,574,226007,221032,1485,1279,0.16666666666666669,74.73883333333335
3864,575,226007,222011,966,660,0.11111111111111108,6.004011111111109
3865,575,226007,222011,966,139,0.11111111111111108,6.004011111111109
3866,575,226007,222011,966,1651,0.11111111111111108,6.004011111111109
3867,575,226007,222011,1005,660,0.11111111111111108,6.004011111111109
3868,575,226007,222011,1005,139,0.11111111111111108,6.004011111111109
3869,575,226007,222011,1005,1651,0.11111111111111108,6.004011111111109
3870,575,226007,222011,1485,660,0.11111111111111108,6.004011111111109
3871,575,226007,222011,1485,139,0.11111111111111108,6.004011111111109
3872,575,226007,222011,1485,1651,0.11111111111111108,6.004011111111109
3873,576,226007,222026,966,691,0.11111111111111108,50.40683333333332
3874,576,226007,222026,966,452,0.11111111111111108,50.40683333333332
3875,576,226007,222026,966,694,0.11111111111111108,50.40683333333332
3876,576,226007,222026,1005,691,0.11111111111111108,50.40683333333332
3877,576,226007,222026,1005,452,0.11111111111111108,50.40683333333332
3878,576,226007,222026,1005,694,0.11111111111111108,50.40683333333332
3879,576,226007,222026,1485,691,0.11111111111111108,50.40683333333332
3880,576,226007,222026,1485,452,0.11111111111111108,50.40683333333332
3881,576,226007,222026,1485,694,0.11111111111111108,50.40683333333332
3882,577,226007,229013,966,1022,0.11111111111111108,53.24684444444443
3883,577,226007,229013,966,162,0.11111111111111108,53.24684444444443
3884,577,226007,229013,966,671,0.11111111111111108,53.24684444444443
3885,577,226007,229013,1005,1022,0.11111111111111108,53.24684444444443
3886,577,226007,229013,1005,162,0.11111111111111108,53.24684444444443
3887,577,226007,229013,1005,671,0.11111111111111108,53.24684444444443
3888,577,226007,229013,1485,1022,0.11111111111111108,53.24684444444443
3889,577,226007,229013,1485,162,0.11111111111111108,53.24684444444443
3890,577,226007,229013,1485,671,0.11111111111111108,53.24684444444443
3891,578,226007,243004,966,356,0.11111111111111108,80.38042222222221
3892,578,226007,243004,966,1525,0.11111111111111108,80.38042222222221
3893,578,226007,243004,966,1278,0.11111111111111108,80.38042222222221
3894,578,226007,243004,1005,356,0.11111111111111108,80.38042222222221
3895,578,226007,243004,1005,1525,0.11111111111111108,80.38042222222221
3896,578,226007,243004,1005,1278,0.11111111111111108,80.38042222222221
3897,578,226007,243004,1485,356,0.11111111111111108,80.38042222222221
3898,578,226007,243004,1485,1525,0.11111111111111108,80.38042222222221
3899,578,226007,243004,1485,1278,0.11111111111111108,80.38042222222221
3900,579,226007,243010,966,485,0.3333333333333333,59.6023
3901,579,226007,243010,1005,485,0.3333333333333333,59.6023
3902,579,226007,243010,1485,485,0.3333333333333333,59.6023
3903,580,226007,244023,966,1604,0.3333333333333333,21.455933333333334
3904,580,226007,244023,1005,1604,0.3333333333333333,21.455933333333334
3905,580,226007,244023,1485,1604,0.3333333333333333,21.455933333333334
3906,581,226007,245018,966,1223,0.11111111111111108,55.67996666666665
3907,581,226007,245018,966,1726,0.11111111111111108,55.67996666666665
3908,581,226007,245018,966,230,0.11111111111111108,55.67996666666665
3909,581,226007,245018,1005,1223,0.11111111111111108,55.67996666666665
3910,581,226007,245018,1005,1726,0.11111111111111108,55.67996666666665
3911,581,226007,245018,1005,230,0.11111111111111108,55.67996666666665
3912,581,226007,245018,1485,1223,0.11111111111111108,55.67996666666665
3913,581,226007,245018,1485,1726,0.11111111111111108,55.67996666666665
3914,581,226007,245018,1485,230,0.11111111111111108,55.67996666666665
3915,582,226007,253002,966,182,0.11111111111111108,20.127955555555552
3916,582,226007,253002,966,121,0.11111111111111108,20.127955555555552
3917,582,226007,253002,966,118,0.11111111111111108,20.127955555555552
3918,582,226007,253002,1005,182,0.11111111111111108,20.127955555555552
3919,582,226007,253002,1005,121,0.11111111111111108,20.127955555555552
3920,582,226007,253002,1005,118,0.11111111111111108,20.127955555555552
3921,582,226007,253002,1485,182,0.11111111111111108,20.127955555555552
3922,582,226007,253002,1485,121,0.11111111111111108,20.127955555555552
3923,582,226007,253002,1485,118,0.11111111111111108,20.127955555555552
3924,583,226007,253006,966,1715,0.3333333333333333,719.7072333333333
3925,583,226007,253006,1005,1715,0.3333333333333333,719.7072333333333
3926,583,226007,253006,1485,1715,0.3333333333333333,719.7072333333333
3927,584,226007,254011,966,909,0.11111111111111108,20.24252222222222
3928,584,226007,254011,966,191,0.11111111111111108,20.24252222222222
3929,584,226007,254011,966,192,0.11111111111111108,20.24252222222222
3930,584,226007,254011,1005,909,0.11111111111111108,20.24252222222222
3931,584,226007,254011,1005,191,0.11111111111111108,20.24252222222222
3932,584,226007,254011,1005,192,0.11111111111111108,20.24252222222222
3933,584,226007,254011,1485,909,0.11111111111111108,20.24252222222222
3934,584,226007,254011,1485,191,0.11111111111111108,20.24252222222222
3935,584,226007,254011,1485,192,0.11111111111111108,20.24252222222222
3936,585,226007,255014,966,1240,0.11111111111111108,10.625066666666665
3937,585,226007,255014,966,19,0.11111111111111108,10.625066666666665
3938,585,226007,255014,966,1635,0.11111111111111108,10.625066666666665
3939,585,226007,255014,1005,1240,0.11111111111111108,10.625066666666665
3940,585,226007,255014,1005,19,0.11111111111111108,10.625066666666665
3941,585,226007,255014,1005,1635,0.11111111111111108,10.625066666666665
3942,585,226007,255014,1485,1240,0.11111111111111108,10.625066666666665
3943,585,226007,255014,1485,19,0.11111111111111108,10.625066666666665
3944,585,226007,255014,1485,1635,0.11111111111111108,10.625066666666665
3945,586,226007,263014,966,1319,0.11111111111111108,32.50064444444444
3946,586,226007,263014,966,1067,0.11111111111111108,32.50064444444444
3947,586,226007,263014,966,1273,0.11111111111111108,32.50064444444444
3948,586,226007,263014,1005,1319,0.11111111111111108,32.50064444444444
3949,586,226007,263014,1005,1067,0.11111111111111108,32.50064444444444
3950,586,226007,263014,1005,1273,0.11111111111111108,32.50064444444444
3951,586,226007,263014,1485,1319,0.11111111111111108,32.50064444444444
3952,586,226007,263014,1485,1067,0.11111111111111108,32.50064444444444
3953,586,226007,263014,1485,1273,0.11111111111111108,32.50064444444444
3954,587,226007,283025,966,329,0.11111111111111108,4.148555555555554
3955,587,226007,283025,966,1196,0.11111111111111108,4.148555555555554
3956,587,226007,283025,966,337,0.11111111111111108,4.148555555555554
3957,587,226007,283025,1005,329,0.11111111111111108,4.148555555555554
3958,587,226007,283025,1005,1196,0.11111111111111108,4.148555555555554
3959,587,226007,283025,1005,337,0.11111111111111108,4.148555555555554
3960,587,226007,283025,1485,329,0.11111111111111108,4.148555555555554
3961,587,226007,283025,1485,1196,0.11111111111111108,4.148555555555554
3962,587,226007,283025,1485,337,0.11111111111111108,4.148555555555554
3963,588,226007,285014,966,914,0.11111111111111108,142.04431111111106
3964,588,226007,285014,966,282,0.11111111111111108,142.04431111111106
3965,588,226007,285014,966,905,0.11111111111111108,142.04431111111106
3966,588,226007,285014,1005,914,0.11111111111111108,142.04431111111106
3967,588,226007,285014,1005,282,0.11111111111111108,142.04431111111106
3968,588,226007,285014,1005,905,0.11111111111111108,142.04431111111106
3969,588,226007,285014,1485,914,0.11111111111111108,142.04431111111106
3970,588,226007,285014,1485,282,0.11111111111111108,142.04431111111106
3971,588,226007,285014,1485,905,0.11111111111111108,142.04431111111106
3972,589,226007,286039,966,1554,0.11111111111111108,159.66979999999995
3973,589,226007,286039,966,1249,0.11111111111111108,159.66979999999995
3974,589,226007,286039,966,1302,0.11111111111111108,159.66979999999995
3975,589,226007,286039,1005,1554,0.11111111111111108,159.66979999999995
3976,589,226007,286039,1005,1249,0.11111111111111108,159.66979999999995
3977,589,226007,286039,1005,1302,0.11111111111111108,159.66979999999995
3978,589,226007,286039,1485,1554,0.11111111111111108,159.66979999999995
3979,589,226007,286039,1485,1249,0.11111111111111108,159.66979999999995
3980,589,226007,286039,1485,1302,0.11111111111111108,159.66979999999995
3981,590,226008,226006,1004,922,0.11111111111111108,92.7923222222222
3982,590,226008,226006,1004,800,0.11111111111111108,92.7923222222222
3983,590,226008,226006,1004,921,0.11111111111111108,92.7923222222222
3984,590,226008,226006,389,922,0.11111111111111108,92.7923222222222
3985,590,226008,226006,389,800,0.11111111111111108,92.7923222222222
3986,590,226008,226006,389,921,0.11111111111111108,92.7923222222222
3987,590,226008,226006,768,922,0.11111111111111108,92.7923222222222
3988,590,226008,226006,768,800,0.11111111111111108,92.7923222222222
3989,590,226008,226006,768,921,0.11111111111111108,92.7923222222222
3990,591,226008,255014,1004,1240,0.11111111111111108,9.823166666666665
3991,591,226008,255014,1004,19,0.11111111111111108,9.823166666666665
3992,591,226008,255014,1004,1635,0.11111111111111108,9.823166666666665
3993,591,226008,255014,389,1240,0.11111111111111108,9.823166666666665
3994,591,226008,255014,389,19,0.11111111111111108,9.823166666666665
3995,591,226008,255014,389,1635,0.11111111111111108,9.823166666666665
3996,591,226008,255014,768,1240,0.11111111111111108,9.823166666666665
3997,591,226008,255014,768,19,0.11111111111111108,9.823166666666665
3998,591,226008,255014,768,1635,0.11111111111111108,9.823166666666665
3999,592,226010,222016,814,668,1.0,7865.9166
4000,594,226011,243045,921,372,0.11111111111111108,17.915299999999995
4001,594,226011,243045,921,360,0.11111111111111108,17.915299999999995
4002,594,226011,243045,921,375,0.11111111111111108,17.915299999999995
4003,594,226011,243045,813,372,0.11111111111111108,17.915299999999995
4004,594,226011,243045,813,360,0.11111111111111108,17.915299999999995
4005,594,226011,243045,813,375,0.11111111111111108,17.915299999999995
4006,594,226011,243045,964,372,0.11111111111111108,17.915299999999995
4007,594,226011,243045,964,360,0.11111111111111108,17.915299999999995
4008,594,226011,243045,964,375,0.11111111111111108,17.915299999999995
4009,595,226012,255001,806,1635,0.11111111111111108,10.143388888888886
4010,595,226012,255001,806,1281,0.11111111111111108,10.143388888888886
4011,595,226012,255001,806,69,0.11111111111111108,10.143388888888886
4012,595,226012,255001,1372,1635,0.11111111111111108,10.143388888888886
4013,595,226012,255001,1372,1281,0.11111111111111108,10.143388888888886
4014,595,226012,255001,1372,69,0.11111111111111108,10.143388888888886
4015,595,226012,255001,960,1635,0.11111111111111108,10.143388888888886
4016,595,226012,255001,960,1281,0.11111111111111108,10.143388888888886
4017,595,226012,255001,960,69,0.11111111111111108,10.143388888888886
4018,596,226013,212013,808,1106,0.11111111111111108,104.9954444444444
4019,596,226013,212013,808,945,0.11111111111111108,104.9954444444444
4020,596,226013,212013,808,547,0.11111111111111108,104.9954444444444
4021,596,226013,212013,960,1106,0.11111111111111108,104.9954444444444
4022,596,226013,212013,960,945,0.11111111111111108,104.9954444444444
4023,596,226013,212013,960,547,0.11111111111111108,104.9954444444444
4024,596,226013,212013,964,1106,0.11111111111111108,104.9954444444444
4025,596,226013,212013,964,945,0.11111111111111108,104.9954444444444
4026,596,226013,212013,964,547,0.11111111111111108,104.9954444444444
4027,597,226013,241008,808,1505,0.3333333333333333,34.54646666666666
4028,597,226013,241008,960,1505,0.3333333333333333,34.54646666666666
4029,597,226013,241008,964,1505,0.3333333333333333,34.54646666666666
4030,598,226013,254010,808,59,0.3333333333333333,610.7206
4031,598,226013,254010,960,59,0.3333333333333333,610.7206
4032,598,226013,254010,964,59,0.3333333333333333,610.7206
4033,599,226015,243045,849,372,0.11111111111111108,27.13929999999999
4034,599,226015,243045,849,360,0.11111111111111108,27.13929999999999
4035,599,226015,243045,849,375,0.11111111111111108,27.13929999999999
4036,599,226015,243045,1571,372,0.11111111111111108,27.13929999999999
4037,599,226015,243045,1571,360,0.11111111111111108,27.13929999999999
4038,599,226015,243045,1571,375,0.11111111111111108,27.13929999999999
4039,599,226015,243045,418,372,0.11111111111111108,27.13929999999999
4040,599,226015,243045,418,360,0.11111111111111108,27.13929999999999
4041,599,226015,243045,418,375,0.11111111111111108,27.13929999999999
4042,600,226017,283032,806,1200,0.11111111111111108,47.832311111111096
4043,600,226017,283032,806,338,0.11111111111111108,47.832311111111096
4044,600,226017,283032,806,1201,0.11111111111111108,47.832311111111096
4045,600,226017,283032,962,1200,0.11111111111111108,47.832311111111096
4046,600,226017,283032,962,338,0.11111111111111108,47.832311111111096
4047,600,226017,283032,962,1201,0.11111111111111108,47.832311111111096
4048,600,226017,283032,813,1200,0.11111111111111108,47.832311111111096
4049,600,226017,283032,813,338,0.11111111111111108,47.832311111111096
4050,600,226017,283032,813,1201,0.11111111111111108,47.832311111111096
4051,601,226018,212019,804,547,0.11111111111111108,20.13336666666666
4052,601,226018,212019,804,1108,0.11111111111111108,20.13336666666666
4053,601,226018,212019,804,436,0.11111111111111108,20.13336666666666
4054,601,226018,212019,962,547,0.11111111111111108,20.13336666666666
4055,601,226018,212019,962,1108,0.11111111111111108,20.13336666666666
4056,601,226018,212019,962,436,0.11111111111111108,20.13336666666666
4057,601,226018,212019,960,547,0.11111111111111108,20.13336666666666
4058,601,226018,212019,960,1108,0.11111111111111108,20.13336666666666
4059,601,226018,212019,960,436,0.11111111111111108,20.13336666666666
4060,602,226018,222017,804,1232,0.11111111111111108,128.95088888888884
4061,602,226018,222017,804,766,0.11111111111111108,128.95088888888884
4062,602,226018,222017,804,1231,0.11111111111111108,128.95088888888884
4063,602,226018,222017,962,1232,0.11111111111111108,128.95088888888884
4064,602,226018,222017,962,766,0.11111111111111108,128.95088888888884
4065,602,226018,222017,962,1231,0.11111111111111108,128.95088888888884
4066,602,226018,222017,960,1232,0.11111111111111108,128.95088888888884
4067,602,226018,222017,960,766,0.11111111111111108,128.95088888888884
4068,602,226018,222017,960,1231,0.11111111111111108,128.95088888888884
4069,603,226019,245012,803,1223,0.16666666666666669,12.973666666666668
4070,603,226019,245012,803,285,0.16666666666666669,12.973666666666668
4071,603,226019,245012,803,501,0.16666666666666669,12.973666666666668
4072,603,226019,245012,804,1223,0.16666666666666669,12.973666666666668
4073,603,226019,245012,804,285,0.16666666666666669,12.973666666666668
4074,603,226019,245012,804,501,0.16666666666666669,12.973666666666668
4075,604,226019,245018,803,1223,0.16666666666666669,130.8509302278212
4076,604,226019,245018,803,1726,0.16666666666666669,130.8509302278212
4077,604,226019,245018,803,230,0.16666666666666669,130.8509302278212
4078,604,226019,245018,804,1223,0.16666666666666669,130.8509302278212
4079,604,226019,245018,804,1726,0.16666666666666669,130.8509302278212
4080,604,226019,245018,804,230,0.16666666666666669,130.8509302278212
4081,605,226019,263005,803,870,0.16666666666666669,14.485866666666668
4082,605,226019,263005,803,1552,0.16666666666666669,14.485866666666668
4083,605,226019,263005,803,1375,0.16666666666666669,14.485866666666668
4084,605,226019,263005,804,870,0.16666666666666669,14.485866666666668
4085,605,226019,263005,804,1552,0.16666666666666669,14.485866666666668
4086,605,226019,263005,804,1375,0.16666666666666669,14.485866666666668
4087,606,227002,153038,454,1463,0.3333333333333333,13.113433333333333
4088,606,227002,153038,454,1462,0.3333333333333333,13.113433333333333
4089,606,227002,153038,454,226,0.3333333333333333,13.113433333333333
4090,607,227002,236008,454,768,0.3333333333333333,35.629
4091,607,227002,236008,454,899,0.3333333333333333,35.629
4092,607,227002,236008,454,1238,0.3333333333333333,35.629
4093,608,227002,241011,454,1505,1.0,455.7606
4094,609,227002,242003,454,1512,0.5,53.6483
4095,609,227002,242003,454,325,0.5,53.6483
4096,610,227002,242010,454,1162,0.3333333333333333,48.35763333333333
4097,610,227002,242010,454,1149,0.3333333333333333,48.35763333333333
4098,610,227002,242010,454,1161,0.3333333333333333,48.35763333333333
4099,611,227002,247011,454,1140,0.3333333333333333,82.67939999999999
4100,611,227002,247011,454,896,0.3333333333333333,82.67939999999999
4101,611,227002,247011,454,313,0.3333333333333333,82.67939999999999
4102,612,227003,286014,98,1249,0.11111111111111108,11.486544444444442
4103,612,227003,286014,98,1246,0.11111111111111108,11.486544444444442
4104,612,227003,286014,98,337,0.11111111111111108,11.486544444444442
4105,612,227003,286014,452,1249,0.11111111111111108,11.486544444444442
4106,612,227003,286014,452,1246,0.11111111111111108,11.486544444444442
4107,612,227003,286014,452,337,0.11111111111111108,11.486544444444442
4108,612,227003,286014,602,1249,0.11111111111111108,11.486544444444442
4109,612,227003,286014,602,1246,0.11111111111111108,11.486544444444442
4110,612,227003,286014,602,337,0.11111111111111108,11.486544444444442
4111,613,227004,211021,1379,291,0.3333333333333333,34.967533333333336
4112,613,227004,211021,1379,1521,0.3333333333333333,34.967533333333336
4113,613,227004,211021,1379,1310,0.3333333333333333,34.967533333333336
4114,614,227004,285007,1379,1190,0.3333333333333333,175.7292
4115,614,227004,285007,1379,1500,0.3333333333333333,175.7292
4116,614,227004,285007,1379,349,0.3333333333333333,175.7292
4117,615,227006,234021,674,455,0.3333333333333333,491.70983333333334
4118,615,227006,234021,674,1526,0.3333333333333333,491.70983333333334
4119,615,227006,234021,674,616,0.3333333333333333,491.70983333333334
4120,616,227007,263010,97,870,1.0,511.3764
4121,617,227008,283032,97,1200,0.3333333333333333,61.26173333333333
4122,617,227008,283032,97,338,0.3333333333333333,61.26173333333333
4123,617,227008,283032,97,1201,0.3333333333333333,61.26173333333333
4124,618,227011,237001,974,1289,0.11111111111111108,19.61477777777777
4125,618,227011,237001,974,1518,0.11111111111111108,19.61477777777777
4126,618,227011,237001,974,1588,0.11111111111111108,19.61477777777777
4127,618,227011,237001,1639,1289,0.11111111111111108,19.61477777777777
4128,618,227011,237001,1639,1518,0.11111111111111108,19.61477777777777
4129,618,227011,237001,1639,1588,0.11111111111111108,19.61477777777777
4130,618,227011,237001,564,1289,0.11111111111111108,19.61477777777777
4131,618,227011,237001,564,1518,0.11111111111111108,19.61477777777777
4132,618,227011,237001,564,1588,0.11111111111111108,19.61477777777777
4133,619,227011,264034,974,69,0.11111111111111108,38.18548888888888
4134,619,227011,264034,974,318,0.11111111111111108,38.18548888888888
4135,619,227011,264034,974,67,0.11111111111111108,38.18548888888888
4136,619,227011,264034,1639,69,0.11111111111111108,38.18548888888888
4137,619,227011,264034,1639,318,0.11111111111111108,38.18548888888888
4138,619,227011,264034,1639,67,0.11111111111111108,38.18548888888888
4139,619,227011,264034,564,69,0.11111111111111108,38.18548888888888
4140,619,227011,264034,564,318,0.11111111111111108,38.18548888888888
4141,619,227011,264034,564,67,0.11111111111111108,38.18548888888888
4142,620,227012,236008,95,768,0.3333333333333333,41.76043333333333
4143,620,227012,236008,95,899,0.3333333333333333,41.76043333333333
4144,620,227012,236008,95,1238,0.3333333333333333,41.76043333333333
4145,621,227012,267016,95,1055,0.5,85.4697
4146,621,227012,267016,95,403,0.5,85.4697
4147,622,227014,286039,88,1554,0.11111111111111108,5.446033333333332
4148,622,227014,286039,88,1249,0.11111111111111108,5.446033333333332
4149,622,227014,286039,88,1302,0.11111111111111108,5.446033333333332
4150,622,227014,286039,566,1554,0.11111111111111108,5.446033333333332
4151,622,227014,286039,566,1249,0.11111111111111108,5.446033333333332
4152,622,227014,286039,566,1302,0.11111111111111108,5.446033333333332
4153,622,227014,286039,973,1554,0.11111111111111108,5.446033333333332
4154,622,227014,286039,973,1249,0.11111111111111108,5.446033333333332
4155,622,227014,286039,973,1302,0.11111111111111108,5.446033333333332
4156,623,227015,285019,27,1500,0.11111111111111108,92.15715555555553
4157,623,227015,285019,27,1182,0.11111111111111108,92.15715555555553
4158,623,227015,285019,27,351,0.11111111111111108,92.15715555555553
4159,623,227015,285019,1503,1500,0.11111111111111108,92.15715555555553
4160,623,227015,285019,1503,1182,0.11111111111111108,92.15715555555553
4161,623,227015,285019,1503,351,0.11111111111111108,92.15715555555553
4162,623,227015,285019,98,1500,0.11111111111111108,92.15715555555553
