connector_od_id,zone_od_id,origin_tpusb,destination_tpusb,origin_node,destination_node,pair_weight,demand
40,5,113007,227019,1608,93,0.3333333333333333,1.0
41,5,113007,227019,170,93,0.3333333333333333,1.0
42,6,113008,236020,74,364,0.11111111111111108,71.1660333333333
43,6,113008,236020,74,363,0.11111111111111108,71.1660333333333
44,6,113008,236020,74,369,0.11111111111111108,71.1660333333333
45,6,113008,236020,291,364,0.11111111111111108,71.1660333333333
46,6,113008,236020,291,363,0.11111111111111108,71.1660333333333
47,6,113008,236020,291,369,0.11111111111111108,71.1660333333333
48,6,113008,236020,170,364,0.11111111111111108,71.1660333333333
49,6,113008,236020,170,363,0.11111111111111108,71.1660333333333
50,6,113008,236020,170,369,0.11111111111111108,71.1660333333333
51,7,113008,255008,74,1635,0.11111111111111108,7.305566666666665
52,7,113008,255008,74,1636,0.11111111111111108,7.305566666666665
53,7,113008,255008,74,1243,0.11111111111111108,7.305566666666665
54,7,113008,255008,291,1635,0.11111111111111108,7.305566666666665
55,7,113008,255008,291,1636,0.11111111111111108,7.305566666666665
56,7,113008,255008,291,1243,0.11111111111111108,7.305566666666665
57,7,113008,255008,170,1635,0.11111111111111108,7.305566666666665
58,7,113008,255008,170,1636,0.11111111111111108,7.305566666666665
59,7,113008,255008,170,1243,0.11111111111111108,7.305566666666665
60,8,113009,229044,74,91,0.11111111111111108,257.1809111111111
61,8,113009,229044,74,92,0.11111111111111108,257.1809111111111
62,8,113009,229044,74,693,0.11111111111111108,257.1809111111111
63,8,113009,229044,1608,91,0.11111111111111108,257.1809111111111
64,8,113009,229044,1608,92,0.11111111111111108,257.1809111111111
65,8,113009,229044,1608,693,0.11111111111111108,257.1809111111111
66,8,113009,229044,170,91,0.11111111111111108,257.1809111111111
67,8,113009,229044,170,92,0.11111111111111108,257.1809111111111
68,8,113009,229044,170,693,0.11111111111111108,257.1809111111111
69,9,113012,236010,74,460,0.11111111111111108,12.652722222222218
70,9,113012,236010,74,991,0.11111111111111108,12.652722222222218
71,9,113012,236010,74,362,0.11111111111111108,12.652722222222218
72,9,113012,236010,1608,460,0.11111111111111108,12.652722222222218
73,9,113012,236010,1608,991,0.11111111111111108,12.652722222222218
74,9,113012,236010,1608,362,0.11111111111111108,12.652722222222218
75,9,113012,236010,170,460,0.11111111111111108,12.652722222222218
76,9,113012,236010,170,991,0.11111111111111108,12.652722222222218
77,9,113012,236010,170,362,0.11111111111111108,12.652722222222218
78,10,113013,236020,74,364,0.11111111111111108,3.2764222222222212
79,10,113013,236020,74,363,0.11111111111111108,3.2764222222222212
80,10,113013,236020,74,369,0.11111111111111108,3.2764222222222212
81,10,113013,236020,1371,364,0.11111111111111108,3.2764222222222212
82,10,113013,236020,1371,363,0.11111111111111108,3.2764222222222212
83,10,113013,236020,1371,369,0.11111111111111108,3.2764222222222212
84,10,113013,236020,170,364,0.11111111111111108,3.2764222222222212
85,10,113013,236020,170,363,0.11111111111111108,3.2764222222222212
86,10,113013,236020,170,369,0.11111111111111108,3.2764222222222212
87,11,113013,263005,74,870,0.11111111111111108,9.492944444444442
88,11,113013,263005,74,1552,0.11111111111111108,9.492944444444442
89,11,113013,263005,74,1375,0.11111111111111108,9.492944444444442
90,11,113013,263005,1371,870,0.11111111111111108,9.492944444444442
91,11,113013,263005,1371,1552,0.11111111111111108,9.492944444444442
92,11,113013,263005,1371,1375,0.11111111111111108,9.492944444444442
93,11,113013,263005,170,870,0.11111111111111108,9.492944444444442
94,11,113013,263005,170,1552,0.11111111111111108,9.492944444444442
